"","X2017.12","X2018.12","X2019.12"
"매출액",2251,1655,2169
"매출원가",1910,1384,1819
"매출총이익",341,271,350
"판매비와관리비",259,286,336
"인건비",86,106,129
"유무형자산상각비",7,12,24
"연구개발비",15,29,27
"광고선전비",1,2,1
"판매비",35,10,25
"관리비",115,129,130
"기타원가성비용",NA,NA,NA
"기타",NA,NA,NA
"영업이익",82,-15,14
"영업이익(발표기준)",82,-15,14
"금융수익",131,85,98
"이자수익",8,10,11
"배당금수익",0,0,0
"외환이익",122,66,87
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",NA,NA,NA
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",1,7,0
"기타금융수익",NA,2,0
"금융원가",174,90,127
"이자비용",37,42,40
"외환손실",136,47,87
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",NA,NA,NA
"금융자산손상차손",NA,NA,NA
"파생상품손실",2,2,0
"기타금융원가",NA,NA,NA
"기타수익",16,16,4
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",8,2,0
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,NA,1
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",45,102,44
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,6,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",15,10,0
"자산평가손실",NA,NA,NA
"자산손상차손",NA,NA,11
"기타대손상각비",7,15,8
"충당부채전입액",NA,48,3
"종속기업,공동지배기업및관계기업관련손익",2,0,1
"지분법손익",2,0,1
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",12,-106,-55
"법인세비용",1,7,-6
"계속영업이익",11,-114,-49
"중단영업이익",-39,-10,-24
"당기순이익",-28,-124,-72
"지배주주순이익",-35,-128,-81
"비지배주주순이익",7,4,9
"자산",3019,3204,3277
"유동자산",1887,2456,2403
"재고자산",129,135,271
"유동생물자산",NA,NA,NA
"유동금융자산",72,317,157
"매출채권및기타유동채권",1237,1172,1135
"당기법인세자산",NA,NA,NA
"계약자산",NA,NA,NA
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",107,115,137
"현금및현금성자산",342,310,300
"매각예정비유동자산및처분자산집단",NA,407,403
"비유동자산",1132,748,874
"유형자산",686,488,548
