"","X2017.12","X2018.12","X2019.12"
"매출액",7756,9634,10213
"매출원가",6044,7258,7665
"매출총이익",1712,2376,2548
"판매비와관리비",655,736,806
"인건비",176,224,232
"유무형자산상각비",15,16,20
"연구개발비",205,213,197
"광고선전비",1,1,1
"판매비",155,157,151
"관리비",101,122,118
"기타원가성비용",NA,NA,NA
"기타",2,4,87
"영업이익",1057,1641,1742
"영업이익(발표기준)",1057,1641,1742
"금융수익",57,101,121
"이자수익",29,50,57
"배당금수익",NA,NA,NA
"외환이익",25,46,63
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",NA,NA,NA
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"기타금융수익",3,5,1
"금융원가",196,62,102
"이자비용",41,37,45
"외환손실",154,24,55
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",NA,NA,NA
"금융자산손상차손",NA,NA,NA
"파생상품손실",NA,NA,NA
"기타금융원가",0,0,2
"기타수익",97,203,194
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,2,19
"자산처분(폐기)이익",0,0,10
"자산평가이익",3,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",2,2,2
"로열티수익",NA,NA,NA
"수수료수익",3,NA,NA
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",281,223,392
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,58,43
"자산처분(폐기)손실",17,3,7
"자산평가손실",6,NA,NA
"자산손상차손",88,29,210
"기타대손상각비",18,26,11
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-67,-194,155
"지분법손익",56,34,214
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",-126,-250,-59
"세전계속사업이익",668,1466,1718
"법인세비용",237,437,525
"계속영업이익",431,1030,1193
