"","X2017.12","X2018.12","X2019.12"
"순이자손익",100,91,108
"순수수료손익",-34,-28,-30
"금융상품관련손익",45,56,231
"위험회피회계파생상품관련손익",NA,NA,NA
"외환거래(환율변동)손익",NA,NA,NA
"금융자산관련손익",6,37,25
"기타영업손익",5,-5,71
"순영업수익",121,152,405
"판매비와관리비",108,135,194
"영업이익",13,17,211
"영업외수익",43,22,54
"이자수익",22,17,16
"배당금수익",NA,NA,NA
"외환거래이익",NA,NA,NA
"상각채권추심이익",NA,NA,NA
"대손충당금환입액",NA,NA,NA
"유가증권처분이익",NA,NA,NA
"유가증권손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"종속기업,공동지배기업및관계기업관련이익",NA,NA,NA
"자산처분이익",NA,NA,NA
"자산재평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"사채상환이익",NA,NA,NA
"충당부채환입액",NA,NA,NA
"수입수수료",NA,NA,NA
"임대료",NA,NA,NA
"자산수증이익",NA,NA,NA
"보험차익",NA,NA,NA
"법인세환급액",NA,NA,NA
"전기오류수정이익",NA,NA,NA
"퇴직연금운용이익",NA,NA,NA
"보험수리적이익",NA,NA,NA
"기타영업외수익",21,5,37
"영업외비용",9,17,43
"이자비용",6,11,37
"외환거래손실",NA,NA,NA
"기타대손상각비",NA,NA,NA
"유가증권처분손실",NA,NA,NA
"유가증권손상차손",NA,NA,NA
"파생상품손실",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손실",NA,NA,NA
"자산처분손실",NA,NA,NA
"자산손상차손",NA,NA,NA
"자산재평가손실",NA,NA,NA
"사채상환손실",NA,NA,NA
"충당부채전입액",NA,NA,NA
"지급수수료",NA,NA,NA
"기부금",NA,NA,NA
"법인세추납액",NA,NA,NA
"전기오류수정손실",NA,NA,NA
"퇴직연금운용손실",NA,NA,NA
"보험수리적손실",NA,NA,NA
"기타영업외비용",2,5,7
"세전계속사업이익",47,23,221
"법인세비용",18,15,62
