"","X2017.12","X2018.12","X2019.12"
"매출액",650,615,1021
"매출원가",402,388,737
"매출총이익",248,227,284
"판매비와관리비",294,257,344
"인건비",102,88,122
"유무형자산상각비",3,5,14
"연구개발비",8,8,8
"광고선전비",11,8,11
"판매비",125,107,128
"관리비",36,33,47
"기타원가성비용",NA,NA,NA
"기타",8,7,13
"영업이익",-46,-30,-60
"영업이익(발표기준)",-46,-30,-60
"금융수익",267,141,105
"이자수익",13,6,4
"배당금수익",8,9,8
"외환이익",NA,NA,NA
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",216,84,30
"금융자산평가이익",0,7,23
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"기타금융수익",29,36,40
"금융원가",17,42,91
"이자비용",4,4,14
"외환손실",NA,NA,NA
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",13,0,0
"금융자산평가손실",NA,38,14
"금융자산손상차손",NA,NA,1
"파생상품손실",NA,NA,31
"기타금융원가",NA,NA,31
"기타수익",5,16,19
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",0,2,0
"자산평가이익",NA,NA,NA
"자산손상차손환입",1,3,4
"임대료수익",NA,NA,NA
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",0,0,NA
"충당부채환입액",NA,NA,NA
"기타비용",100,89,52
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",1,0,0
"자산평가손실",NA,NA,NA
"자산손상차손",30,0,1
"기타대손상각비",0,1,1
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",14,33,-3
"지분법손익",14,33,-3
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",123,29,-81
"법인세비용",29,59,2
"계속영업이익",94,-30,-83
"중단영업이익",NA,NA,NA
"당기순이익",94,-30,-83
"지배주주순이익",97,-27,-51
"비지배주주순이익",-3,-3,-32
"자산",2426,2386,2525
"유동자산",870,729,788
"재고자산",145,149,160
"유동생물자산",NA,NA,NA
"유동금융자산",209,191,51
"매출채권및기타유동채권",97,85,149
"당기법인세자산",0,0,1
"계약자산",NA,NA,NA
"반품(환불)자산",NA,1,1
"배출권",NA,NA,NA
"기타유동자산",51,55,63
"현금및현금성자산",367,248,364
"매각예정비유동자산및처분자산집단",NA,NA,NA
"비유동자산",1556,1657,1736
"유형자산",582,667,787
"무형자산",27,31,81
"비유동생물자산",NA,NA,NA
"투자부동산",90,89,199
"장기금융자산",590,610,443
"관계기업등지분관련투자자산",243,234,197
"장기매출채권및기타비유동채권",9,11,14
"이연법인세자산",14,13,15
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",0,0,1
"기타금융업자산",NA,NA,NA
"부채",212,229,475
"유동부채",122,118,339
"단기사채",NA,NA,83
"단기차입금",5,5,105
"유동성장기부채",NA,4,2
"유동금융부채",4,4,35
"매입채무및기타유동채무",95,65,105
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",0,NA,NA
"당기법인세부채",15,36,2
"계약부채",NA,1,3
"반품(환불)부채",NA,2,2
"배출부채",NA,NA,NA
"기타유동부채",3,0,2
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA
"비유동부채",89,112,137
"사채",NA,NA,NA
"장기차입금",11,7,32
"비유동금융부채",NA,NA,2
"장기매입채무및기타비유동채무",1,2,1
"비유동종업원급여충당부채",64,77,79
"기타장기충당부채",NA,NA,NA
"이연법인세부채",13,25,23
"장기당기법인세부채",NA,NA,NA
"기타비유동부채",0,0,0
"기타금융업부채",NA,NA,NA
"자본",2214,2157,2050
"지배기업주주지분",2171,2120,2003
"자본금",89,89,89
"신종자본증권",NA,NA,NA
"자본잉여금",261,261,265
