"","X2017.12","X2018.12","X2019.12"
"매출액",3115,5492,15424
"매출원가",2703,5136,14581
"매출총이익",412,355,843
"판매비와관리비",377,272,602
"인건비",248,152,300
"유무형자산상각비",16,18,39
"연구개발비",16,15,52
"광고선전비",3,4,13
"판매비",0,0,43
"관리비",87,78,146
"기타원가성비용",NA,NA,NA
"기타",7,6,9
"영업이익",35,83,241
"영업이익(발표기준)",35,83,241
"금융수익",5,29,81
"이자수익",4,4,3
"배당금수익",NA,NA,0
"외환이익",NA,1,4
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",1,0,2
"금융자산평가이익",0,2,1
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,23,69
"기타금융수익",0,NA,2
"금융원가",32,69,302
"이자비용",31,32,65
"외환손실",NA,0,0
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,1,0
"금융자산평가손실",0,1,1
"금융자산손상차손",NA,NA,NA
"파생상품손실",1,36,231
"기타금융원가",0,NA,5
"기타수익",6,19,120
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",2,12,2
"자산평가이익",0,NA,0
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,NA,NA
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",2,NA,2
"충당부채환입액",NA,NA,NA
"기타비용",11,5,21
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",0,0,1
"자산평가손실",NA,NA,NA
"자산손상차손",3,0,11
"기타대손상각비",1,1,NA
"충당부채전입액",5,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-1,21,-4
"지분법손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",2,78,116
"법인세비용",3,28,35
"계속영업이익",-1,50,81
"중단영업이익",NA,1,-25
"당기순이익",-1,51,56
"지배주주순이익",10,-3,3
