"","X2017.12","X2018.12","X2019.12"
"매출액",149,133,130
"매출원가",110,90,82
"매출총이익",39,43,48
"판매비와관리비",49,93,109
"인건비",22,34,36
"유무형자산상각비",6,4,10
"연구개발비",14,15,16
"광고선전비",0,0,1
"판매비",-1,4,-2
"관리비",8,36,48
"기타원가성비용",NA,NA,NA
"기타",0,0,0
"영업이익",-10,-50,-61
"영업이익(발표기준)",-10,-50,-61
"금융수익",1,27,158
"이자수익",0,2,4
"배당금수익",0,NA,NA
"외환이익",NA,0,0
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",0,11,0
"금융자산평가이익",NA,13,83
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,37
"기타금융수익",NA,NA,33
"금융원가",1,69,143
"이자비용",1,16,42
"외환손실",0,0,0
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",0,46,0
"금융자산평가손실",NA,6,95
"금융자산손상차손",NA,NA,NA
"파생상품손실",NA,0,0
"기타금융원가",NA,NA,6
"기타수익",2,1,4
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",0,0,1
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",1,1,1
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",22,14,78
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",0,0,1
"자산평가손실",NA,NA,NA
"자산손상차손",21,2,57
"기타대손상각비",0,11,19
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",NA,-17,-258
"지분법손익",NA,-17,-258
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",-30,-122,-379
"법인세비용",23,-4,-13
"계속영업이익",-53,-118,-365
"중단영업이익",NA,NA,NA
"당기순이익",-53,-118,-365
"지배주주순이익",-53,-118,-363
"비지배주주순이익",NA,NA,-2
"자산",188,494,556
"유동자산",68,196,386
"재고자산",6,4,0
"유동생물자산",NA,NA,NA
"유동금융자산",0,43,30
"매출채권및기타유동채권",43,24,95
"당기법인세자산",0,0,1
"계약자산",NA,NA,NA
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",2,3,6
"현금및현금성자산",17,121,21
"매각예정비유동자산및처분자산집단",NA,NA,233
"비유동자산",120,298,171
"유형자산",87,86,3
"무형자산",10,8,5
"비유동생물자산",NA,NA,NA
"투자부동산",2,2,NA
"장기금융자산",19,105,151
"관계기업등지분관련투자자산",NA,96,NA
"장기매출채권및기타비유동채권",2,3,5
"이연법인세자산",NA,NA,NA
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",NA,NA,6
"기타금융업자산",NA,NA,NA
"부채",89,290,526
"유동부채",84,287,476
"단기사채",NA,179,166
"단기차입금",40,40,82
"유동성장기부채",NA,0,NA
"유동금융부채",NA,33,47
"매입채무및기타유동채무",38,31,107
"유동종업원급여충당부채",2,2,1
"기타단기충당부채",NA,NA,NA
"당기법인세부채",NA,NA,NA
"계약부채",NA,NA,NA
"반품(환불)부채",NA,NA,NA
"배출부채",NA,NA,NA
"기타유동부채",4,2,74
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA
"비유동부채",4,2,50
"사채",NA,NA,35
"장기차입금",NA,0,NA
"비유동금융부채",NA,NA,13
"장기매입채무및기타비유동채무",4,2,2
"비유동종업원급여충당부채",NA,NA,NA
"기타장기충당부채",NA,NA,NA
"이연법인세부채",NA,NA,NA
"장기당기법인세부채",NA,NA,NA
"기타비유동부채",NA,NA,NA
"기타금융업부채",NA,NA,NA
"자본",99,204,30
"지배기업주주지분",99,204,30
"자본금",16,20,31
"신종자본증권",NA,NA,NA
"자본잉여금",105,325,201
