"","X2017.12","X2018.12","X2019.12"
"매출액",83,69,94
"매출원가",63,55,80
"매출총이익",20,14,14
"판매비와관리비",43,64,79
"인건비",14,18,27
"유무형자산상각비",3,5,5
"연구개발비",3,5,1
"광고선전비",1,2,1
"판매비",6,2,4
"관리비",17,32,41
"기타원가성비용",NA,NA,NA
"기타",0,0,1
"영업이익",-23,-50,-65
"영업이익(발표기준)",-23,-50,-65
"금융수익",3,4,7
"이자수익",3,3,7
"배당금수익",NA,NA,NA
"외환이익",NA,NA,NA
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,1
"금융자산평가이익",NA,2,NA
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",NA,NA,NA
"기타금융수익",NA,NA,NA
"금융원가",32,27,54
"이자비용",16,19,39
"외환손실",NA,NA,NA
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",17,8,16
"금융자산손상차손",NA,NA,NA
"파생상품손실",NA,NA,NA
"기타금융원가",NA,NA,NA
"기타수익",2,4,6
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",0,NA,1
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,NA,NA
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",0,1,NA
"충당부채환입액",NA,NA,NA
"기타비용",7,25,13
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",NA,1,NA
"자산평가손실",NA,NA,NA
"자산손상차손",NA,9,0
"기타대손상각비",5,14,11
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",NA,NA,-125
"지분법손익",NA,NA,4
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,-129
"세전계속사업이익",-57,-93,-244
"법인세비용",NA,NA,NA
"계속영업이익",-57,-93,-244
"중단영업이익",-132,-114,-11
"당기순이익",-190,-208,-255
"지배주주순이익",-182,-204,-254
"비지배주주순이익",-8,-3,-1
"자산",420,435,684
"유동자산",201,190,209
"재고자산",42,24,33
"유동생물자산",NA,NA,NA
"유동금융자산",72,93,35
"매출채권및기타유동채권",32,25,23
"당기법인세자산",1,1,2
"계약자산",NA,NA,NA
"반품(환불)자산",NA,2,0
"배출권",NA,NA,NA
"기타유동자산",13,3,58
"현금및현금성자산",42,34,50
"매각예정비유동자산및처분자산집단",NA,9,8
"비유동자산",219,245,475
"유형자산",130,98,93
"무형자산",7,39,7
"비유동생물자산",NA,NA,NA
"투자부동산",25,43,55
"장기금융자산",25,56,83
"관계기업등지분관련투자자산",8,NA,198
"장기매출채권및기타비유동채권",24,7,35
"이연법인세자산",NA,NA,NA
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",NA,NA,3
"기타금융업자산",NA,NA,NA
"부채",269,213,440
"유동부채",264,209,434
"단기사채",212,161,391
"단기차입금",NA,NA,NA
"유동성장기부채",NA,NA,NA
"유동금융부채",NA,NA,2
"매입채무및기타유동채무",50,44,37
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",NA,NA,NA
"당기법인세부채",NA,NA,NA
"계약부채",NA,NA,NA
"반품(환불)부채",1,2,0
"배출부채",NA,NA,NA
"기타유동부채",1,2,3
