"","X2017.12","X2018.12","X2019.12"
"매출액",2806,2781,2897
"매출원가",2336,2351,2479
"매출총이익",470,430,419
"판매비와관리비",415,391,405
"인건비",156,145,157
"유무형자산상각비",60,46,47
"연구개발비",82,68,86
"광고선전비",NA,NA,NA
"판매비",38,38,40
"관리비",62,84,68
"기타원가성비용",NA,NA,NA
"기타",17,11,8
"영업이익",55,39,14
"영업이익(발표기준)",55,39,14
"금융수익",207,142,140
"이자수익",8,7,11
"배당금수익",4,46,4
"외환이익",48,49,53
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",4,8,6
"금융자산평가이익",116,27,58
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",26,4,6
"기타금융수익",NA,0,2
"금융원가",114,116,136
"이자비용",28,26,26
"외환손실",75,43,46
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",0,1,1
"금융자산평가손실",0,43,54
"금융자산손상차손",9,NA,NA
"파생상품손실",2,4,9
"기타금융원가",NA,NA,NA
"기타수익",22,47,11
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",2,36,0
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,NA,NA
"로열티수익",NA,NA,NA
"수수료수익",3,6,8
"대손충당금환입",NA,NA,NA
"충당부채환입액",NA,NA,NA
"기타비용",73,15,6
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",0,8,0
"자산평가손실",NA,NA,NA
"자산손상차손",16,NA,3
"기타대손상각비",15,2,1
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-7,-2,1
"지분법손익",-7,-2,1
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",89,93,24
"법인세비용",-14,24,7
"계속영업이익",103,69,17
"중단영업이익",NA,NA,NA
"당기순이익",103,69,17
"지배주주순이익",99,61,8
"비지배주주순이익",4,8,8
"자산",2842,3034,3160
"유동자산",1581,1773,1659
"재고자산",352,430,494
"유동생물자산",NA,NA,NA
"유동금융자산",222,342,180
"매출채권및기타유동채권",379,443,490
"당기법인세자산",0,0,1
"계약자산",NA,NA,NA
"반품(환불)자산",NA,NA,NA
"배출권",NA,NA,NA
"기타유동자산",18,32,50
"현금및현금성자산",609,526,443
"매각예정비유동자산및처분자산집단",NA,NA,NA
"비유동자산",1260,1261,1501
"유형자산",489,459,714
"무형자산",73,57,78
"비유동생물자산",NA,NA,NA
"투자부동산",235,166,155
"장기금융자산",324,396,365
"관계기업등지분관련투자자산",29,80,120
"장기매출채권및기타비유동채권",NA,NA,NA
"이연법인세자산",103,97,58
"장기당기법인세자산",NA,NA,NA
"기타비유동자산",6,7,11
"기타금융업자산",NA,NA,NA
"부채",1196,1403,1415
"유동부채",1065,1127,1187
"단기사채",NA,NA,229
"단기차입금",684,711,648
"유동성장기부채",72,79,NA
"유동금융부채",2,1,9
"매입채무및기타유동채무",295,296,292
"유동종업원급여충당부채",NA,NA,NA
"기타단기충당부채",5,6,4
"당기법인세부채",5,28,3
"계약부채",NA,NA,NA
"반품(환불)부채",NA,NA,NA
"배출부채",NA,NA,NA
"기타유동부채",1,6,2
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA
"비유동부채",131,276,228
"사채",NA,229,NA
"장기차입금",79,NA,160
"비유동금융부채",4,6,9
"장기매입채무및기타비유동채무",6,7,31
"비유동종업원급여충당부채",27,31,24
"기타장기충당부채",0,NA,NA
"이연법인세부채",15,2,4
"장기당기법인세부채",NA,NA,NA
"기타비유동부채",NA,NA,NA
"기타금융업부채",NA,NA,NA
"자본",1646,1631,1745
"지배기업주주지분",1450,1445,1540
"자본금",116,116,116
"신종자본증권",NA,NA,NA
"자본잉여금",830,810,806
"기타자본",-248,-298,-348
"기타포괄손익누계액",-11,-10,126
"이익잉여금(결손금)",763,826,839
"비지배주주지분",195,186,205
