"","X2017.12","X2018.12","X2019.12"
"매출액",332,276,208
"매출원가",195,174,117
"매출총이익",137,102,91
"판매비와관리비",98,139,133
"인건비",30,46,53
"유무형자산상각비",10,9,9
"연구개발비",18,23,15
"광고선전비",0,0,1
"판매비",-1,20,-2
"관리비",39,39,55
"기타원가성비용",NA,NA,NA
"기타",2,2,1
"영업이익",39,-37,-41
"영업이익(발표기준)",39,-37,-41
"금융수익",19,35,29
"이자수익",1,9,19
"배당금수익",NA,NA,NA
"외환이익",NA,NA,NA
"대손충당금환입액",NA,NA,NA
"매출채권처분이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA
"금융자산처분이익",NA,NA,NA
"금융자산평가이익",NA,NA,0
"금융자산손상차손환입",NA,NA,NA
"파생상품이익",3,26,10
"기타금융수익",15,NA,NA
"금융원가",47,53,103
"이자비용",46,51,65
"외환손실",NA,NA,NA
"대손상각비",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA
"매출채권처분손실",NA,NA,NA
"금융자산처분손실",NA,NA,NA
"금융자산평가손실",NA,NA,NA
"금융자산손상차손",NA,NA,19
"파생상품손실",NA,3,17
"기타금융원가",1,NA,2
"기타수익",40,40,7
"재고자산감모손실환입",NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA
"자산처분(폐기)이익",5,1,NA
"자산평가이익",NA,NA,NA
"자산손상차손환입",NA,NA,NA
"임대료수익",NA,NA,NA
"로열티수익",NA,NA,NA
"수수료수익",NA,NA,NA
"대손충당금환입",24,16,1
"충당부채환입액",NA,NA,NA
"기타비용",38,161,71
"재고자산감모손실",NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA
"자산처분(폐기)손실",0,0,NA
"자산평가손실",NA,NA,NA
"자산손상차손",3,10,NA
"기타대손상각비",11,91,8
"충당부채전입액",NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",1,-17,NA
"지분법손익",NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",1,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA
"세전계속사업이익",15,-193,-180
"법인세비용",-7,4,NA
"계속영업이익",22,-197,-180
"중단영업이익",10,54,NA
"당기순이익",32,-143,-180
"지배주주순이익",17,-141,-180
"비지배주주순이익",16,-2,0
"자산",597,461,545
"유동자산",300,283,237
"재고자산",69,1,1
"유동생물자산",NA,NA,NA
"유동금융자산",62,47,46
"매출채권및기타유동채권",133,159,126
