"","corp_code","sj_nm","account_nm","account_detail","2019","2018","2017"
"1","00186717","재무상태표","유동자산","-","71052947384","63551339960","73554906681"
"2","00186717","재무상태표","현금및현금성자산","-","27569113577","24514914717","41943882818"
"3","00186717","재무상태표","단기금융자산","-","18361440000","8944800000","0"
"4","00186717","재무상태표","매출채권","-","13695464004","16375375109","17674827897"
"5","00186717","재무상태표","기타채권","-","3100625874","3238215662","4064620861"
"6","00186717","재무상태표","기타유동자산","-","1283959126","1457255341","1710498734"
"7","00186717","재무상태표","재고자산","-","7042344803","9020779131","8161076371"
"8","00186717","재무상태표","비유동자산","-","116627346436","120678938350","114655153247"
"9","00186717","재무상태표","유형자산","-","100834917251","104786573684","98993535814"
"10","00186717","재무상태표","무형자산","-","304533983","295880228","368868622"
"11","00186717","재무상태표","관계기업투자","-","14401994114","14656271807","14502198886"
"12","00186717","재무상태표","상각후원가측정 채무증권","-","180434188","164464669","0"
"13","00186717","재무상태표","기타포괄손익-공정가치 측정 금융자산","-","881233546","758838212","0"
"14","00186717","재무상태표","매도가능금융자산","-","0","0","767923621"
"15","00186717","재무상태표","장기기타채권","-","24233354","16909750","18633750"
"16","00186717","재무상태표","기타비유동자산","-","0","0","3992554"
"17","00186717","재무상태표","자산총계","-","187680293820","184230278310","188210059928"
"18","00186717","재무상태표","유동부채","-","20583412542","21108801160","22118739742"
"19","00186717","재무상태표","매입채무","-","11761252498","12735739674","13427471917"
"20","00186717","재무상태표","기타채무","-","3817850455","3824656108","3619811287"
"21","00186717","재무상태표","기타금융부채","-","477563517","0","0"
"22","00186717","재무상태표","당기법인세부채","-","2023001766","227049682","1151494879"
"23","00186717","재무상태표","기타유동부채","-","404684306","555595696","386641659"
"24","00186717","재무상태표","유동성장기부채","-","2099060000","3765760000","3533320000"
"25","00186717","재무상태표","비유동부채","-","8554736282","11337742797","15342905952"
"26","00186717","재무상태표","장기차입금","-","897960000","2997020000","6762780000"
"27","00186717","재무상태표","기타금융부채","-","41838133","0","0"
"28","00186717","재무상태표","이연법인세부채","-","7614938149","8340722797","8580125952"
"29","00186717","재무상태표","부채총계","-","29138148824","32446543957","37461645694"
"30","00186717","재무상태표","지배기업의 소유주에게 귀속되는 자본","-","158542144996","151783734353","150748414234"
"31","00186717","재무상태표","자본금","-","4300000000","4300000000","4300000000"
"32","00186717","재무상태표","자본잉여금","-","9894081296","9894081296","9894081296"
"33","00186717","재무상태표","기타자본","-","-2186375622","-2278648351","-2274705430"
"34","00186717","재무상태표","기타포괄손익누계액","-","-2128437244","-2223905604","0"
"35","00186717","재무상태표","이익잉여금","-","148662876566","142092207012","138829038368"
"36","00186717","재무상태표","비지배지분","-","0","0","0"
"37","00186717","재무상태표","자본총계","-","158542144996","151783734353","150748414234"
"38","00186717","재무상태표","자본과부채총계","-","187680293820","184230278310","188210059928"
"39","00186717","포괄손익계산서","매출액","-","141821713928","136715540314","157569822610"
"40","00186717","포괄손익계산서","매출원가","-","120387797440","122794083663","130836057893"
"41","00186717","포괄손익계산서","매출총이익","-","21433916488","13921456651","26733764717"
"42","00186717","포괄손익계산서","판매비와관리비","-","14385717180","15353064865","12664433963"
"43","00186717","포괄손익계산서","영업이익","-","7048199308","-1431608214","14069330754"
"44","00186717","포괄손익계산서","기타이익","-","1793139522","1505646892","435467394"
"45","00186717","포괄손익계산서","기타비용","-","45978266","61527700","480846499"
"46","00186717","포괄손익계산서","금융수익","-","1799240239","2878382300","355256922"
"47","00186717","포괄손익계산서","금융비용","-","1154023569","653547006","4941502084"
"48","00186717","포괄손익계산서","지분법손익","-","-275751763","198805941","-367328841"
"49","00186717","포괄손익계산서","법인세비용차감전순이익","-","9164825471","2436152213","9070377646"
"50","00186717","포괄손익계산서","법인세비용","-","1798052817","593699453","2126096760"
"51","00186717","포괄손익계산서","당기순이익","-","7366772654","1842452760","6944280886"
"52","00186717","포괄손익계산서","지배기업 소유주지분","-","7366772654","1842452760","6944280886"
"53","00186717","포괄손익계산서","비지배지분","-","0","0","0"
"54","00186717","포괄손익계산서","기타포괄손익","-","187741089","-11029541","-243833529"
"55","00186717","포괄손익계산서","후속적으로 당기손익으로 재분류되는 항목","-","92272729","-3942921","-243833529"
"56","00186717","포괄손익계산서","지분법자본변동","-","77653285","-20978624","-196437487"
"57","00186717","포괄손익계산서","해외사업환산손익","-","14619444","17035703","-47396042"
"58","00186717","포괄손익계산서","후속적으로 당기손익으로 재분류되지 않는 항목","-","95468360","-7086620","0"
"59","00186717","포괄손익계산서","기타포괄손익-공정가치측정 금융자산평가손익","-","95468360","-7086620","0"
"60","00186717","포괄손익계산서","지배기업 소유주지분","-","7554513743","1831423219","6700447357"
"61","00186717","포괄손익계산서","비지배지분","-","0","0","0"
"62","00186717","포괄손익계산서","기본 및 희석주당이익","-","925","231","872"
"63","00186717","현금흐름표","영업활동현금흐름","-","19418044249","5397176230","11584203919"
"64","00186717","현금흐름표","당기순이익","-","7366772654","1842452760","6944280886"
"65","00186717","현금흐름표","조정","-","9581782499","4936664507","13566750754"
"66","00186717","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","2899235615","405280801","-2707686991"
"67","00186717","현금흐름표","이자수취","-","337306893","125064995","50029366"
"68","00186717","현금흐름표","배당금수취","-","82038952","20013092","63870287"
"69","00186717","현금흐름표","이자지급","-","130260825","212536119","269191925"
"70","00186717","현금흐름표","법인세납부","-","718831539","1719763806","6063848458"
"71","00186717","현금흐름표","투자활동현금흐름","-","-11340948186","-20497899333","2969614780"
"72","00186717","현금흐름표","단기대여금의 감소","-","86180","1012120","0"
"73","00186717","현금흐름표","단기금융상품의 처분","-","0","0","130000000"
"74","00186717","현금흐름표","토지의 처분","-","0","0","8750000000"
"75","00186717","현금흐름표","건물의 처분","-","0","0","400000000"
"76","00186717","현금흐름표","기계장치의 처분","-","20442796","1200000","420500000"
"77","00186717","현금흐름표","차량운반구의 처분","-","0","0","62700000"
"78","00186717","현금흐름표","국고보조금의 증가","-","0","0","87390000"
"79","00186717","현금흐름표","회원권의 처분","-","0","290000000","0"
"80","00186717","현금흐름표","건설중인자산의 감소","-","0","99124812","0"
"81","00186717","현금흐름표","보증금의 감소","-","0","1724000","0"
"82","00186717","현금흐름표","장기금융상품의 취득","-","9526200000","8948800000","0"
"83","00186717","현금흐름표","대여금의 증가","-","0","0","76670"
"84","00186717","현금흐름표","건물의 취득","-","0","11325780594","0"
"85","00186717","현금흐름표","구축물의 취득","-","350965462","86011400","86739217"
"86","00186717","현금흐름표","기계장치의 취득","-","553836869","491326427","845745641"
"87","00186717","현금흐름표","차량운반구의 취득","-","35919298","26917838","43616782"
"88","00186717","현금흐름표","기타유형자산의 증가","-","109663132","7964000","178324281"
"89","00186717","현금흐름표","건설중인자산의 증가","-","760262250","0","5712353751"
"90","00186717","현금흐름표","무형자산의 취득","-","17306547","4160006","10719878"
"91","00186717","현금흐름표","보증금의 증가","-","7323604","0","3399000"
