"","corp_code","sj_nm","account_nm","account_detail","2019","2018","2017"
"1","00563837","재무상태표","유동자산","-","70493911934","89436211539","80593519885"
"2","00563837","재무상태표","현금및현금성자산","-","9583217575","19559654806","13819964459"
"3","00563837","재무상태표","기타유동금융자산","-","0","164965087","1759153689"
"4","00563837","재무상태표","매출채권","-","19880463379","20852779997","18235274077"
"5","00563837","재무상태표","기타수취채권","-","1567680490","1547875368","192953885"
"6","00563837","재무상태표","재고자산","-","37941811371","46103964316","45231401684"
"7","00563837","재무상태표","당기법인세자산","-","0","27656827","23888353"
"8","00563837","재무상태표","기타자산","-","1520739119","1179315138","1330883738"
"9","00563837","재무상태표","비유동자산","-","57243904686","45504049746","11764877176"
"10","00563837","재무상태표","금융기관예치금","-","3500000","3500000","3500000"
"11","00563837","재무상태표","기타수취채권","-","1999707183","2374882947","2365014192"
"12","00563837","재무상태표","투자부동산","-","0","2932297030","0"
"13","00563837","재무상태표","유형자산","-","24819696121","19276121133","4264282572"
"14","00563837","재무상태표","리스자산","-","5470902496","0","0"
"15","00563837","재무상태표","무형자산","-","18869020832","19955507661","4093548872"
"16","00563837","재무상태표","기타자산","-","129493876","961740975","1038531540"
"17","00563837","재무상태표","관계기업 투자자산","-","5951584178","0","0"
"18","00563837","재무상태표","자산총계","-","127737816620","134940261285","92358397061"
"19","00563837","재무상태표","유동부채","-","45020858423","57408990272","33980806564"
"20","00563837","재무상태표","매입채무","-","14186065501","18008642343","13389714572"
"21","00563837","재무상태표","차입금","-","3800000000","0","654600000"
"22","00563837","재무상태표","유동성사채","-","10000000000","20000000000","0"
"23","00563837","재무상태표","기타지급채무","-","12017624458","14418440004","15179486877"
"24","00563837","재무상태표","당기법인세부채","-","1055038835","438025470","164"
"25","00563837","재무상태표","유동리스부채","-","1726782657","0","0"
"26","00563837","재무상태표","계약부채","-","381115621","684278254","222095135"
"27","00563837","재무상태표","기타부채","-","1854231351","3859604201","4534909816"
"28","00563837","재무상태표","비유동부채","-","9898546689","14229854714","30469369303"
"29","00563837","재무상태표","사채","-","0","10000000000","30000000000"
"30","00563837","재무상태표","비유동리스부채","-","3859497829","0","0"
"31","00563837","재무상태표","순확정급여부채","-","3550662554","2355108947","335761204"
"32","00563837","재무상태표","비유동종업원급여충당부채","-","72928887","134355503","0"
