"","corp_code","sj_nm","account_nm","account_detail","2019"
"1","01412725","재무상태표","유동자산","-","408360047292"
"2","01412725","재무상태표","현금및현금성자산","-","133309579192"
"3","01412725","재무상태표","단기금융상품","-","20000000000"
"4","01412725","재무상태표","매출채권","-","95307270046"
"5","01412725","재무상태표","기타채권","-","64045480806"
"6","01412725","재무상태표","재고자산","-","77651016280"
"7","01412725","재무상태표","기타유동자산","-","18046700968"
"8","01412725","재무상태표","비유동자산","-","87400854935"
"9","01412725","재무상태표","기타금융자산","-","2500000000"
"10","01412725","재무상태표","관계기업투자","-","1464179132"
"11","01412725","재무상태표","유형자산","-","42728240230"
"12","01412725","재무상태표","무형자산","-","28597520046"
"13","01412725","재무상태표","이연법인세자산","-","3876885906"
"14","01412725","재무상태표","기타채권","-","1362541624"
"15","01412725","재무상태표","기타비유동자산","-","6871487997"
"16","01412725","재무상태표","자산총계","-","495760902227"
"17","01412725","재무상태표","유동부채","-","225303453929"
"18","01412725","재무상태표","매입채무","-","43196270925"
"19","01412725","재무상태표","기타채무","-","12184728132"
"20","01412725","재무상태표","미지급법인세","-","5523380484"
"21","01412725","재무상태표","기타의충당부채","-","4560836180"
"22","01412725","재무상태표","유동성리스부채","-","1420954420"
"23","01412725","재무상태표","기타유동부채","-","158417283788"
"24","01412725","재무상태표","비유동부채","-","103686895617"
"25","01412725","재무상태표","사채","-","98765305916"
"26","01412725","재무상태표","리스부채","-","924902450"
"27","01412725","재무상태표","순확정급여부채","-","2129070497"
"28","01412725","재무상태표","기타채무","-","26080850"
"29","01412725","재무상태표","판매보증충당부채","-","1248736995"
"30","01412725","재무상태표","기타비유동부채","-","592798909"
"31","01412725","재무상태표","부채총계","-","328990349546"
"32","01412725","재무상태표","자본금","-","7184422600"
"33","01412725","재무상태표","자본잉여금","-","148541268989"
"34","01412725","재무상태표","자본조정","-","-26066475"
"35","01412725","재무상태표","기타포괄손익누계액","-","466408684"
"36","01412725","재무상태표","이익잉여금","-","10604518883"
"37","01412725","재무상태표","자본총계","-","166770552681"
"38","01412725","재무상태표","자본과부채총계","-","495760902227"
"39","01412725","포괄손익계산서","매출액","-","221171085092"
"40","01412725","포괄손익계산서","매출원가","-","195524356946"
"41","01412725","포괄손익계산서","매출총이익","-","25646728146"
"42","01412725","포괄손익계산서","판매비와관리비","-","-6159074719"
"43","01412725","포괄손익계산서","영업이익","-","19487653427"
"44","01412725","포괄손익계산서","기타이익","-","413222647"
"45","01412725","포괄손익계산서","기타손실","-","38856041"
"46","01412725","포괄손익계산서","금융수익","-","4383052890"
"47","01412725","포괄손익계산서","금융원가","-","6675798965"
"48","01412725","포괄손익계산서","지분법손실","-","1559140533"
"49","01412725","포괄손익계산서","법인세비용차감전순이익(손실)","-","16010133425"
"50","01412725","포괄손익계산서","법인세비용","-","-4139153404"
"51","01412725","포괄손익계산서","당기순이익","-","11870980021"
"52","01412725","포괄손익계산서","기타포괄손익","-","-1204241007"
"53","01412725","포괄손익계산서","자산재평가손익(세후기타포괄손익)","-","62220131"
"54","01412725","포괄손익계산서","확정급여제도의 재측정손익(세후기타포괄손익)","-","-1266461138"
"55","01412725","포괄손익계산서","총포괄손익","-","10666739014"
"56","01412725","포괄손익계산서","보통주 기본주당순이익","-","165"
"57","01412725","포괄손익계산서","우선주 기본주당순이익","-","167"
"58","01412725","현금흐름표","영업활동현금흐름","-","121737503688"
"59","01412725","현금흐름표","당기순이익","-","11870980021"
"60","01412725","현금흐름표","당기순이익조정을 위한 가감","-","15937815067"
"61","01412725","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","94119986724"
"62","01412725","현금흐름표","이자의 지급","-","-256217414"
"63","01412725","현금흐름표","이자의 수취","-","76759330"
"64","01412725","현금흐름표","법인세의 납부","-","-11820040"
"65","01412725","현금흐름표","투자활동현금흐름","-","-22831955360"
"66","01412725","현금흐름표","투자활동으로 인한 현금유입액","-","86395928"
"67","01412725","현금흐름표","정부보조금의 수취","-","35083438"
"68","01412725","현금흐름표","장기대여금의 회수","-","51312490"
"69","01412725","현금흐름표","투자활동으로 인한 현금유출액","-","22918351288"
"70","01412725","현금흐름표","단기금융상품의 취득","-","-20000000000"
"71","01412725","현금흐름표","장기금융자산의 취득","-","-2500000000"
"72","01412725","현금흐름표","유형자산의 취득","-","-222046510"
"73","01412725","현금흐름표","무형자산의 취득","-","-166304778"
"74","01412725","현금흐름표","장기대여금의 증가","-","-30000000"
"75","01412725","현금흐름표","재무활동현금흐름","-","407440864"
"76","01412725","현금흐름표","재무활동으로 인한 현금유입액","-","10633990706"
"77","01412725","현금흐름표","단기차입금의 증가","-","10000000000"
"78","01412725","현금흐름표","주식선택권의 행사","-","633990706"
"79","01412725","현금흐름표","재무활동으로 인한 현금유출액","-","10226549842"
"80","01412725","현금흐름표","단기차입금의 상환","-","-10000000000"
"81","01412725","현금흐름표","리스부채의 상환","-","-197736262"
"82","01412725","현금흐름표","자기주식의 취득","-","-28074580"
"83","01412725","현금흐름표","신주발행비의 지급","-","-739000"
"84","01412725","현금흐름표","현금및현금성자산에 대한 환율변동효과","-","-3410000"
"85","01412725","현금흐름표","현금및현금성자산의순증가(감소)","-","99309579192"
"86","01412725","현금흐름표","기초현금및현금성자산","-","34000000000"
"87","01412725","현금흐름표","기말현금및현금성자산","-","133309579192"
"88","01412725","자본변동표","기초자본","별도재무제표 [member]","155498636541"
"89","01412725","자본변동표","기초자본","자본 [member]|기타자본구성요소 [member]","218411738"
"90","01412725","자본변동표","기초자본","자본 [member]|기타포괄손익누계액 [member]","404188553"
"91","01412725","자본변동표","기초자본","자본 [member]|자본금 [member]","7160645000"
