"","corp_code","sj_nm","account_nm","account_detail","2019"
"1","01416457","재무상태표","유동자산","-","1789828728"
"2","01416457","재무상태표","현금및현금성자산","-","1789790748"
"3","01416457","재무상태표","단기금융상품","-","0"
"4","01416457","재무상태표","매출채권 및 기타유동채권","-","0"
"5","01416457","재무상태표","당기법인세자산","-","37980"
"6","01416457","재무상태표","비유동자산","-","0"
"7","01416457","재무상태표","자산총계","-","1789828728"
"8","01416457","재무상태표","유동부채","-","0"
"9","01416457","재무상태표","매입채무 및 기타유동채무","-","0"
"10","01416457","재무상태표","비유동부채","-","1473193990"
"11","01416457","재무상태표","장기매입채무 및 기타비유동채무","-","1441837069"
"12","01416457","재무상태표","전환사채","-","1441837069"
"13","01416457","재무상태표","이연법인세부채","-","31356921"
"14","01416457","재무상태표","부채총계","-","1473193990"
"15","01416457","재무상태표","자본금","-","21000000"
"16","01416457","재무상태표","자본잉여금","-","303737572"
"17","01416457","재무상태표","이익잉여금(결손금)","-","-8102834"
"18","01416457","재무상태표","자본총계","-","316634738"
"19","01416457","재무상태표","자본과부채총계","-","1789828728"
"20","01416457","포괄손익계산서","영업수익","-","0"
"21","01416457","포괄손익계산서","영업비용","-","4535900"
"22","01416457","포괄손익계산서","영업이익(손실)","-","-4535900"
"23","01416457","포괄손익계산서","금융수익","-","246668"
"24","01416457","포괄손익계산서","금융원가","-","6099016"
"25","01416457","포괄손익계산서","법인세비용차감전순이익(손실)","-","-10388248"
"26","01416457","포괄손익계산서","법인세비용","-","-2285414"
"27","01416457","포괄손익계산서","당기순이익(손실)","-","-8102834"
"28","01416457","포괄손익계산서","기타포괄손익","-","0"
"29","01416457","포괄손익계산서","총포괄손익","-","-8102834"
"30","01416457","포괄손익계산서","기본주당이익(손실)","-","-39"
"31","01416457","포괄손익계산서","희석주당이익(손실)","-","-39"
"32","01416457","현금흐름표","영업활동현금흐름","-","-4327212"
"33","01416457","현금흐름표","당기순이익(손실)","-","-8102834"
"34","01416457","현금흐름표","당기순이익조정을 위한 가감","-","3566934"
"35","01416457","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","0"
"36","01416457","현금흐름표","이자수취(영업)","-","246668"
"37","01416457","현금흐름표","법인세납부(환급)","-","37980"
"38","01416457","현금흐름표","투자활동현금흐름","-","0"
"39","01416457","현금흐름표","단기금융상품의 취득","-","0"
"40","01416457","현금흐름표","재무활동현금흐름","-","1794117960"
"41","01416457","현금흐름표","주식의 발행","-","205460200"
"42","01416457","현금흐름표","신주발행비 지급","-","0"
"43","01416457","현금흐름표","전환사채의 증가","-","1588657760"
"44","01416457","현금흐름표","현금및현금성자산의순증가(감소)","-","1789790748"
"45","01416457","현금흐름표","기초현금및현금성자산","-","0"
"46","01416457","현금흐름표","기말현금및현금성자산","-","1789790748"
"47","01416457","자본변동표","기초자본","별도재무제표 [member]","205460200"
"48","01416457","자본변동표","기초자본","자본 [member]|이익잉여금 [member]","0"
"49","01416457","자본변동표","기초자본","자본 [member]|자본금 [member]","21000000"
"50","01416457","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","184460200"
"51","01416457","자본변동표","당기순이익(손실)","별도재무제표 [member]","-8102834"
"52","01416457","자본변동표","당기순이익(손실)","자본 [member]|이익잉여금 [member]","-8102834"
"53","01416457","자본변동표","당기순이익(손실)","자본 [member]|자본금 [member]","0"
"54","01416457","자본변동표","당기순이익(손실)","자본 [member]|자본잉여금 [member]","0"
"55","01416457","자본변동표","지분의 발행","별도재무제표 [member]","0"
"56","01416457","자본변동표","지분의 발행","자본 [member]|이익잉여금 [member]","0"
"57","01416457","자본변동표","지분의 발행","자본 [member]|자본금 [member]","0"
"58","01416457","자본변동표","지분의 발행","자본 [member]|자본잉여금 [member]","0"
"59","01416457","자본변동표","복합금융상품 발행","별도재무제표 [member]","119277372"
"60","01416457","자본변동표","복합금융상품 발행","자본 [member]|이익잉여금 [member]","0"
"61","01416457","자본변동표","복합금융상품 발행","자본 [member]|자본금 [member]","0"
"62","01416457","자본변동표","복합금융상품 발행","자본 [member]|자본잉여금 [member]","119277372"
"63","01416457","자본변동표","자본 증가(감소) 합계","별도재무제표 [member]","111174538"
"64","01416457","자본변동표","자본 증가(감소) 합계","자본 [member]|이익잉여금 [member]","-8102834"
"65","01416457","자본변동표","자본 증가(감소) 합계","자본 [member]|자본금 [member]","0"
"66","01416457","자본변동표","자본 증가(감소) 합계","자본 [member]|자본잉여금 [member]","119277372"
"67","01416457","자본변동표","기말자본","별도재무제표 [member]","316634738"
"68","01416457","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","-8102834"
"69","01416457","자본변동표","기말자본","자본 [member]|자본금 [member]","21000000"
"70","01416457","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","303737572"
