"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01326279","재무상태표","유동자산","-","16421305625","5836073757"
"2","01326279","재무상태표","현금및현금성자산","-","6857147074","209969340"
"3","01326279","재무상태표","기타유동금융자산","-","21170021","244437167"
"4","01326279","재무상태표","매출채권 및 기타유동채권","-","8458555073","4065871581"
"5","01326279","재무상태표","유동계약자산","-","316530875","367564776"
"6","01326279","재무상태표","재고자산","-","565522878","821869383"
"7","01326279","재무상태표","기타유동자산","-","176130194","126334560"
"8","01326279","재무상태표","당기법인세자산","-","26249510","26950"
"9","01326279","재무상태표","비유동자산","-","10793913124","5312180081"
"10","01326279","재무상태표","비유동 당기손익-공정가치 측정 지정 금융자산","-","376931544","178643810"
"11","01326279","재무상태표","유형자산","-","9921116718","4595871030"
"12","01326279","재무상태표","사용권자산","-","212846236",""
"13","01326279","재무상태표","영업권 이외의 무형자산","-","186630733","175802782"
"14","01326279","재무상태표","기타비유동금융자산","-","73294141","258002725"
"15","01326279","재무상태표","이연법인세자산","-","23093752","103859734"
"16","01326279","재무상태표","자산총계","-","27215218749","11148253838"
"17","01326279","재무상태표","유동부채","-","8477631013","6427576174"
"18","01326279","재무상태표","매입채무 및 기타유동채무","-","3446230234","2454770153"
"19","01326279","재무상태표","유동성사채","-","2878581442","2799903020"
"20","01326279","재무상태표","유동리스부채","-","116384992",""
"21","01326279","재무상태표","기타유동금융부채","-","1763882627","998865732"
"22","01326279","재무상태표","유동충당부채","-","99434115","123098653"
"23","01326279","재무상태표","기타유동부채","-","173117603","50938616"
"24","01326279","재무상태표","비유동부채","-","6566723516","2269000000"
"25","01326279","재무상태표","장기매입채무 및 기타비유동채무","-","6440000000","2239000000"
"26","01326279","재무상태표","비유동리스부채","-","96723516",""
"27","01326279","재무상태표","기타비유동금융부채","-","30000000","30000000"
"28","01326279","재무상태표","부채총계","-","15044354529","8696576174"
"29","01326279","재무상태표","자본금","-","1960227300","1511242300"
"30","01326279","재무상태표","자본잉여금","-","13692532375","3922572963"
"31","01326279","재무상태표","기타자본구성요소","-","119973335","150156396"
"32","01326279","재무상태표","기타포괄손익누계액","-","689277604","501808273"
"33","01326279","재무상태표","이익잉여금(결손금)","-","-4291146394","-3634102268"
