"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01316245","재무상태표","유동자산","-","1579013789246","1492635018021"
"2","01316245","재무상태표","현금및현금성자산","-","38215576367","40977456803"
"3","01316245","재무상태표","매출채권 및 기타채권","-","811512440017","772662388494"
"4","01316245","재무상태표","미청구공사","-","289142442713","248881229761"
"5","01316245","재무상태표","기타금융자산","-","11055271075","7734433531"
"6","01316245","재무상태표","기타유동자산","-","120357024624","88356863738"
"7","01316245","재무상태표","재고자산","-","306018124340","332744153717"
"8","01316245","재무상태표","당기법인세자산","-","2712910110","1278491977"
"9","01316245","재무상태표","비유동자산","-","2421816358560","1939876534956"
"10","01316245","재무상태표","장기매출채권 및 기타채권","-","513376336441","484725487796"
"11","01316245","재무상태표","유형자산","-","1077232905571","1077626554915"
"12","01316245","재무상태표","투자부동산","-","568108956256","143815017990"
"13","01316245","재무상태표","무형자산","-","160599500769","12726653965"
"14","01316245","재무상태표","기타비유동금융자산","-","46683590873","155195335765"
"15","01316245","재무상태표","기타비유동자산","-","4703838699","3379267520"
"16","01316245","재무상태표","이연법인세자산","-","51111229951","62408217005"
"17","01316245","재무상태표","자산총계","-","4000830147806","3432511552977"
"18","01316245","재무상태표","유동부채","-","2116804025677","1999317157710"
"19","01316245","재무상태표","매입채무 및 기타채무","-","684688289242","814934650246"
"20","01316245","재무상태표","초과청구공사","-","165191286633","254739570870"
"21","01316245","재무상태표","차입금","-","965109191010","746738897302"
"22","01316245","재무상태표","기타금융부채","-","15065657615","2570410202"
"23","01316245","재무상태표","당기법인세부채","-","19004799915","20055456380"
"24","01316245","재무상태표","유동충당부채","-","10847952069","9471785096"
"25","01316245","재무상태표","기타유동부채","-","256896849193","150806387614"
"26","01316245","재무상태표","비유동부채","-","893528656700","528483316284"
"27","01316245","재무상태표","장기매입채무 및 기타채무","-","238987813383","125456904325"
"28","01316245","재무상태표","장기차입금","-","467144661806","314057207857"
"29","01316245","재무상태표","기타비유동금융부채","-","5671321174","1106386611"
"30","01316245","재무상태표","순확정급여부채","-","10204090863","4196883487"
"31","01316245","재무상태표","비유동충당부채","-","146307279346","73676550425"
"32","01316245","재무상태표","기타비유동부채","-","25213490128","9989383579"
"33","01316245","재무상태표","부채총계","-","3010332682377","2527800473994"
"34","01316245","재무상태표","지배기업의 소유주지분","-","908242610158","904517045623"
"35","01316245","재무상태표","자본금","-","46622740000","46622740000"
"36","01316245","재무상태표","주식발행초과금","-","908686987240","908732724016"
"37","01316245","재무상태표","이익잉여금(결손금)","-","-1611051883","-3638673378"
"38","01316245","재무상태표","기타자본구성요소","-","-45456065199","-47199745015"
"39","01316245","재무상태표","비지배지분","-","82254855271","194033360"
"40","01316245","재무상태표","자본총계","-","990497465429","904711078983"
"41","01316245","재무상태표","자본과부채총계","-","4000830147806","3432511552977"
"42","01316245","포괄손익계산서","매출액","-","3781445371058","2180484844883"
"43","01316245","포괄손익계산서","매출원가","-","3388812828025","1941278477851"
"44","01316245","포괄손익계산서","매출총이익","-","392632543033","239206367032"
"45","01316245","포괄손익계산서","판매비와관리비","-","227407317091","160101973527"
"46","01316245","포괄손익계산서","연구개발비","-","34972805296","29108653846"
"47","01316245","포괄손익계산서","영업이익(손실)","-","130252420646","49995739659"
"48","01316245","포괄손익계산서","기타수익","-","16272740963","31562693189"
"49","01316245","포괄손익계산서","기타비용","-","22076733109","35430214337"
"50","01316245","포괄손익계산서","금융수익","-","75221738491","37239350716"
"51","01316245","포괄손익계산서","금융비용","-","143749672875","79653988930"
"52","01316245","포괄손익계산서","법인세비용차감전순이익(손실)","-","55920494116","3713580297"
"53","01316245","포괄손익계산서","법인세비용","-","39897532084","1804834649"
"54","01316245","포괄손익계산서","당기순이익(손실)","-","16022962032","1908745648"
"55","01316245","포괄손익계산서","지배회사지분순이익","-","13140823308","1898832745"
"56","01316245","포괄손익계산서","비지배지분순이익","-","2882138724","9912903"
"57","01316245","포괄손익계산서","기본주당이익(손실)","-","1411","204"
"58","01316245","포괄손익계산서","기타포괄손익","-","-10451658523","-16945514490"
"59","01316245","포괄손익계산서","당기손익으로 재분류되지 않는 항목","-","-12233109295","-19094468705"
"60","01316245","포괄손익계산서","기타포괄손익-공정가치측정지분상품 평가손익","-","-206905830","-13556962582"
"61","01316245","포괄손익계산서","순확정급여부채의 재측정요소","-","-12026203465","-5537506123"
"62","01316245","포괄손익계산서","후속적으로 당기손익으로 재분류되는 항목","-","1781450772","2148954215"
"63","01316245","포괄손익계산서","해외사업환산손익","-","1781450772","2148954215"
"64","01316245","포괄손익계산서","총포괄이익","-","5571303509","-15036768842"
"65","01316245","포괄손익계산서","지배주주지분","-","3725568013","-15025876560"
"66","01316245","포괄손익계산서","비지배주주지분","-","1845735496","-10892282"
"67","01316245","현금흐름표","영업활동으로 인한 현금흐름","-","75200087039","2567158183"
"68","01316245","현금흐름표","영업으로부터 창출된 현금흐름","-","161040151051","46992150054"
"69","01316245","현금흐름표","법인세납부","-","50735484461","18212737167"
"70","01316245","현금흐름표","이자지급","-","46469859298","28631833217"
"71","01316245","현금흐름표","이자수취","-","10901952859","2419578513"
"72","01316245","현금흐름표","배당금수취(영업)","-","463326888",""
"73","01316245","현금흐름표","투자활동으로 인한 현금흐름","-","-411145220563","-41514297743"
"74","01316245","현금흐름표","기타채권의 처분","-","5047745605","2436650361"
"75","01316245","현금흐름표","기타금융자산의 처분","-","764524700","889022440"
"76","01316245","현금흐름표","장기기타채권의 처분","-","10421629151","4230231689"
