"","corp_code","sj_nm","account_nm","account_detail","2019"
"1","01359815","재무상태표","유동자산","-","6890581008"
"2","01359815","재무상태표","현금및현금성자산","-","867539079"
"3","01359815","재무상태표","단기금융상품","-","6000000000"
"4","01359815","재무상태표","매출채권 및 기타유동채권","-","22927869"
"5","01359815","재무상태표","당기법인세자산","-","114060"
"6","01359815","재무상태표","비유동자산","-","0"
"7","01359815","재무상태표","자산총계","-","6890581008"
"8","01359815","재무상태표","유동부채","-","4077500"
"9","01359815","재무상태표","매입채무 및 기타유동채무","-","4077500"
"10","01359815","재무상태표","비유동부채","-","569423206"
"11","01359815","재무상태표","장기매입채무 및 기타비유동채무","-","561925510"
"12","01359815","재무상태표","전환사채","-","561925510"
"13","01359815","재무상태표","이연법인세부채","-","7497696"
"14","01359815","재무상태표","부채총계","-","573500706"
"15","01359815","재무상태표","자본금","-","340100000"
"16","01359815","재무상태표","자본잉여금","-","5986337894"
"17","01359815","재무상태표","이익잉여금(결손금)","-","-9357592"
"18","01359815","재무상태표","자본총계","-","6317080302"
"19","01359815","재무상태표","자본과부채총계","-","6890581008"
"20","01359815","손익계산서","영업수익","-","0"
"21","01359815","손익계산서","영업비용","-","26662900"
"22","01359815","손익계산서","영업이익(손실)","-","-26662900"
"23","01359815","손익계산서","금융수익","-","23668848"
"24","01359815","손익계산서","금융원가","-","9002861"
"25","01359815","손익계산서","법인세비용차감전순이익(손실)","-","-11996913"
"26","01359815","손익계산서","법인세비용","-","-2639321"
"27","01359815","손익계산서","계속영업이익(손실)","-","-9357592"
"28","01359815","손익계산서","당기순이익(손실)","-","-9357592"
"29","01359815","손익계산서","기본주당이익(손실)","-","-6"
"30","01359815","손익계산서","희석주당이익(손실)","-","-6"
"31","01359815","포괄손익계산서","당기순이익(손실)","-","-9357592"
"32","01359815","포괄손익계산서","기타포괄손익","-","0"
"33","01359815","포괄손익계산서","총포괄손익","-","-9357592"
"34","01359815","현금흐름표","영업활동현금흐름","-","-23590921"
"35","01359815","현금흐름표","당기순이익(손실)","-","-9357592"
"36","01359815","현금흐름표","당기순이익조정을 위한 가감","-","-17305308"
"37","01359815","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","2445060"
"38","01359815","현금흐름표","이자수취(영업)","-","740979"
"39","01359815","현금흐름표","법인세납부(환급)","-","114060"
"40","01359815","현금흐름표","투자활동현금흐름","-","-6000000000"
"41","01359815","현금흐름표","단기금융상품의 취득","-","6000000000"
"42","01359815","현금흐름표","재무활동현금흐름","-","6490130000"
"43","01359815","현금흐름표","주식의 발행","-","6000000000"
"44","01359815","현금흐름표","신주발행비 지급","-","108870000"
"45","01359815","현금흐름표","전환사채의 증가","-","599000000"
"46","01359815","현금흐름표","현금및현금성자산의순증가(감소)","-","466539079"
"47","01359815","현금흐름표","기초현금및현금성자산","-","401000000"
"48","01359815","현금흐름표","기말현금및현금성자산","-","867539079"
"49","01359815","자본변동표","기초자본","별도재무제표 [member]","399367560"
"50","01359815","자본변동표","기초자본","자본 [member]|자본금 [member]","40100000"
"51","01359815","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","359267560"
"52","01359815","자본변동표","당기순이익(손실)","별도재무제표 [member]","-9357592"
"53","01359815","자본변동표","당기순이익(손실)","자본 [member]|이익잉여금 [member]","-9357592"
"54","01359815","자본변동표","지분의 발행","별도재무제표 [member]","5927070334"
"55","01359815","자본변동표","지분의 발행","자본 [member]|자본금 [member]","300000000"
"56","01359815","자본변동표","지분의 발행","자본 [member]|자본잉여금 [member]","5627070334"
"57","01359815","자본변동표","기말자본","별도재무제표 [member]","6317080302"
"58","01359815","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","-9357592"
"59","01359815","자본변동표","기말자본","자본 [member]|자본금 [member]","340100000"
"60","01359815","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","5986337894"
