"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01326260","재무상태표","유동자산","-","9038196998","8933159201"
"2","01326260","재무상태표","현금및현금성자산","-","1392743703","1419400160"
"3","01326260","재무상태표","단기금융상품","-","7624362000","7500000000"
"4","01326260","재무상태표","매출채권 및 기타유동채권","-","9420045","13693151"
"5","01326260","재무상태표","당기법인세자산","-","11671250","65890"
"6","01326260","재무상태표","비유동자산","-","0","0"
"7","01326260","재무상태표","자산총계","-","9038196998","8933159201"
"8","01326260","재무상태표","유동부채","-","626120","3714570"
"9","01326260","재무상태표","매입채무 및 기타유동채무","-","626120","3714570"
"10","01326260","재무상태표","비유동부채","-","728967372","713031938"
"11","01326260","재무상태표","장기매입채무 및 기타비유동채무","-","717557644","702378449"
"12","01326260","재무상태표","전환사채","-","717557644","702378449"
"13","01326260","재무상태표","이연법인세부채","-","11409728","10653489"
"14","01326260","재무상태표","부채총계","-","729593492","716746508"
"15","01326260","재무상태표","자본금","-","459000000","459000000"
"16","01326260","재무상태표","자본잉여금","-","7767296240","7767296240"
"17","01326260","재무상태표","이익잉여금(결손금)","-","82307266","-9883547"
"18","01326260","재무상태표","자본총계","-","8308603506","8216412693"
"19","01326260","재무상태표","자본과부채총계","-","9038196998","8933159201"
"20","01326260","포괄손익계산서","영업수익","-","0","0"
"21","01326260","포괄손익계산서","영업비용","-","24841600","22317652"
"22","01326260","포괄손익계산서","영업이익(손실)","-","-24841600","-22317652"
"23","01326260","포괄손익계산서","금융수익","-","144154427","14121053"
"24","01326260","포괄손익계산서","금융원가","-","15179195","4756667"
"25","01326260","포괄손익계산서","법인세비용차감전순이익(손실)","-","104133632","-12953266"
"26","01326260","포괄손익계산서","법인세비용","-","11942819","-3069719"
"27","01326260","포괄손익계산서","당기순이익(손실)","-","92190813","-9883547"
"28","01326260","포괄손익계산서","기타포괄손익","-","0","0"
"29","01326260","포괄손익계산서","총포괄손익","-","92190813","-9883547"
"30","01326260","포괄손익계산서","기본주당이익(손실)","-","20","-5"
"31","01326260","포괄손익계산서","희석주당이익(손실)","-","19","-5"
"32","01326260","현금흐름표","영업활동현금흐름","-","97705543","-21809870"
"33","01326260","현금흐름표","당기순이익(손실)","-","92190813","-9883547"
"34","01326260","현금흐름표","당기순이익조정을 위한 가감","-","-117032413","-12434105"
"35","01326260","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","-3088450","145770"
"36","01326260","현금흐름표","이자수취(영업)","-","148427533","427902"
"37","01326260","현금흐름표","법인세납부(환급)","-","22791940","65890"
"38","01326260","현금흐름표","투자활동현금흐름","-","-124362000","-7500000000"
"39","01326260","현금흐름표","단기금융상품의 처분","-","7500000000","0"
"40","01326260","현금흐름표","단기금융상품의 취득","-","7624362000","7500000000"
"41","01326260","현금흐름표","재무활동현금흐름","-","0","8101210030"
"42","01326260","현금흐름표","주식의 발행","-","0","7500000000"
"43","01326260","현금흐름표","전환사채의 증가","-","0","760000000"
"44","01326260","현금흐름표","신주발행비 지급","-","0","158789970"
"45","01326260","현금흐름표","현금및현금성자산의순증가(감소)","-","-26656457","579400160"
"46","01326260","현금흐름표","기초현금및현금성자산","-","1419400160","840000000"
"47","01326260","현금흐름표","기말현금및현금성자산","-","1392743703","1419400160"
"48","01326260","자본변동표","기초자본","별도재무제표 [member]","8216412693","836431200"
"49","01326260","자본변동표","기초자본","자본 [member]|이익잉여금 [member]","-9883547","0"
"50","01326260","자본변동표","기초자본","자본 [member]|자본금 [member]","459000000","84000000"
"51","01326260","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","7767296240","752431200"
"52","01326260","자본변동표","당기순이익(손실)","별도재무제표 [member]","92190813","-9883547"
"53","01326260","자본변동표","당기순이익(손실)","자본 [member]|이익잉여금 [member]","92190813","-9883547"
"54","01326260","자본변동표","당기순이익(손실)","자본 [member]|자본금 [member]","0","0"
"55","01326260","자본변동표","당기순이익(손실)","자본 [member]|자본잉여금 [member]","0","0"
"56","01326260","자본변동표","지분의 발행","별도재무제표 [member]","0","7341210030"
"57","01326260","자본변동표","지분의 발행","자본 [member]|이익잉여금 [member]","0","0"
"58","01326260","자본변동표","지분의 발행","자본 [member]|자본금 [member]","0","375000000"
"59","01326260","자본변동표","지분의 발행","자본 [member]|자본잉여금 [member]","0","6966210030"
"60","01326260","자본변동표","복합금융상품 발행","별도재무제표 [member]","0","48655010"
"61","01326260","자본변동표","복합금융상품 발행","자본 [member]|이익잉여금 [member]","0","0"
"62","01326260","자본변동표","복합금융상품 발행","자본 [member]|자본금 [member]","0","0"
"63","01326260","자본변동표","복합금융상품 발행","자본 [member]|자본잉여금 [member]","0","48655010"
"64","01326260","자본변동표","자본 증가(감소) 합계","별도재무제표 [member]","92190813","7379981493"
"65","01326260","자본변동표","자본 증가(감소) 합계","자본 [member]|이익잉여금 [member]","92190813","-9883547"
"66","01326260","자본변동표","자본 증가(감소) 합계","자본 [member]|자본금 [member]","0","375000000"
"67","01326260","자본변동표","자본 증가(감소) 합계","자본 [member]|자본잉여금 [member]","0","7014865040"
"68","01326260","자본변동표","기말자본","별도재무제표 [member]","8308603506","8216412693"
"69","01326260","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","82307266","-9883547"
"70","01326260","자본변동표","기말자본","자본 [member]|자본금 [member]","459000000","459000000"
"71","01326260","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","7767296240","7767296240"
