"","corp_code","sj_nm","account_nm","account_detail","2019","2018","2017"
"1","00112970","재무상태표","유동자산","-","89677677082","167225174203","248349411728"
"2","00112970","재무상태표","현금및현금성자산","-","16507981339","88416734524","5422518359"
"3","00112970","재무상태표","단기금융상품","-","0","8643663232","80000000"
"4","00112970","재무상태표","매출채권","-","25320522760","25192442144","24443757947"
"5","00112970","재무상태표","기타수취채권","-","2709891419","2017070551","3108112171"
"6","00112970","재무상태표","재고자산","-","39187120282","42592857940","52154956542"
"7","00112970","재무상태표","당기법인세자산","-","111545020","0","5694634"
"8","00112970","재무상태표","매각예정자산","-","4717182008","0","162435518994"
"9","00112970","재무상태표","기타유동자산","-","1123434254","362405812","698853081"
"10","00112970","재무상태표","비유동자산","-","108052619869","100243310858","107605165070"
"11","00112970","재무상태표","장기금융상품","-","10000000","10000000","10000000"
"12","00112970","재무상태표","기타금융자산","-","4994000","0","0"
"13","00112970","재무상태표","매도가능금융자산","-","0","0","195239963"
"14","00112970","재무상태표","당기손익-공정가치금융자산","-","11356556195","175609193","0"
"15","00112970","재무상태표","장기기타수취채권","-","816946750","1433928976","1229773946"
"16","00112970","재무상태표","유형자산","-","81170305795","83080180362","90322263997"
"17","00112970","재무상태표","투자부동산","-","14415256670","14825950738","15089186784"
"18","00112970","재무상태표","무형자산","-","270475459","708401589","271734499"
"19","00112970","재무상태표","기타비유동자산","-","8085000","9240000","486965881"
"20","00112970","재무상태표","자산총계","-","197730296951","267468485061","355954576798"
"21","00112970","재무상태표","유동부채","-","57348672145","68182271076","153290698197"
"22","00112970","재무상태표","매입채무","-","9960086777","6284282499","7547862492"
"23","00112970","재무상태표","미지급금","-","3495373394","4483621741","4963724377"
"24","00112970","재무상태표","기타지급채무","-","2059924781","2440885527","2933480548"
"25","00112970","재무상태표","기타금융부채","-","613497299","0","364325549"
"26","00112970","재무상태표","단기차입금","-","35766980133","48687985882","102161097541"
"27","00112970","재무상태표","유동성장기부채","-","19224890","19224890","14022630762"
"28","00112970","재무상태표","당기법인세부채","-","0","3641605460","0"
"29","00112970","재무상태표","기타유동부채","-","2320592522","2624665077","21297576928"
"30","00112970","재무상태표","매각예정부채","-","3112992349","0","0"
"31","00112970","재무상태표","비유동부채","-","14303468368","22477472287","34319656642"
"32","00112970","재무상태표","장기기타지급채무","-","639660000","658260000","667260000"
"33","00112970","재무상태표","기타금융부채","-","260378081","0","0"
"34","00112970","재무상태표","장기차입금","-","461397376","480622266","371708316"
"35","00112970","재무상태표","퇴직급여채무","-","1784817947","1244130956","7327583755"
"36","00112970","재무상태표","이연법인세부채","-","11104330959","20048737963","25953104571"
"37","00112970","재무상태표","기타비유동부채","-","52884005","45721102","0"
"38","00112970","재무상태표","부채총계","-","71652140513","90659743363","187610354839"
"39","00112970","재무상태표","지배기업소유주지분","-","126632514316","177021567160","168461813887"
"40","00112970","재무상태표","자본금","-","5300000000","5300000000","5300000000"
"41","00112970","재무상태표","주식발행초과금","-","1935478247","1935478247","1935478247"
"42","00112970","재무상태표","기타자본","-","-35301650292","-2402994029","-3374029"
"43","00112970","재무상태표","기타포괄손익누계액","-","27720891636","27687434185","129000785528"
"44","00112970","재무상태표","이익잉여금","-","126977794725","144501648757","32228924141"
"45","00112970","재무상태표","비지배지분","-","-554357878","-212825462","-117591928"
"46","00112970","재무상태표","자본총계","-","126078156438","176808741698","168344221959"
"47","00112970","재무상태표","부채와자본총계","-","197730296951","267468485061","355954576798"
"48","00112970","포괄손익계산서","매출액","-","156304223062","208958054157","208620667629"
"49","00112970","포괄손익계산서","매출원가","-","153360519610","206937977025","202162408582"
"50","00112970","포괄손익계산서","매출총이익","-","2943703452","2020077132","6458259047"
"51","00112970","포괄손익계산서","판매비와관리비","-","15923161539","14515178967","16391762495"
"52","00112970","포괄손익계산서","대손상각비","-","1121579965","191897289",""
"53","00112970","포괄손익계산서","영업이익(손실)","-","-12979458087","-12495101835","-9933503448"
"54","00112970","포괄손익계산서","기타수익","-","3366607309","45273823313","14331171385"
"55","00112970","포괄손익계산서","기타비용","-","6903136172","16541751111","12807115656"
"56","00112970","포괄손익계산서","금융수익","-","716008224","264962376","215424674"
"57","00112970","포괄손익계산서","금융비용","-","894372584","4664160277","5454832682"
"58","00112970","포괄손익계산서","법인세비용차감전순이익(손실)","-","-16694351310","11837772466","-13648855727"
"59","00112970","포괄손익계산서","법인세비용(이익)","-","-6873134524","-2147925359","-4044902197"
"60","00112970","포괄손익계산서","계속영업당기순이익(손실)","-","-9821216786","13985697825","-9603953530"
"61","00112970","포괄손익계산서","중단영업당기순손실","-","-6133816630","-1551464152",""
"62","00112970","포괄손익계산서","당기순이익(손실)","-","-15955033416","12434233673","-9603953530"
"63","00112970","포괄손익계산서","지배기업소유주지분","-","-15595615760","12532363036",""
"64","00112970","포괄손익계산서","계속영업이익(손실)","-","-9821549850","13985917371",""
"65","00112970","포괄손익계산서","중단영업손실","-","-5774065910","-1453554335",""
"66","00112970","포괄손익계산서","비지배지분","-","-359417656","-98129363",""
"67","00112970","포괄손익계산서","계속영업이익(손실)","-","333064","-219546",""
"68","00112970","포괄손익계산서","중단영업손실","-","-359750720","-97909817",""
"69","00112970","포괄손익계산서","기타포괄이익(손실)","-","-369123319","-1570093934","-1094378888"
"70","00112970","포괄손익계산서","후속적으로 당기손익으로 재분류되는 항목","-","35180854","-1496488570","1450172528"
"71","00112970","포괄손익계산서","해외사업환산이익(손실)","-","35180854","-1496488570","1450172528"
"72","00112970","포괄손익계산서","후속적으로 당기손익으로 재분류되지 않는 항목","-","-404304173","-73605364","-2544551416"
"73","00112970","포괄손익계산서","보험수리적이익(손실)","-","-404304173","-73605364","352423878"
"74","00112970","포괄손익계산서","유형자산재평가이익(손실)","-","0","0","-2896975294"
"75","00112970","포괄손익계산서","당기총포괄이익(손실)","-","-16324156735","10864139739","-10698332418"
"76","00112970","포괄손익계산서","지배기업 소유주지분","-","-15966630945","10959373273","-10684275051"
"77","00112970","포괄손익계산서","비지배지분","-","-357525790","-95233534","-14057367"
"78","00112970","포괄손익계산서","기본주당순이익(손실)","-","-2299","2645","-1808"
"79","00112970","포괄손익계산서","중단영업 기본주당순이익(손실)","-","-1352","-275",""
"80","00112970","현금흐름표","영업활동으로인한현금흐름","-","-19294274354","-18700691144","3096239422"
"81","00112970","현금흐름표","당기순이익(손실)","-","-15955033416","12434233673","-9603953530"
"82","00112970","현금흐름표","조정항목","-","-944747152","-30529846535","13835167986"
"83","00112970","현금흐름표","당기손익-공정가치금융자산평가이익","-","-162995988","0","0"
"84","00112970","현금흐름표","당기손익-공정가치금융자산평가손실","-","0","129630770","0"
"85","00112970","현금흐름표","기타금융자산손상차손","-","166276919","0","0"
