"","corp_code","sj_nm","account_nm","account_detail","2019","2018","2017"
"1","00105606","재무상태표","유동자산","-","204929137680","155547300097","88316450031"
"2","00105606","재무상태표","현금및현금성자산","-","64327394965","43575223299","7211370482"
"3","00105606","재무상태표","매출채권 및 기타채권","-","65216649318","55204978717","41269774839"
"4","00105606","재무상태표","만기보유금융자산","-","","","4070000"
"5","00105606","재무상태표","기타금융자산","-","20629492094","104727782","79548824"
"6","00105606","재무상태표","재고자산","-","48755714700","49440534510","31489881419"
"7","00105606","재무상태표","기타유동자산","-","5999886603","7221835789","8261804467"
"8","00105606","재무상태표","비유동자산","-","117149055411","82832755678","61848044667"
"9","00105606","재무상태표","매출채권및기타채권","-","","29304500","112608500"
"10","00105606","재무상태표","만기보유금융자산","-","","","9645000"
"11","00105606","재무상태표","매도가능금융자산","-","","","2759210758"
"12","00105606","재무상태표","관계기업투자주식","-","6742667738","",""
"13","00105606","재무상태표","기타금융자산","-","27657899103","3395747717","54863266"
"14","00105606","재무상태표","투자부동산","-","24113315095","24476307321",""
"15","00105606","재무상태표","유형자산","-","55766044047","52872799402","55754669449"
"16","00105606","재무상태표","무형자산","-","86501256","121606953","122602651"
"17","00105606","재무상태표","확정급여자산","-","1568621558","124836871","1527697610"
"18","00105606","재무상태표","이연법인세자산","-","311967885","1812152914","1506747433"
"19","00105606","재무상태표","사용권자산","-","902038729","",""
"20","00105606","재무상태표","자산총계","-","322078193091","238380055775","150164494698"
"21","00105606","재무상태표","유동부채","-","132504380717","86743745385","46752475659"
"22","00105606","재무상태표","매입채무","-","28762189137","28049547090","14597412216"
"23","00105606","재무상태표","차입부채","-","37129600000","23693350000","22687767332"
"24","00105606","재무상태표","사채","-","52511871125","20083843734",""
"25","00105606","재무상태표","기타금융부채","-","11757480299","10909081530","6728645020"
"26","00105606","재무상태표","당기법인세부채","-","206763105","1111729729","984140064"
"27","00105606","재무상태표","기타유동부채","-","2136477051","2896193302","1754511027"
"28","00105606","재무상태표","비유동부채","-","16943123345","26784440420","12657599186"
"29","00105606","재무상태표","차입부채","-","16000000000","22000000000","12500000000"
"30","00105606","재무상태표","사채","-","","4654914577",""
"31","00105606","재무상태표","기타금융부채","-","483390529","69332858","69332858"
"32","00105606","재무상태표","이연법인세부채","-","","","12796875"
"33","00105606","재무상태표","기타비유동부채","-","459732816","60192985","75469453"
"34","00105606","재무상태표","부채총계","-","149447504062","113528185805","59410074845"
"35","00105606","재무상태표","지배기업 소유주지분","-","172630689029","124851869970","90754419853"
"36","00105606","재무상태표","자본금","-","11804291000","7915509500","4882500000"
"37","00105606","재무상태표","자본잉여금","-","53439239991","27028756786","5491224396"
"38","00105606","재무상태표","기타자본항목","-","18893357038","2516703661","-1378687880"
"39","00105606","재무상태표","이익잉여금","-","88493801000","87390900023","81759383337"
"40","00105606","재무상태표","자본총계","-","172630689029","124851869970","90754419853"
"41","00105606","재무상태표","부채와자본총계","-","322078193091","238380055775","150164494698"
"42","00105606","포괄손익계산서","매출액","-","251095061695","209260005915","179707628825"
"43","00105606","포괄손익계산서","매출원가","-","236522955993","188087059177","161231383730"
"44","00105606","포괄손익계산서","매출총이익","-","14572105702","21172946738","18476245095"
"45","00105606","포괄손익계산서","판매비와관리비","-","10512958134","10679500335","9552019642"
"46","00105606","포괄손익계산서","영업이익","-","4059147568","10493446403","8924225453"
"47","00105606","포괄손익계산서","금융수익","-","6398350519","954013779","461294053"
"48","00105606","포괄손익계산서","금융비용","-","12141005775","3323754535","1165057723"
"49","00105606","포괄손익계산서","기타영업외수익","-","3923397944","2994822127","3275844795"
"50","00105606","포괄손익계산서","기타영업외비용","-","1869571469","2782097497","4868764290"
"51","00105606","포괄손익계산서","지분법손실","-","46305638","",""
"52","00105606","포괄손익계산서","법인세비용차감전순이익","-","324013149","8336430277","6627542288"
"53","00105606","포괄손익계산서","법인세비용","-","399235831","543553214","1694121738"
"54","00105606","포괄손익계산서","당기순이익","-","-75222682","7792877063","4933420550"
"55","00105606","포괄손익계산서","지배기업의 소유주지분","-","-75222682","7792877063","4933420550"
"56","00105606","포괄손익계산서","비지배지분","-","0","0","0"
"57","00105606","포괄손익계산서","기타포괄손익","-","1122028470","-1529131163","515469692"
"58","00105606","포괄손익계산서","후속적으로 당기손익으로 재분류되지 않는 포괄손익","-","1178123659","-1432119616","521903749"
"59","00105606","포괄손익계산서","확정급여제도의 재측정요소","-","1510414947","-1836050789","669107370"
"60","00105606","포괄손익계산서","당기손익으로 재분류되지 않는 항목의 법인세","-","-332291288","403931173","-147203621"
"61","00105606","포괄손익계산서","후속적으로 당기손익으로 재분류되는 포괄손익","-","-56095189","-97011547","-6434057"
