"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01325429","재무상태표","유동자산","-","9909238162","9853248364"
"2","01325429","재무상태표","현금및현금성자산","-","1707199693","1822493297"
"3","01325429","재무상태표","단기금융상품","-","8181667238","8000000000"
"4","01325429","재무상태표","미수수익","-","20371231","30667397"
"5","01325429","재무상태표","당기법인세자산","-","0","87670"
"6","01325429","재무상태표","비유동자산","-","0","0"
"7","01325429","재무상태표","자산총계","-","9909238162","9853248364"
"8","01325429","재무상태표","유동부채","-","14586242","4796575"
"9","01325429","재무상태표","미지급금","-","10456512","4796575"
"10","01325429","재무상태표","당기법인세부채","-","4129730","0"
"11","01325429","재무상태표","비유동부채","-","1076429256","1051253787"
"12","01325429","재무상태표","전환사채","-","1047112288","1017813900"
"13","01325429","재무상태표","이연법인세부채","-","29316968","33439887"
"14","01325429","재무상태표","부채총계","-","1091015498","1056050362"
"15","01325429","재무상태표","자본금","-","484000000","484000000"
"16","01325429","재무상태표","보통주자본금","-","484000000","484000000"
"17","01325429","재무상태표","자본잉여금","-","8194638400","8194638400"
"18","01325429","재무상태표","주식발행초과금","-","8194638400","8194638400"
"19","01325429","재무상태표","기타자본","-","118527044","118527044"
"20","01325429","재무상태표","전환권대가","-","118527044","118527044"
"21","01325429","재무상태표","이익잉여금","-","21057220","32558"
"22","01325429","재무상태표","미처분이익잉여금","-","21057220","32558"
"23","01325429","재무상태표","자본총계","-","8818222664","8797198002"
"24","01325429","재무상태표","부채와자본총계","-","9909238162","9853248364"
"25","01325429","포괄손익계산서","영업수익","-","0","0"
"26","01325429","포괄손익계산서","영업비용","-","122554667","21423302"
"27","01325429","포괄손익계산서","판매비와관리비","-","122554667","21423302"
"28","01325429","포괄손익계산서","영업이익(비용)","-","-122554667","-21423302"
"29","01325429","포괄손익계산서","금융수익","-","173160018","31236691"
"30","01325429","포괄손익계산서","금융비용","-","29298388","9771649"
"31","01325429","포괄손익계산서","법인세비용차감전순이익","-","21306963","41740"
"32","01325429","포괄손익계산서","법인세비용","-","282301","9182"
"33","01325429","포괄손익계산서","당기순이익(손실)","-","21024662","32558"
"34","01325429","포괄손익계산서","기타포괄손익","-","0","0"
"35","01325429","포괄손익계산서","당기총포괄손익","-","21024662","32558"
"36","01325429","포괄손익계산서","기본 및 희석 주당손익","-","4","0"
"37","01325429","현금흐름표","영업활동으로 인한 현금흐름","-","66373634","-16145103"
"38","01325429","현금흐름표","영업으로부터 창출된 현금흐름","-","-116894730","-16626727"
"39","01325429","현금흐름표","이자수취(영업)","-","183456184","569294"
"40","01325429","현금흐름표","법인세납부(환급)","-","187820","87670"
"41","01325429","현금흐름표","투자활동으로 인한 현금흐름","-","-181667238","-8000000000"
"42","01325429","현금흐름표","단기금융상품의 취득","-","181667238","8000000000"
"43","01325429","현금흐름표","재무활동으로 인한 현금흐름","-","0","9838638400"
"44","01325429","현금흐름표","보통주의 발행","-","0","8678638400"
"45","01325429","현금흐름표","전환사채의 발행","-","0","1160000000"
"46","01325429","현금흐름표","현금및현금성자산의 증감","-","-115293604","1822493297"
"47","01325429","현금흐름표","기초 현금및현금성자산","-","1822493297","0"
"48","01325429","현금흐름표","기말 현금및현금성자산","-","1707199693","1822493297"
"49","01325429","자본변동표","기초자본","별도재무제표 [member]","8797198002","838760400"
"50","01325429","자본변동표","기초자본","자본 [member]|기타자본","118527044","0"
"51","01325429","자본변동표","기초자본","자본 [member]|이익잉여금 [member]","32558","0"
"52","01325429","자본변동표","기초자본","자본 [member]|자본금 [member]","484000000","84000000"
"53","01325429","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","8194638400","754760400"
"54","01325429","자본변동표","당기순이익","별도재무제표 [member]","21024662","32558"
"55","01325429","자본변동표","당기순이익","자본 [member]|기타자본","0","0"
"56","01325429","자본변동표","당기순이익","자본 [member]|이익잉여금 [member]","21024662","32558"
"57","01325429","자본변동표","당기순이익","자본 [member]|자본금 [member]","0","0"
"58","01325429","자본변동표","당기순이익","자본 [member]|자본잉여금 [member]","0","0"
"59","01325429","자본변동표","주식발행","별도재무제표 [member]","0","7839878000"
"60","01325429","자본변동표","주식발행","자본 [member]|기타자본","0","0"
"61","01325429","자본변동표","주식발행","자본 [member]|이익잉여금 [member]","0","0"
"62","01325429","자본변동표","주식발행","자본 [member]|자본금 [member]","0","400000000"
"63","01325429","자본변동표","주식발행","자본 [member]|자본잉여금 [member]","0","7439878000"
"64","01325429","자본변동표","전환사채 자본요소","별도재무제표 [member]","0","118527044"
"65","01325429","자본변동표","전환사채 자본요소","자본 [member]|기타자본","0","118527044"
"66","01325429","자본변동표","전환사채 자본요소","자본 [member]|이익잉여금 [member]","0","0"
"67","01325429","자본변동표","전환사채 자본요소","자본 [member]|자본금 [member]","0","0"
"68","01325429","자본변동표","전환사채 자본요소","자본 [member]|자본잉여금 [member]","0","0"
"69","01325429","자본변동표","기말자본","별도재무제표 [member]","8818222664","8797198002"
"70","01325429","자본변동표","기말자본","자본 [member]|기타자본","118527044","118527044"
"71","01325429","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","21057220","32558"
"72","01325429","자본변동표","기말자본","자본 [member]|자본금 [member]","484000000","484000000"
"73","01325429","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","8194638400","8194638400"
