"","corp_code","sj_nm","account_nm","account_detail","2019","2018","2017"
"1","00632793","재무상태표","유동자산","-","4807629472","6117768651","3012702623"
"2","00632793","재무상태표","현금및현금성자산","-","4161990142","5332442854","1048422718"
"3","00632793","재무상태표","매출채권 및 기타채권","-","19629795","122948645","557792373"
"4","00632793","재무상태표","기타금융자산","-","0","0","515570087"
"5","00632793","재무상태표","재고자산","-","332034347","641582404","872782632"
"6","00632793","재무상태표","기타유동자산","-","284781828","18707448","17865073"
"7","00632793","재무상태표","당기법인세자산","-","9193360","2087300","269740"
"8","00632793","재무상태표","비유동자산","-","1603372588","1002173914","1044716027"
"9","00632793","재무상태표","상각후원가특정금융자산","-","16640000","0","33280000"
"10","00632793","재무상태표","기타비유동금융자산","-","117210271","66866984","88821984"
"11","00632793","재무상태표","유형자산","-","833832203","164653638","194468732"
"12","00632793","재무상태표","무형자산","-","635690114","770653292","728145311"
"13","00632793","재무상태표","자산총계","-","6411002060","7119942565","4057418650"
"14","00632793","재무상태표","유동부채","-","656269660","2709081344","1655897675"
"15","00632793","재무상태표","매입채무 및 기타채무","-","400988705","233777471","289135851"
"16","00632793","재무상태표","단기차입금","-","0","64056232","192658340"
"17","00632793","재무상태표","유동성장기부채","-","0","400000000","1100000000"
"18","00632793","재무상태표","유동성사채","-","0","1280000000","0"
"19","00632793","재무상태표","유동성전환사채","-","0","665386749","0"
"20","00632793","재무상태표","기타유동금융부채","-","202550770","0","0"
"21","00632793","재무상태표","기타유동부채","-","42518436","24441530","27695070"
"22","00632793","재무상태표","반품충당부채","-","0","0","46408414"
"23","00632793","재무상태표","환불부채","-","10211749","41419362","0"
"24","00632793","재무상태표","비유동부채","-","2856290817","500090090","2171559929"
"25","00632793","재무상태표","비유동 사채","-","640000000","0","1280000000"
"26","00632793","재무상태표","비유동 전환사채","-","1780314767","0","508971075"
"27","00632793","재무상태표","확정급여부채","-","318195643","500090090","382588854"
"28","00632793","재무상태표","기타비유동금융부채","-","117780407","0","0"
"29","00632793","재무상태표","부채총계","-","3512560477","3209171434","3827457604"
"30","00632793","재무상태표","자본금","-","2397964000","2366714000","2014214000"
"31","00632793","재무상태표","자본잉여금","-","18722424385","18181631597","11484131597"
"32","00632793","재무상태표","기타자본","-","-910082785","-1007700312","-1081782655"
"33","00632793","재무상태표","이익잉여금(결손금)","-","-17311864017","-15629874154","-12186601896"
"34","00632793","재무상태표","자본총계","-","2898441583","3910771131","229961046"
"35","00632793","재무상태표","자본과부채총계","-","6411002060","7119942565","4057418650"
"36","00632793","포괄손익계산서","매출액","-","3948944150","1384404495","3135920899"
"37","00632793","포괄손익계산서","매출원가","-","1862309644","1251337365","1877762425"
"38","00632793","포괄손익계산서","매출총이익","-","2086634506","133067130","1258158474"
"39","00632793","포괄손익계산서","판매비와관리비","-","4044621126","3156945314","4016804715"
"40","00632793","포괄손익계산서","영업이익(손실)","-","-1957986620","-3023878184","-2758646241"
"41","00632793","포괄손익계산서","금융수익","-","813074980","33107488","39618618"
"42","00632793","포괄손익계산서","금융원가","-","321379352","295549871","238282786"
"43","00632793","포괄손익계산서","기타수익","-","5387770","4492921","34889652"
"44","00632793","포괄손익계산서","기타비용","-","1563112","116925945","118529781"
"45","00632793","포괄손익계산서","법인세비용차감전이익(손실)","-","-1462466334","-3398753591","-3040950538"
"46","00632793","포괄손익계산서","법인세비용","-","0","0","0"
"47","00632793","포괄손익계산서","당기순이익(손실)","-","-1462466334","-3398753591","-3040950538"
"48","00632793","포괄손익계산서","세후기타포괄손익","-","-219523529","-44518667","-1228232"
"49","00632793","포괄손익계산서","총포괄손익","-","-1681989863","-3443272258","-3042178770"
"50","00632793","포괄손익계산서","기본주당이익(손실)","-","-308","-805","-775"
"51","00632793","포괄손익계산서","희석주당이익(손실)","-","-308","-805","-775"
"52","00632793","현금흐름표","영업활동으로 인한 현금흐름","-","-1299045975","-2161233222","-413185367"
"53","00632793","현금흐름표","당기순이익(손실)","-","-1462466334","-3398753591","-3040950538"
"54","00632793","현금흐름표","조정","-","456101635","914908220","2005306898"
"55","00632793","현금흐름표","이자비용","-","315287752","178066148","161440686"
"56","00632793","현금흐름표","외화환산이익","-","8483509","3524998","21987"
"57","00632793","현금흐름표","외화환산손실","-","3307515","3230867","65047065"
"58","00632793","현금흐름표","이자수익","-","62923889","20742947","37123734"
"59","00632793","현금흐름표","재고자산평가손실","-","184240610","121884001","235268875"
"60","00632793","현금흐름표","재고자산폐기손실","-","0","54428009","0"
"61","00632793","현금흐름표","감가상각비","-","269142750","56360650","60338545"
"62","00632793","현금흐름표","무형자산상각비","-","156498589","182480646","256609726"
"63","00632793","현금흐름표","주식보상비용","-","97617527","74082343","0"
"64","00632793","현금흐름표","퇴직급여","-","160496990","92392932","78266700"
"65","00632793","현금흐름표","유형자산처분이익","-","0","0","453545"
"66","00632793","현금흐름표","유형자산처분손실","-","0","309334","0"
"67","00632793","현금흐름표","전환권평가손실","-","0","80541000","0"
"68","00632793","현금흐름표","전환권평가이익","-","-734866400","0","-11503000"
"69","00632793","현금흐름표","대손상각비","-","75783700","0","1101236994"
"70","00632793","현금흐름표","기타대손충당금의 환입","-","0","0","-22321064"
"71","00632793","현금흐름표","무형자산손상차손","-","0","62120235","118521637"
"72","00632793","현금흐름표","상각후측정금융자산손상차손","-","0","33280000","0"
"73","00632793","현금흐름표","운전자본의 변동","-","-246667015","339615609","760776337"
"74","00632793","현금흐름표","매출채권의 감소(증가)","-","21463495","380167040","377384445"
"75","00632793","현금흐름표","미수금의 감소(증가)","-","6071655","-12973230","22175868"
"76","00632793","현금흐름표","선급금의 감소(증가)","-","780000","-5062","39991215"
"77","00632793","현금흐름표","선급비용의 감소(증가)","-","8145620","-837313","2200239"
"78","00632793","현금흐름표","재고자산의 감소(증가)","-","125307447","54888218","307329157"
"79","00632793","현금흐름표","매입채무의 증가(감소)","-","-7013440","-30119940","-7268590"
"80","00632793","현금흐름표","미지급금의 증가(감소)","-","0","-7111958","-17119527"
"81","00632793","현금흐름표","미지급비용의 증가(감소)","-","173623881","-16739191","92985610"
"82","00632793","현금흐름표","선수금의 증가(감소)","-","4885742","-5910000","6000000"
"83","00632793","현금흐름표","예수금의 증가(감소)","-","13191164","2656460","2300255"
"84","00632793","현금흐름표","부가세예수금의 감소","-","0","0","-18429432"
"85","00632793","현금흐름표","반품충당부채의 감소","-","0","0","-18309308"
"86","00632793","현금흐름표","환불부채의 감소","-","-31207613","-4989052","0"
"87","00632793","현금흐름표","퇴직금의 지급","-","-11914966","-19410363","-28463595"
"88","00632793","현금흐름표","퇴직연금운용자산의 증가(감소)","-","-550000000","0","0"
"89","00632793","현금흐름표","이자수취","-","58135610","88392865","1549398"
"90","00632793","현금흐름표","이자지급","-","97043811","103578765","140038402"
"91","00632793","현금흐름표","법인세납부(환급)","-","7106060","1817560","-170940"
"92","00632793","현금흐름표","투자활동현금흐름","-","-800095441","223561335","-209986523"
"93","00632793","현금흐름표","보증금의 증가","-","61190951","0","8791544"
"94","00632793","현금흐름표","보증금의 감소","-","0","21955000","0"
"95","00632793","현금흐름표","단기대여금의 감소","-","0","515570087","0"
"96","00632793","현금흐름표","유형자산의 취득","-","425729079","26954890","2422400"
"97","00632793","현금흐름표","유형자산의 계약금 지급","-","275000000","0","0"
"98","00632793","현금흐름표","유형자산의 처분","-","0","100000","454545"
"99","00632793","현금흐름표","무형자산의 취득","-","21535411","287108862","165947124"
"100","00632793","현금흐름표","상각후원가측정금융자산의 취득","-","16640000","0","33280000"
