"","corp_code","sj_nm","account_nm","account_detail","2019","2018","2017"
"1","00577380","재무상태표","유동자산","-","61110801414","47318700062","51218429774"
"2","00577380","재무상태표","현금및현금성자산","-","9741556738","11454845577","13995978607"
"3","00577380","재무상태표","단기금융자산","-","13655621406","510000000","872709471"
"4","00577380","재무상태표","매출채권 및 기타채권","-","13019779949","13115096112","13332113585"
"5","00577380","재무상태표","기타유동금융자산","-","467398823","252572177","356932975"
"6","00577380","재무상태표","재고자산","-","24226444498","21986186196","22660695136"
"7","00577380","재무상태표","비유동자산","-","58041508374","62491480063","47332894935"
"8","00577380","재무상태표","장기금융상품","-","0","0","2284486275"
"9","00577380","재무상태표","당기손익-공정가치측정금융자산","-","639464081","2893158328","0"
"10","00577380","재무상태표","관계기업투자주식","-","312364314","320119362","0"
"11","00577380","재무상태표","유형자산","-","55098790273","56938936959","42659664051"
"12","00577380","재무상태표","무형자산","-","568357221","852814829","884149379"
"13","00577380","재무상태표","기타비유동금융자산","-","1280498278","1324282772","1116834715"
"14","00577380","재무상태표","이연법인세자산","-","142034207","162167813","387760515"
"15","00577380","재무상태표","자산총계","-","119152309788","109810180125","98551324709"
"16","00577380","재무상태표","유동부채","-","26612869180","21024821379","26612322507"
"17","00577380","재무상태표","매입채무 및 기타유동채무","-","5946959337","4981843970","5844637817"
"18","00577380","재무상태표","기타유동금융부채","-","20111257873","15890500000","19838502386"
"19","00577380","재무상태표","기타유동부채","-","502758739","115285050","0"
"20","00577380","재무상태표","당기법인세부채","-","51893231","37192359","929182304"
"21","00577380","재무상태표","비유동부채","-","18354284938","16158863184","1209243431"
"22","00577380","재무상태표","기타비유동금융부채","-","16200000000","14200000000","0"
"23","00577380","재무상태표","퇴직급여부채","-","1722572954","1788863184","808010611"
"24","00577380","재무상태표","이연법인세부채","-","0","0","281232820"
"25","00577380","재무상태표","기타비유동부채","-","431711984","170000000","120000000"
"26","00577380","재무상태표","부채총계","-","44967154118","37183684563","27821565938"
"27","00577380","재무상태표","지배기업의 소유주에게 귀속되는 자본","-","71117146901","69492886216","67446994390"
"28","00577380","재무상태표","자본금","-","4486091500","4486091500","4486091500"
"29","00577380","재무상태표","자본잉여금","-","13520720418","13520720418","13520720418"
