"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"40","01309795","포괄손익계산서","금융비용","-","768165449","360645585"
"41","01309795","포괄손익계산서","법인세비용차감전순이익(손실)","-","-3744341793","2208127060"
"42","01309795","포괄손익계산서","법인세비용","-","275737986","60597865"
"43","01309795","포괄손익계산서","당기순이익(손실)","-","-4020079779","2147529195"
"44","01309795","포괄손익계산서","기타포괄손익","-","-3641320","-28784859"
"45","01309795","포괄손익계산서","당기손익으로 재분류되지 않는항목","-","-3641320","-28784859"
"46","01309795","포괄손익계산서","총포괄손익","-","-4023721099","2118744336"
"47","01309795","포괄손익계산서","기본주당이익(손실)","-","-276","184"
"48","01309795","현금흐름표","영업활동현금흐름","-","-1139952245","-2717062120"
"49","01309795","현금흐름표","영업으로부터 창출된 현금흐름","-","-1078112377","-2668539590"
"50","01309795","현금흐름표","이자지급(영업)","-","67815040","37147249"
"51","01309795","현금흐름표","이자수취(영업)","-","13513746","4385789"
"52","01309795","현금흐름표","법인세납부(환급)","-","7538574","15761070"
"53","01309795","현금흐름표","투자활동현금흐름","-","476225623","-86812940"
"54","01309795","현금흐름표","합병으로 인한 증가","-","634343072","0"
"55","01309795","현금흐름표","유형자산의 증가","-","147456600","73049459"
"56","01309795","현금흐름표","무형자산의 취득","-","10660849","13663481"
"57","01309795","현금흐름표","임대보증금의 감소","-","0","-100000"
"58","01309795","현금흐름표","재무활동현금흐름","-","1807373339","3194603940"
"59","01309795","현금흐름표","단기차입금의 증가","-","8991172907","600000000"
"60","01309795","현금흐름표","장기차입금의 증가","-","0","200000000"
"61","01309795","현금흐름표","유상증자","-","0","2494603940"
"62","01309795","현금흐름표","단기차입금의 감소","-","6984091010","0"
"63","01309795","현금흐름표","유동성장기부채의 감소","-","-100000000","-100000000"
"64","01309795","현금흐름표","리스부채의 증가(감소)","-","99708558","0"
"65","01309795","현금흐름표","현금및현금성자산에 대한 환율변동효과","-","-16556464","-38904567"
"66","01309795","현금흐름표","기초현금및현금성자산","-","730929662","379105349"
"67","01309795","현금흐름표","환율변동효과 반영전 현금및현금성자산의 순증가(감소)","-","1143646717","390728880"
"68","01309795","현금흐름표","기말현금및현금성자산","-","1858019915","730929662"
"69","01309795","자본변동표","기초자본","별도재무제표 [member]","6997205391","2383857115"
"70","01309795","자본변동표","기초자본","자본 [member]|기타자본구성요소 [member]","0","0"
"71","01309795","자본변동표","기초자본","자본 [member]|기타포괄손익누계액 [member]","0","0"
"72","01309795","자본변동표","기초자본","자본 [member]|이익잉여금 [member]","3789273351","1670529015"
"73","01309795","자본변동표","기초자본","자본 [member]|자본금 [member]","1363200000","495000000"
"74","01309795","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","1844732040","218328100"
"75","01309795","자본변동표","회계정책변경에 따른 증가(감소)","별도재무제표 [member]","-3155256","0"
"76","01309795","자본변동표","회계정책변경에 따른 증가(감소)","자본 [member]|기타자본구성요소 [member]","0","0"
"77","01309795","자본변동표","회계정책변경에 따른 증가(감소)","자본 [member]|기타포괄손익누계액 [member]","0","0"
"78","01309795","자본변동표","회계정책변경에 따른 증가(감소)","자본 [member]|이익잉여금 [member]","-3155256","0"
"79","01309795","자본변동표","회계정책변경에 따른 증가(감소)","자본 [member]|자본금 [member]","0","0"
"80","01309795","자본변동표","회계정책변경에 따른 증가(감소)","자본 [member]|자본잉여금 [member]","0","0"
"81","01309795","자본변동표","당기순이익(손실)","별도재무제표 [member]","-4020079779","2147529195"
"82","01309795","자본변동표","당기순이익(손실)","자본 [member]|기타자본구성요소 [member]","0","0"
"83","01309795","자본변동표","당기순이익(손실)","자본 [member]|기타포괄손익누계액 [member]","0","0"
"84","01309795","자본변동표","당기순이익(손실)","자본 [member]|이익잉여금 [member]","-4020079779","2147529195"
"85","01309795","자본변동표","당기순이익(손실)","자본 [member]|자본금 [member]","0","0"
"86","01309795","자본변동표","당기순이익(손실)","자본 [member]|자본잉여금 [member]","0","0"
"87","01309795","자본변동표","보험수리적손익","별도재무제표 [member]","-3641320","-28784859"
"88","01309795","자본변동표","보험수리적손익","자본 [member]|기타자본구성요소 [member]","0","0"
"89","01309795","자본변동표","보험수리적손익","자본 [member]|기타포괄손익누계액 [member]","0","0"
"90","01309795","자본변동표","보험수리적손익","자본 [member]|이익잉여금 [member]","-3641320","-28784859"
"91","01309795","자본변동표","보험수리적손익","자본 [member]|자본금 [member]","0","0"
"92","01309795","자본변동표","보험수리적손익","자본 [member]|자본잉여금 [member]","0","0"
"93","01309795","자본변동표","유상증자","별도재무제표 [member]","0","2497548340"
"94","01309795","자본변동표","유상증자","자본 [member]|기타자본구성요소 [member]","0","0"
"95","01309795","자본변동표","유상증자","자본 [member]|기타포괄손익누계액 [member]","0","0"
"96","01309795","자본변동표","유상증자","자본 [member]|이익잉여금 [member]","0","0"
"97","01309795","자본변동표","유상증자","자본 [member]|자본금 [member]","0","285200000"
"98","01309795","자본변동표","유상증자","자본 [member]|자본잉여금 [member]","0","2212348340"
"99","01309795","자본변동표","무상증자","별도재무제표 [member]","0","-2944400"
"100","01309795","자본변동표","무상증자","자본 [member]|기타자본구성요소 [member]","0","0"
"101","01309795","자본변동표","무상증자","자본 [member]|기타포괄손익누계액 [member]","0","0"
"102","01309795","자본변동표","무상증자","자본 [member]|이익잉여금 [member]","0","0"
"103","01309795","자본변동표","무상증자","자본 [member]|자본금 [member]","0","583000000"
"104","01309795","자본변동표","무상증자","자본 [member]|자본잉여금 [member]","0","-585944400"
"105","01309795","자본변동표","사업결합","별도재무제표 [member]","10196906406","0"
"106","01309795","자본변동표","사업결합","자본 [member]|기타자본구성요소 [member]","-68924","0"
"107","01309795","자본변동표","사업결합","자본 [member]|기타포괄손익누계액 [member]","0","0"
"108","01309795","자본변동표","사업결합","자본 [member]|이익잉여금 [member]","0","0"
"109","01309795","자본변동표","사업결합","자본 [member]|자본금 [member]","265741400","0"
"110","01309795","자본변동표","사업결합","자본 [member]|자본잉여금 [member]","9931233930","0"
"111","01309795","자본변동표","사채의전환","별도재무제표 [member]","3355074992","0"
"112","01309795","자본변동표","사채의전환","자본 [member]|기타자본구성요소 [member]","0","0"
"113","01309795","자본변동표","사채의전환","자본 [member]|기타포괄손익누계액 [member]","0","0"
"114","01309795","자본변동표","사채의전환","자본 [member]|이익잉여금 [member]","0","0"
"115","01309795","자본변동표","사채의전환","자본 [member]|자본금 [member]","104000000","0"
"116","01309795","자본변동표","사채의전환","자본 [member]|자본잉여금 [member]","3251074992","0"
"117","01309795","자본변동표","기말자본","별도재무제표 [member]","16522310434","6997205391"
"118","01309795","자본변동표","기말자본","자본 [member]|기타자본구성요소 [member]","-68924","0"
"119","01309795","자본변동표","기말자본","자본 [member]|기타포괄손익누계액 [member]","0","0"
"120","01309795","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","237603004","3789273351"
"121","01309795","자본변동표","기말자본","자본 [member]|자본금 [member]","1732941400","1363200000"
"122","01309795","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","15027040962","1844732040"
