"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01335453","재무상태표","유동자산","-","9121616492","8969193991"
"2","01335453","재무상태표","현금및현금성자산","-","1461011323","158298485"
"3","01335453","재무상태표","단기금융상품","-","7500000000","8800000000"
"4","01335453","재무상태표","매출채권 및 기타유동채권","-","156601949","10875616"
"5","01335453","재무상태표","당기법인세자산","-","4003220","19890"
"6","01335453","재무상태표","자산총계","-","9121616492","8969193991"
"7","01335453","재무상태표","유동부채","-","11101500","5550000"
"8","01335453","재무상태표","미지급금및기타채무","-","10309500","5401500"
"9","01335453","재무상태표","기타유동부채","-","792000","148500"
"10","01335453","재무상태표","비유동부채","-","736877335","691173282"
"11","01335453","재무상태표","전환사채","-","690758849","673589064"
"12","01335453","재무상태표","이연법인세부채","-","46118486","17584218"
"13","01335453","재무상태표","부채총계","-","747978835","696723282"
"14","01335453","재무상태표","자본금","-","459000000","459000000"
"15","01335453","재무상태표","자본잉여금","-","7821228409","7821228409"
"16","01335453","재무상태표","이익잉여금(결손금)","-","93409248","-7757700"
"17","01335453","재무상태표","자본총계","-","8373637657","8272470709"
"18","01335453","재무상태표","자본과부채총계","-","9121616492","8969193991"
"19","01335453","포괄손익계산서","영업비용","-","24846280","17487550"
"20","01335453","포괄손익계산서","영업이익(손실)","-","-24846280","-17487550"
"21","01335453","포괄손익계산서","금융수익","-","171721812","11004881"
"22","01335453","포괄손익계산서","금융비용","-","17169785","3463101"
"23","01335453","포괄손익계산서","기타비용","-","4532",""
"24","01335453","포괄손익계산서","법인세비용차감전순이익(손실)","-","129701215","-9945770"
"25","01335453","포괄손익계산서","법인세비용","-","28534267","-2188070"
"26","01335453","포괄손익계산서","당기순이익(손실)","-","101166948","-7757700"
"27","01335453","포괄손익계산서","총포괄손익","-","101166948","-7757700"
"28","01335453","포괄손익계산서","기본주당이익(손실)","-","22","-5"
"29","01335453","포괄손익계산서","희석주당이익(손실)","-","22","-5"
"30","01335453","현금흐름표","영업활동현금흐름","-","2712838","-11828175"
"31","01335453","현금흐름표","당기순이익(손실)","-","101166948","-7757700"
"32","01335453","현금흐름표","당기순이익조정을 위한 가감","-","-126017759","-9729850"
"33","01335453","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","5551500","5550000"
"34","01335453","현금흐름표","이자수취(영업)","-","25995479","129265"
"35","01335453","현금흐름표","법인세납부(환급)","-","3983330","19890"
"36","01335453","현금흐름표","투자활동현금흐름","-","1300000000","-8800000000"
"37","01335453","현금흐름표","단기금융상품의 처분","-","1300000000",""
"38","01335453","현금흐름표","단기금융상품의 취득","-","","8800000000"
"39","01335453","현금흐름표","재무활동현금흐름","-","","8970126660"
"40","01335453","현금흐름표","설립자본금의 납입","-","","836068660"
"41","01335453","현금흐름표","유상증자","-","","7374058000"
"42","01335453","현금흐름표","전환사채의 증가","-","","760000000"
"43","01335453","현금흐름표","현금및현금성자산의순증가(감소)","-","1302712838","158298485"
"44","01335453","현금흐름표","기초현금및현금성자산","-","158298485",""
"45","01335453","현금흐름표","기말현금및현금성자산","-","1461011323","158298485"
"46","01335453","자본변동표","기초자본","별도재무제표 [member]","8272470709","836068660"
"47","01335453","자본변동표","기초자본","자본 [member]|이익잉여금 [member]","7757700",""
"48","01335453","자본변동표","기초자본","자본 [member]|자본금 [member]","459000000","84000000"
"49","01335453","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","7821228409","752068660"
"50","01335453","자본변동표","당기순이익(손실)","별도재무제표 [member]","101166948","-7757700"
"51","01335453","자본변동표","당기순이익(손실)","자본 [member]|이익잉여금 [member]","101166948","-7757700"
"52","01335453","자본변동표","전환사채의 발행","별도재무제표 [member]","","70101749"
"53","01335453","자본변동표","전환사채의 발행","자본 [member]|자본잉여금 [member]","","70101749"
"54","01335453","자본변동표","유상증자","별도재무제표 [member]","","7374058000"
"55","01335453","자본변동표","유상증자","자본 [member]|자본금 [member]","","375000000"
"56","01335453","자본변동표","유상증자","자본 [member]|자본잉여금 [member]","","6999058000"
"57","01335453","자본변동표","자본에 직접 반영된 소유주와의 거래 등 소계","별도재무제표 [member]","","7444159749"
"58","01335453","자본변동표","자본에 직접 반영된 소유주와의 거래 등 소계","자본 [member]|자본금 [member]","","375000000"
"59","01335453","자본변동표","자본에 직접 반영된 소유주와의 거래 등 소계","자본 [member]|자본잉여금 [member]","","7069159749"
"60","01335453","자본변동표","기말자본","별도재무제표 [member]","8373637657","8272470709"
"61","01335453","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","93409248","7757700"
"62","01335453","자본변동표","기말자본","자본 [member]|자본금 [member]","459000000","459000000"
"63","01335453","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","7821228409","7821228409"
