"","corp_code","sj_nm","account_nm","account_detail","2019"
"76","01365825","현금흐름표","자기주식의 취득","-","100470272"
"77","01365825","현금흐름표","자기주식의 처분","-","8113"
"78","01365825","현금흐름표","리스부채의 지급","-","-769552219"
"79","01365825","현금흐름표","환율변동효과 반영전 현금및현금성자산의 순증가(감소)","-","19165221088"
"80","01365825","현금흐름표","기초현금및현금성자산","-","27124093128"
"81","01365825","현금흐름표","외화표시 현금및현금성자산의 환율변동효과","-","-426997877"
"82","01365825","현금흐름표","기말현금및현금성자산","-","45862316339"
"83","01365825","자본변동표","기초자본","연결재무제표 [member]","172032353245"
"84","01365825","자본변동표","기초자본","자본 [member]|비지배지분 [member]","0"
"85","01365825","자본변동표","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","172032353245"
"86","01365825","자본변동표","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타불입자본","164477799954"
"87","01365825","자본변동표","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","172043291"
"88","01365825","자본변동표","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","0"
"89","01365825","자본변동표","기초자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","7382510000"
"90","01365825","자본변동표","당기순이익(손실)","연결재무제표 [member]","14971556321"
"91","01365825","자본변동표","당기순이익(손실)","자본 [member]|비지배지분 [member]","0"
"92","01365825","자본변동표","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","14971556321"
"93","01365825","자본변동표","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타불입자본","0"
"94","01365825","자본변동표","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","0"
"95","01365825","자본변동표","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","14971556321"
"96","01365825","자본변동표","당기순이익(손실)","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","0"
"97","01365825","자본변동표","해외사업환산손익","연결재무제표 [member]","-44237242"
"98","01365825","자본변동표","해외사업환산손익","자본 [member]|비지배지분 [member]","0"
"99","01365825","자본변동표","해외사업환산손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","-44237242"
"100","01365825","자본변동표","해외사업환산손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타불입자본","0"
"101","01365825","자본변동표","해외사업환산손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","-44237242"
"102","01365825","자본변동표","해외사업환산손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","0"
"103","01365825","자본변동표","해외사업환산손익","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","0"
"104","01365825","자본변동표","순확정급여부채의 재측정요소","연결재무제표 [member]","391632581"
"105","01365825","자본변동표","순확정급여부채의 재측정요소","자본 [member]|비지배지분 [member]","0"
"106","01365825","자본변동표","순확정급여부채의 재측정요소","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","391632581"
"107","01365825","자본변동표","순확정급여부채의 재측정요소","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타불입자본","0"
"108","01365825","자본변동표","순확정급여부채의 재측정요소","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","0"
"109","01365825","자본변동표","순확정급여부채의 재측정요소","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","391632581"
"110","01365825","자본변동표","순확정급여부채의 재측정요소","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","0"
"111","01365825","자본변동표","자기주식 거래로 인한 증감","연결재무제표 [member]","-100462159"
"112","01365825","자본변동표","자기주식 거래로 인한 증감","자본 [member]|비지배지분 [member]","0"
"113","01365825","자본변동표","자기주식 거래로 인한 증감","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","-100462159"
"114","01365825","자본변동표","자기주식 거래로 인한 증감","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타불입자본","-100462159"
"115","01365825","자본변동표","자기주식 거래로 인한 증감","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","0"
"116","01365825","자본변동표","자기주식 거래로 인한 증감","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","0"
"117","01365825","자본변동표","자기주식 거래로 인한 증감","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","0"
"118","01365825","자본변동표","자본 증가(감소) 합계","연결재무제표 [member]","15218489501"
"119","01365825","자본변동표","자본 증가(감소) 합계","자본 [member]|비지배지분 [member]","0"
"120","01365825","자본변동표","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","15218489501"
"121","01365825","자본변동표","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타불입자본","-100462159"
"122","01365825","자본변동표","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","-44237242"
"123","01365825","자본변동표","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","15363188902"
"124","01365825","자본변동표","자본 증가(감소) 합계","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","0"
"125","01365825","자본변동표","기말자본","연결재무제표 [member]","187250842746"
"126","01365825","자본변동표","기말자본","자본 [member]|비지배지분 [member]","0"
"127","01365825","자본변동표","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]","15318951660"
"128","01365825","자본변동표","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타불입자본","164377337795"
"129","01365825","자본변동표","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|기타자본구성요소 [member]","127806049"
"130","01365825","자본변동표","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|이익잉여금 [member]","15363188902"
"131","01365825","자본변동표","기말자본","자본 [member]|지배기업의 소유주에게 귀속되는 자본 [member]|자본금 [member]","7382510000"
