"","corp_code","sj_nm","account_nm","account_detail","2019"
"1","01365825","재무상태표","유동자산","-","169815139299"
"2","01365825","재무상태표","현금및현금성자산","-","45862316339"
"3","01365825","재무상태표","매출채권 및 기타유동채권","-","46693868186"
"4","01365825","재무상태표","기타유동금융자산","-","30421474614"
"5","01365825","재무상태표","기타유동자산","-","3556807012"
"6","01365825","재무상태표","재고자산","-","43280673148"
"7","01365825","재무상태표","비유동자산","-","54114792324"
"8","01365825","재무상태표","장기매출채권 및 기타비유동채권","-","4030087014"
"9","01365825","재무상태표","유형자산","-","28410466852"
"10","01365825","재무상태표","사용권자산","-","2830087148"
"11","01365825","재무상태표","무형자산","-","2939740530"
"12","01365825","재무상태표","기타비유동금융자산","-","11361506222"
"13","01365825","재무상태표","기타비유동자산","-","121194441"
"14","01365825","재무상태표","순확정급여자산","-","1518449595"
"15","01365825","재무상태표","이연법인세자산","-","2903260522"
"16","01365825","재무상태표","자산총계","-","223929931623"
"17","01365825","재무상태표","유동부채","-","33852517913"
"18","01365825","재무상태표","매입채무 및 기타유동채무","-","23064542989"
"19","01365825","재무상태표","유동리스부채","-","1307783433"
"20","01365825","재무상태표","당기법인세부채","-","2727011616"
"21","01365825","재무상태표","유동충당부채","-","5514149754"
"22","01365825","재무상태표","기타유동부채","-","1239030121"
"23","01365825","재무상태표","비유동부채","-","2826570964"
"24","01365825","재무상태표","장기매입채무 및 기타비유동채무","-","459585602"
"25","01365825","재무상태표","비유동리스부채","-","1532527577"
"26","01365825","재무상태표","비유동충당부채","-","834457785"
"27","01365825","재무상태표","부채총계","-","36679088877"
"28","01365825","재무상태표","지배기업의 소유주에게 귀속되는 자본","-","187250842746"
"29","01365825","재무상태표","자본금","-","7382510000"
"30","01365825","재무상태표","기타불입자본","-","164377337795"
"31","01365825","재무상태표","기타자본구성요소","-","127806049"
"32","01365825","재무상태표","이익잉여금(결손금)","-","15363188902"
"33","01365825","재무상태표","자본총계","-","187250842746"
"34","01365825","재무상태표","자본과부채총계","-","223929931623"
"35","01365825","포괄손익계산서","수익(매출액)","-","154611976517"
"36","01365825","포괄손익계산서","매출원가","-","85388684997"
"37","01365825","포괄손익계산서","매출총이익","-","69223291520"
"38","01365825","포괄손익계산서","판매비와관리비","-","52323338046"
"39","01365825","포괄손익계산서","영업이익(손실)","-","16899953474"
"40","01365825","포괄손익계산서","금융수익","-","7205823522"
"41","01365825","포괄손익계산서","금융원가","-","5167430306"
"42","01365825","포괄손익계산서","기타영업외수익","-","841169699"
"43","01365825","포괄손익계산서","기타영업외비용","-","551218269"
"44","01365825","포괄손익계산서","법인세비용차감전순이익(손실)","-","19228298120"
"45","01365825","포괄손익계산서","법인세비용","-","4256741799"
"46","01365825","포괄손익계산서","당기순이익(손실)","-","14971556321"
"47","01365825","포괄손익계산서","기타포괄손익","-","347395339"
"48","01365825","포괄손익계산서","당기손익으로 재분류될 수 있는 항목(세후기타포괄손익)","-","-44237242"
"49","01365825","포괄손익계산서","해외사업환산손익","-","-44237242"
"50","01365825","포괄손익계산서","당기손익으로 재분류되지 않는항목(세후기타포괄손익)","-","391632581"
"51","01365825","포괄손익계산서","순확정급여부채의 재측정요소","-","391632581"
"52","01365825","포괄손익계산서","총포괄손익","-","15318951660"
"53","01365825","포괄손익계산서","기본 및 희석주당이익","-","1058"
"54","01365825","현금흐름표","영업활동현금흐름","-","17676486902"
"55","01365825","현금흐름표","당기순이익(손실)","-","14971556321"
"56","01365825","현금흐름표","당기순이익조정을 위한 가감","-","20355072212"
"57","01365825","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","-15660818667"
"58","01365825","현금흐름표","이자수취(영업)","-","934213320"
"59","01365825","현금흐름표","법인세납부(환급)","-","2923536284"
"60","01365825","현금흐름표","투자활동현금흐름","-","2358748564"
"61","01365825","현금흐름표","유형자산의 취득","-","4875650302"
"62","01365825","현금흐름표","유형자산의 처분","-","752433000"
"63","01365825","현금흐름표","무형자산의 취득","-","111118800"
"64","01365825","현금흐름표","당기손익-공정가치측정금융자산의 처분","-","20321728269"
"65","01365825","현금흐름표","당기손익-공정가치측정금융자산의 취득","-","13447909353"
"66","01365825","현금흐름표","상각후원가 측정 금융자산의 처분","-","4000000000"
"67","01365825","현금흐름표","상각후원가 측정 금융자산의 취득","-","2041820549"
"68","01365825","현금흐름표","선물거래투자 증가","-","938047000"
"69","01365825","현금흐름표","장기대여금의 증가","-","255159335"
"70","01365825","현금흐름표","장기대여금의 감소","-","92916660"
"71","01365825","현금흐름표","단기대여금의 증가","-","67396225"
"72","01365825","현금흐름표","단기대여금의 감소","-","103955564"
"73","01365825","현금흐름표","보증금의 증가","-","1175629365"
"74","01365825","현금흐름표","보증금의 감소","-","446000"
"75","01365825","현금흐름표","재무활동현금흐름","-","-870014378"
