"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01276901","재무상태표","유동자산","-","15055376421","14864133872"
"2","01276901","재무상태표","현금및현금성자산","-","51213631","65083443"
"3","01276901","재무상태표","단기금융상품","-","14938027952","14712298395"
"4","01276901","재무상태표","매출채권 및 기타유동채권","-","52566855","84484144"
"5","01276901","재무상태표","당기법인세자산","-","13567983","2267890"
"6","01276901","재무상태표","자산총계","-","15055376421","14864133872"
"7","01276901","재무상태표","유동부채","-","22274000","11517600"
"8","01276901","재무상태표","미지급금및기타채무","-","21218000","10791600"
"9","01276901","재무상태표","기타유동부채","-","1056000","726000"
"10","01276901","재무상태표","비유동부채","-","896946457","880970450"
"11","01276901","재무상태표","전환사채","-","867156089","841843912"
"12","01276901","재무상태표","이연법인세부채","-","29790368","39126538"
"13","01276901","재무상태표","부채총계","-","919220457","892488050"
"14","01276901","재무상태표","자본금","-","755000000","755000000"
"15","01276901","재무상태표","자본잉여금","-","13179173198","13179173198"
"16","01276901","재무상태표","이익잉여금(결손금)","-","201982766","37472624"
"17","01276901","재무상태표","자본총계","-","14136155964","13971645822"
"18","01276901","재무상태표","자본과부채총계","-","15055376421","14864133872"
"19","01276901","포괄손익계산서","영업비용","-","26942340","29513500"
"20","01276901","포괄손익계산서","영업이익(손실)","-","-26942340","-29513500"
"21","01276901","포괄손익계산서","금융수익","-","234961686","99211082"
"22","01276901","포괄손익계산서","금융비용","-","25312177","21649986"
"23","01276901","포괄손익계산서","기타수익","-","0","0"
"24","01276901","포괄손익계산서","기타비용","-","1870","5770"
"25","01276901","포괄손익계산서","법인세비용차감전순이익(손실)","-","182705299","48041826"
"26","01276901","포괄손익계산서","법인세비용","-","18195157","10569202"
"27","01276901","포괄손익계산서","당기순이익(손실)","-","164510142","37472624"
"28","01276901","포괄손익계산서","총포괄손익","-","164510142","37472624"
"29","01276901","포괄손익계산서","기본주당이익(손실)","-","22","11"
"30","01276901","포괄손익계산서","희석주당이익(손실)","-","22","11"
"31","01276901","현금흐름표","영업활동현금흐름","-","211859745","-5542622"
"32","01276901","현금흐름표","영업에서 창출된 현금","-","-16187809","-18001670"
"33","01276901","현금흐름표","당기순이익(손실)","-","164510142","37472624"
"34","01276901","현금흐름표","당기순이익조정을 위한 가감","-","-191454351","-66991894"
"35","01276901","현금흐름표","영업활동으로인한자산ㆍ부채의변동","-","10756400","11517600"
"36","01276901","현금흐름표","이자수취(영업)","-","239347647","14726938"
"37","01276901","현금흐름표","법인세납부(환급)","-","11300093","2267890"
"38","01276901","현금흐름표","투자활동현금흐름","-","-225729557","-14712298395"
"39","01276901","현금흐름표","투자활동으로 인한 현금유출액","-","-225729557","-14712298395"
"40","01276901","현금흐름표","단기금융상품의 증가","-","225729557","14712298395"
"41","01276901","현금흐름표","재무활동현금흐름","-","","14782924460"
"42","01276901","현금흐름표","재무활동으로 인한 현금유입액","-","","14782924460"
"43","01276901","현금흐름표","설립자본금의 납입","-","","1044813960"
"44","01276901","현금흐름표","유상증자","-","","12788110500"
"45","01276901","현금흐름표","전환사채의 발행","-","","950000000"
"46","01276901","현금흐름표","현금및현금성자산의순증가(감소)","-","-13869812","65083443"
"47","01276901","현금흐름표","기초현금및현금성자산","-","65083443",""
"48","01276901","현금흐름표","기말현금및현금성자산","-","51213631","65083443"
"49","01276901","자본변동표","기초자본","별도재무제표 [member]","13971645822","1044813960"
"50","01276901","자본변동표","기초자본","자본 [member]|이익잉여금 [member]","37472624",""
"51","01276901","자본변동표","기초자본","자본 [member]|자본금 [member]","755000000","105000000"
"52","01276901","자본변동표","기초자본","자본 [member]|자본잉여금 [member]","13179173198","939813960"
"53","01276901","자본변동표","당기순이익(손실)","별도재무제표 [member]","164510142","37472624"
"54","01276901","자본변동표","당기순이익(손실)","자본 [member]|이익잉여금 [member]","164510142","37472624"
"55","01276901","자본변동표","전환사채의 발행","별도재무제표 [member]","","101248738"
"56","01276901","자본변동표","전환사채의 발행","자본 [member]|자본잉여금 [member]","","101248738"
"57","01276901","자본변동표","유상증자","별도재무제표 [member]","","12788110500"
"58","01276901","자본변동표","유상증자","자본 [member]|자본금 [member]","","650000000"
"59","01276901","자본변동표","유상증자","자본 [member]|자본잉여금 [member]","","12138110500"
"60","01276901","자본변동표","자본에 직접 반영된 소유주와의 거래 등 소계","별도재무제표 [member]","","12889359238"
"61","01276901","자본변동표","자본에 직접 반영된 소유주와의 거래 등 소계","자본 [member]|자본금 [member]","","650000000"
"62","01276901","자본변동표","자본에 직접 반영된 소유주와의 거래 등 소계","자본 [member]|자본잉여금 [member]","","12239359238"
"63","01276901","자본변동표","기말자본","별도재무제표 [member]","14136155964","13971645822"
"64","01276901","자본변동표","기말자본","자본 [member]|이익잉여금 [member]","201982766","37472624"
"65","01276901","자본변동표","기말자본","자본 [member]|자본금 [member]","755000000","755000000"
"66","01276901","자본변동표","기말자본","자본 [member]|자본잉여금 [member]","13179173198","13179173198"
