"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01316236","재무상태표","유동자산","-","446058406735","438322896156"
"2","01316236","재무상태표","현금및현금성자산","-","46059080773","79257821592"
"3","01316236","재무상태표","매출채권 및 기타채권","-","150972646883","184669279665"
"4","01316236","재무상태표","기타금융자산","-","5726939782","3015347825"
"5","01316236","재무상태표","기타유동자산","-","115789568296","46085921955"
"6","01316236","재무상태표","재고자산","-","127510171001","125294525119"
"7","01316236","재무상태표","비유동자산","-","1617458091499","1214926483116"
"8","01316236","재무상태표","장기매출채권 및 기타채권","-","4947322294","4710258452"
"9","01316236","재무상태표","유형자산","-","1448333094443","1117555202137"
"10","01316236","재무상태표","무형자산","-","73072331903","74144821677"
"11","01316236","재무상태표","관계기업투자","-","10737638205","6691571371"
"12","01316236","재무상태표","기타비유동금융자산","-","73868500669","2648654952"
"13","01316236","재무상태표","기타비유동자산","-","1990886026","877899278"
"14","01316236","재무상태표","이연법인세자산","-","4508317959","8298075249"
"15","01316236","재무상태표","자산총계","-","2063516498234","1653249379272"
"16","01316236","재무상태표","유동부채","-","431320455217","685979239465"
"17","01316236","재무상태표","매입채무 및 기타채무","-","219881693604","275675409413"
"18","01316236","재무상태표","차입금","-","185915655777","399745562796"
"19","01316236","재무상태표","기타금융부채","-","1193029121",""
"20","01316236","재무상태표","당기법인세부채","-","20442749505","6388339437"
"21","01316236","재무상태표","기타유동부채","-","3887327210","4169927819"
"22","01316236","재무상태표","비유동부채","-","1177487603095","600021899137"
"23","01316236","재무상태표","장기매입채무 및 기타채무","-","12518989095","12054878779"
"24","01316236","재무상태표","장기차입금","-","1155850180753","582939999868"
"25","01316236","재무상태표","순확정급여부채","-","","1510207937"
"26","01316236","재무상태표","이연법인세부채","-","2867617709","1652556809"
"27","01316236","재무상태표","기타비유동금융부채","-","4668452728",""
"28","01316236","재무상태표","기타비유동부채","-","1582362810","1864255744"
"29","01316236","재무상태표","부채총계","-","1608808058312","1286001138602"
"30","01316236","재무상태표","지배기업의 소유주지분","-","454708439922","367248240670"
"31","01316236","재무상태표","자본금","-","15950630000","15950630000"
"32","01316236","재무상태표","주식발행초과금","-","327697938702","327697938702"
"33","01316236","재무상태표","이익잉여금","-","98174854969","18284191681"
"34","01316236","재무상태표","기타자본구성요소","-","12885016251","5315480287"
"35","01316236","재무상태표","비지배지분","-","0","0"
"36","01316236","재무상태표","자본총계","-","454708439922","367248240670"
"37","01316236","재무상태표","자본과부채총계","-","2063516498234","1653249379272"
"38","01316236","손익계산서","매출액","-","1812470395896","1116772144102"
"39","01316236","손익계산서","매출원가","-","1568884840997","1002169250785"
"40","01316236","손익계산서","매출총이익","-","243585554899","114602893317"
"41","01316236","손익계산서","판매비와관리비","-","68705193390","36041843460"
"42","01316236","손익계산서","연구개발비","-","20993052234","13566269569"
"43","01316236","손익계산서","영업이익","-","153887309275","64994780288"
"44","01316236","손익계산서","기타수익","-","3973011293","2963332933"
"45","01316236","손익계산서","기타비용","-","6312312023","4468896853"
"46","01316236","손익계산서","금융수익","-","43762300670","20903537062"
"47","01316236","손익계산서","금융비용","-","89349315217","50024107392"
"48","01316236","손익계산서","관계기업손익","-","4052766909","-6950682719"
"49","01316236","손익계산서","법인세비용차감전순이익","-","110013760907","27417963319"
"50","01316236","손익계산서","법인세비용","-","22190312628","7023102648"
"51","01316236","손익계산서","당기순이익","-","87823448279","20394860671"
"52","01316236","손익계산서","지배기업의 소유주지분","-","87823448279","20394860671"
"53","01316236","손익계산서","비지배지분","-","0","0"
"54","01316236","손익계산서","기본주당이익","-","27637","6412"
"55","01316236","포괄손익계산서","당기순이익","-","87823448279","20394860671"
"56","01316236","포괄손익계산서","기타포괄손익","-","2814545972","2890874872"
"57","01316236","포괄손익계산서","당기손익으로 재분류되지 않는 항목","-","-4754989992","-2110668990"
"58","01316236","포괄손익계산서","순확정급여부채의 재측정요소","-","-4764235627","-2010160177"
"59","01316236","포괄손익계산서","관계기업의 순확정급여부채의 재측정 지분","-","9245635","-100508813"
"60","01316236","포괄손익계산서","후속적으로 당기손익으로 재분류되는 항목","-","7569535964","5001543862"
"61","01316236","포괄손익계산서","관계기업투자평가손익","-","-15945710","-17413866"
"62","01316236","포괄손익계산서","해외사업환산손익","-","7585481674","5018957728"
"63","01316236","포괄손익계산서","총포괄이익","-","90637994251","23285735543"
"64","01316236","포괄손익계산서","지배주주지분","-","90637994251","23285735543"
"65","01316236","포괄손익계산서","비지배주주지분","-","0","0"
"66","01316236","현금흐름표","영업활동으로 인한 현금흐름","-","163249196133","76768064089"
"67","01316236","현금흐름표","영업으로부터 창출된 현금흐름","-","204725208267","102175350412"
"68","01316236","현금흐름표","법인세납부","-","5553589642","4790669894"
"69","01316236","현금흐름표","이자지급","-","36099832842","20689961633"
"70","01316236","현금흐름표","이자수취","-","177410350","73345204"
"71","01316236","현금흐름표","투자활동으로 인한 현금흐름","-","-552404758639","-145179345173"
"72","01316236","현금흐름표","장기기타채권의 처분","-","140719996","49053332"
"73","01316236","현금흐름표","유형자산의 처분","-","7322219","9000"
"74","01316236","현금흐름표","정부보조금의 수령","-","427000000",""
"75","01316236","현금흐름표","무형자산의 처분","-","654819821",""
"76","01316236","현금흐름표","기타채권의 취득","-","-362409142","-100251063"
"77","01316236","현금흐름표","기타금융자산의 취득","-","3554923904",""
"78","01316236","현금흐름표","장기기타채권의 취득","-","-415374832","-1071054701"
"79","01316236","현금흐름표","장기기타금융자산의 취득","-","-67741851786","-15500000"
"80","01316236","현금흐름표","유형자산의 취득","-","480888745165","83569095371"
"81","01316236","현금흐름표","무형자산의 취득","-","671315846","60472506370"
"82","01316236","현금흐름표","재무활동으로 인한 현금흐름","-","351684383116","-134868892361"
"83","01316236","현금흐름표","단기차입금의 차입","-","2638458583190","1840639534612"
"84","01316236","현금흐름표","장기차입금의 차입 및 사채의 발행","-","786289094300","61000000000"
"85","01316236","현금흐름표","단기차입금의 상환","-","2852046518060","1972770285768"
"86","01316236","현금흐름표","장기차입금 및 사채의 상환","-","213755125000","61894700000"
"87","01316236","현금흐름표","배당금지급","-","3177795000",""
"88","01316236","현금흐름표","리스부채의 상환","-","-4083856314",""
"89","01316236","현금흐름표","자기주식의 취득","-","","1843441205"
"90","01316236","현금흐름표","현금및현금성자산의 환율변동으로 인한 효과","-","4272438571","6668013383"
"91","01316236","현금흐름표","현금및현금성자산의 순증감","-","-33198740819","-196612160062"
"92","01316236","현금흐름표","기초 현금및현금성자산","-","79257821592","275869981654"
"93","01316236","현금흐름표","기말 현금및현금성자산","-","46059080773","79257821592"
"94","01316236","자본변동표","기초자본","연결재무제표 [member]","367248240670","345805946332"
"95","01316236","자본변동표","기초자본","자본 [member]|지배기업 소유주지분","367248240670","345805946332"
"96","01316236","자본변동표","기초자본","자본 [member]|지배기업 소유주지분|기타자본구성요소 [member]","5315480287","2157377630"
"97","01316236","자본변동표","기초자본","자본 [member]|지배기업 소유주지분|이익잉여금 [member]","18284191681",""
"98","01316236","자본변동표","기초자본","자본 [member]|지배기업 소유주지분|자본금 [member]","15950630000","15950630000"
"99","01316236","자본변동표","기초자본","자본 [member]|지배기업 소유주지분|주식발행초과금","327697938702","327697938702"
"100","01316236","자본변동표","당기순이익","연결재무제표 [member]","87823448279","20394860671"
"101","01316236","자본변동표","당기순이익","자본 [member]|지배기업 소유주지분","87823448279","20394860671"
"102","01316236","자본변동표","당기순이익","자본 [member]|지배기업 소유주지분|이익잉여금 [member]","87823448279","20394860671"
"103","01316236","자본변동표","순확정급여부채의 재측정요소","연결재무제표 [member]","-4764235627","-2010160177"
"104","01316236","자본변동표","순확정급여부채의 재측정요소","자본 [member]|지배기업 소유주지분","-4764235627","-2010160177"
"105","01316236","자본변동표","순확정급여부채의 재측정요소","자본 [member]|지배기업 소유주지분|이익잉여금 [member]","-4764235627","-2010160177"
"106","01316236","자본변동표","관계기업의 순확정급여부채의 재측정요소 지분","연결재무제표 [member]","9245635","-100508813"
"107","01316236","자본변동표","관계기업의 순확정급여부채의 재측정요소 지분","자본 [member]|지배기업 소유주지분","9245635","-100508813"
"108","01316236","자본변동표","관계기업의 순확정급여부채의 재측정요소 지분","자본 [member]|지배기업 소유주지분|이익잉여금 [member]","9245635","-100508813"
"109","01316236","자본변동표","관계기업투자평가손익","연결재무제표 [member]","-15945709","-17413866"
"110","01316236","자본변동표","관계기업투자평가손익","자본 [member]|지배기업 소유주지분","-15945709","-17413866"
"111","01316236","자본변동표","관계기업투자평가손익","자본 [member]|지배기업 소유주지분|기타자본구성요소 [member]","-15945710","-17413866"
"112","01316236","자본변동표","자기주식 거래로 인한 증감","연결재무제표 [member]","","-1843441205"
"113","01316236","자본변동표","자기주식 거래로 인한 증감","자본 [member]|지배기업 소유주지분","","-1843441205"
"114","01316236","자본변동표","자기주식 거래로 인한 증감","자본 [member]|지배기업 소유주지분|기타자본구성요소 [member]","","-1843441205"
"115","01316236","자본변동표","배당금지급","연결재무제표 [member]","3177795000",""
"116","01316236","자본변동표","배당금지급","자본 [member]|지배기업 소유주지분","3177795000",""
"117","01316236","자본변동표","배당금지급","자본 [member]|지배기업 소유주지분|이익잉여금 [member]","3177795000",""
"118","01316236","자본변동표","해외사업환산손익","연결재무제표 [member]","7585481674","5018957728"
"119","01316236","자본변동표","해외사업환산손익","자본 [member]|지배기업 소유주지분","7585481674","5018957728"
"120","01316236","자본변동표","해외사업환산손익","자본 [member]|지배기업 소유주지분|기타자본구성요소 [member]","7585481674","5018957728"
"121","01316236","자본변동표","기말자본","연결재무제표 [member]","454708439922","367248240670"
"122","01316236","자본변동표","기말자본","자본 [member]|지배기업 소유주지분","454708439922","367248240670"
"123","01316236","자본변동표","기말자본","자본 [member]|지배기업 소유주지분|기타자본구성요소 [member]","12885016251","5315480287"
"124","01316236","자본변동표","기말자본","자본 [member]|지배기업 소유주지분|이익잉여금 [member]","98174854969","18284191681"
"125","01316236","자본변동표","기말자본","자본 [member]|지배기업 소유주지분|자본금 [member]","15950630000","15950630000"
"126","01316236","자본변동표","기말자본","자본 [member]|지배기업 소유주지분|주식발행초과금","327697938702","327697938702"
