"","corp_code","sj_nm","account_nm","account_detail","2019","2018"
"1","01325979","재무상태표","유동자산","-","469375483416","479655613801"
"2","01325979","재무상태표","현금및현금성자산","-","6463487358","2912758358"
"3","01325979","재무상태표","매출채권및기타채권","-","253928348486","247546303480"
"4","01325979","재무상태표","기타금융자산","-","23326178706","25366954919"
"5","01325979","재무상태표","재고자산","-","184753849581","203033304434"
"6","01325979","재무상태표","기타유동자산","-","903619285","796292610"
"7","01325979","재무상태표","비유동자산","-","559423333937","574462927353"
"8","01325979","재무상태표","유형자산","-","539147262755","555423889604"
"9","01325979","재무상태표","투자부동산","-","3396668781","3484117619"
"10","01325979","재무상태표","무형자산","-","7252822799","7678117688"
"11","01325979","재무상태표","매출채권및기타채권","-","6701670153","7116643803"
"12","01325979","재무상태표","기타금융자산","-","2924909449","760158639"
"13","01325979","재무상태표","자산총계","-","1028798817353","1054118541154"
"14","01325979","재무상태표","유동부채","-","251534587510","329332780174"
"15","01325979","재무상태표","매입채무및기타채무","-","136746626429","154047580616"
"16","01325979","재무상태표","차입부채","-","86503255962","167485614619"
"17","01325979","재무상태표","당기법인세부채","-","16930337621","2620471356"
"18","01325979","재무상태표","기타금융부채","-","3586076","129150463"
"19","01325979","재무상태표","기타유동부채","-","11350781422","5049963120"
"20","01325979","재무상태표","비유동부채","-","206066216385","171333960267"
"21","01325979","재무상태표","매입채무및기타채무","-","2159920206","2062619911"
"22","01325979","재무상태표","차입부채","-","130728364919","100493866102"
"23","01325979","재무상태표","순확정급여부채","-","6521034769","831506660"
"24","01325979","재무상태표","이연법인세부채","-","66511896491","67800967594"
"25","01325979","재무상태표","기타비유동부채","-","145000000","145000000"
"26","01325979","재무상태표","부채총계","-","457600803895","500666740441"
"27","01325979","재무상태표","자본금","-","14181500000","14181500000"
"28","01325979","재무상태표","기타불입자본","-","530179433765","529922118727"
"29","01325979","재무상태표","이익잉여금","-","26837079693","9348181986"
"30","01325979","재무상태표","자본총계","-","571198013458","553451800713"
"31","01325979","재무상태표","부채및자본총계","-","1028798817353","1054118541154"
"32","01325979","포괄손익계산서","매출액","-","1227180212283","433409063446"
"33","01325979","포괄손익계산서","매출원가","-","1116640909088","400700656976"
"34","01325979","포괄손익계산서","매출총이익","-","110539303195","32708406470"
