"","Price"
"2011-04-15",20111
"2011-04-22",20334
"2011-04-29",21634
"2011-05-06",22127
"2011-05-13",22799
"2011-05-20",21544
"2011-05-27",19753
"2011-06-03",19932
"2011-06-10",19484
"2011-06-17",18767
"2011-06-24",20380
"2011-07-01",21230
"2011-07-08",21410
"2011-07-15",24276
"2011-07-22",22977
"2011-07-29",20782
"2011-08-05",20603
"2011-08-12",19215
"2011-08-19",17916
"2011-08-26",18813
"2011-09-02",19529
"2011-09-09",18678
"2011-09-16",18991
"2011-09-23",14915
"2011-09-30",14960
"2011-10-07",12989
"2011-10-14",15900
"2011-10-21",16931
"2011-10-28",18139
"2011-11-04",20559
"2011-11-11",20334
"2011-11-18",22888
"2011-11-25",21768
"2011-12-02",21948
"2011-12-09",21589
"2011-12-16",21814
"2011-12-23",20917
"2011-12-29",21923
"2012-01-06",20449
"2012-01-13",20726
"2012-01-20",20726
"2012-01-27",22291
"2012-02-03",24363
"2012-02-10",25607
"2012-02-17",24042
"2012-02-24",26345
"2012-03-02",27588
"2012-03-09",28923
"2012-03-16",27864
"2012-03-23",28508
"2012-03-30",27495
"2012-04-06",27218
"2012-04-13",27634
"2012-04-20",28094
"2012-04-27",28555
"2012-05-04",24548
"2012-05-11",24272
"2012-05-18",20172
"2012-05-25",20541
"2012-06-01",20863
"2012-06-08",19620
"2012-06-15",21508
"2012-06-22",22383
"2012-06-29",22153
"2012-07-06",23673
"2012-07-13",22705
"2012-07-20",23719
"2012-07-27",22659
"2012-08-03",22383
"2012-08-10",24502
"2012-08-17",25607
"2012-08-24",25146
"2012-08-31",26252
"2012-09-07",26160
"2012-09-14",26298
"2012-09-21",28417
"2012-09-28",27679
"2012-10-05",27910
"2012-10-12",26114
"2012-10-19",25331
"2012-10-26",24871
"2012-11-02",26390
"2012-11-09",26713
"2012-11-16",19436
"2012-11-23",19159
"2012-11-30",19712
"2012-12-07",20035
"2012-12-14",20679
"2012-12-21",19482
"2012-12-28",20374
"2013-01-04",20469
"2013-01-11",21037
"2013-01-18",21749
"2013-01-25",21226
"2013-02-01",20611
"2013-02-08",21701
"2013-02-15",22032
"2013-02-22",23880
"2013-02-28",24070
"2013-03-08",23264
"2013-03-15",23217
"2013-03-22",22601
"2013-03-29",22695
"2013-04-05",22270
"2013-04-12",21322
"2013-04-19",21274
"2013-04-26",21037
"2013-05-03",21511
"2013-05-10",22317
"2013-05-16",21985
"2013-05-24",21416
"2013-05-31",23643
"2013-06-07",22932
"2013-06-14",22980
"2013-06-21",21749
"2013-06-28",21559
"2013-07-05",22743
"2013-07-12",23074
"2013-07-19",22459
"2013-07-26",24022
"2013-08-02",23217
"2013-08-09",22980
"2013-08-16",23596
"2013-08-23",23738
"2013-08-30",22317
"2013-09-06",22695
"2013-09-13",25112
"2013-09-17",25349
"2013-09-27",24307
"2013-10-04",22838
"2013-10-11",22032
"2013-10-18",20659
"2013-10-25",20801
"2013-11-01",21132
"2013-11-08",21085
"2013-11-15",20564
"2013-11-22",20659
"2013-11-29",21559
"2013-12-06",20990
"2013-12-13",20280
"2013-12-20",20564
