"","Price"
"2011-04-15",26350
"2011-04-22",26000
"2011-04-29",24850
"2011-05-06",23500
"2011-05-13",23600
"2011-05-20",23850
"2011-05-27",22900
"2011-06-03",23100
"2011-06-10",23450
"2011-06-17",24650
"2011-06-24",24350
"2011-07-01",24900
"2011-07-08",25450
"2011-07-15",27400
"2011-07-22",27150
"2011-07-29",26950
"2011-08-05",24450
"2011-08-12",24150
"2011-08-19",23500
"2011-08-26",23450
"2011-09-02",25500
"2011-09-09",25700
"2011-09-16",25800
"2011-09-23",23650
"2011-09-30",23100
"2011-10-07",23000
"2011-10-14",22250
"2011-10-21",21900
"2011-10-28",23350
"2011-11-04",22300
"2011-11-11",21500
"2011-11-18",20550
"2011-11-25",19400
"2011-12-02",20800
"2011-12-09",20050
"2011-12-16",19400
"2011-12-23",20750
"2011-12-29",19950
"2012-01-06",20200
"2012-01-13",20150
"2012-01-20",19850
"2012-01-27",21450
"2012-02-03",22900
"2012-02-10",23200
"2012-02-17",22350
"2012-02-24",22600
"2012-03-02",22900
"2012-03-09",23000
"2012-03-16",22850
"2012-03-23",21550
"2012-03-30",21300
"2012-04-06",21400
"2012-04-13",22400
"2012-04-20",21350
"2012-04-27",22100
"2012-05-04",22950
"2012-05-11",22100
"2012-05-18",20350
"2012-05-25",21450
"2012-06-01",22200
"2012-06-08",22400
"2012-06-15",22100
"2012-06-22",22500
"2012-06-29",22550
"2012-07-06",22600
"2012-07-13",22400
"2012-07-20",23450
"2012-07-27",23300
"2012-08-03",23700
"2012-08-10",23850
"2012-08-17",24250
"2012-08-24",24200
"2012-08-31",24200
"2012-09-07",24750
"2012-09-14",25300
"2012-09-21",26800
"2012-09-28",26850
"2012-10-05",26150
"2012-10-12",24700
"2012-10-19",23850
"2012-10-26",23000
"2012-11-02",24000
"2012-11-09",25900
"2012-11-16",25100
"2012-11-23",25850
"2012-11-30",25400
"2012-12-07",24650
"2012-12-14",25050
"2012-12-21",26200
"2012-12-28",25900
"2013-01-04",25050
"2013-01-11",26650
"2013-01-18",24950
"2013-01-25",25250
"2013-02-01",25300
"2013-02-08",24400
"2013-02-15",24600
"2013-02-22",23450
"2013-02-28",24450
"2013-03-08",23900
"2013-03-15",24200
"2013-03-22",23650
"2013-03-29",24050
"2013-04-05",23650
"2013-04-12",23100
"2013-04-19",22200
"2013-04-26",23200
"2013-05-03",23250
"2013-05-10",22950
"2013-05-16",23600
"2013-05-24",22500
"2013-05-31",22100
"2013-06-07",22600
"2013-06-14",21700
"2013-06-21",18850
"2013-06-28",18400
"2013-07-05",19000
"2013-07-12",19700
"2013-07-19",19400
"2013-07-26",20000
"2013-08-02",19700
