"","Price"
"2011-04-15",45623
"2011-04-22",53114
"2011-04-29",47861
"2011-05-06",46499
"2011-05-13",45672
"2011-05-20",44748
"2011-05-27",43678
"2011-06-03",44505
"2011-06-10",42656
"2011-06-17",45867
"2011-06-24",46207
"2011-07-01",47861
"2011-07-08",49028
"2011-07-15",51071
"2011-07-22",53016
"2011-07-29",50293
"2011-08-05",42997
"2011-08-12",39981
"2011-08-19",34777
"2011-08-26",36820
"2011-09-02",39884
"2011-09-09",36577
"2011-09-16",36041
"2011-09-23",32491
"2011-09-30",32880
"2011-10-07",33561
"2011-10-14",35020
"2011-10-21",34680
"2011-10-28",38522
"2011-11-04",37792
"2011-11-11",36382
"2011-11-18",36479
"2011-11-25",33318
"2011-12-02",36917
"2011-12-09",35020
"2011-12-16",33707
"2011-12-23",33561
"2011-12-29",32248
"2012-01-06",32199
"2012-01-13",33464
"2012-01-20",34826
"2012-01-27",35263
"2012-02-03",37744
"2012-02-10",37792
"2012-02-17",35993
"2012-02-24",35847
"2012-03-02",35117
"2012-03-09",33804
"2012-03-16",33853
"2012-03-23",32929
"2012-03-30",31664
"2012-04-06",31032
"2012-04-13",30983
"2012-04-20",30156
"2012-04-27",29037
"2012-05-04",29718
"2012-05-11",28162
"2012-05-18",25876
"2012-05-25",27286
"2012-06-01",27530
"2012-06-08",26411
"2012-06-15",28211
"2012-06-22",28065
"2012-06-29",27384
"2012-07-06",27821
"2012-07-13",26460
"2012-07-20",26751
"2012-07-27",26849
"2012-08-03",28259
"2012-08-10",30059
"2012-08-17",29670
"2012-08-24",30399
"2012-08-31",32053
"2012-09-07",32734
"2012-09-14",34242
"2012-09-21",34339
"2012-09-28",33707
"2012-10-05",33075
"2012-10-12",31032
"2012-10-19",32248
"2012-10-26",30351
"2012-11-02",30837
"2012-11-09",31859
"2012-11-16",31323
"2012-11-23",30643
"2012-11-30",30983
"2012-12-07",31615
"2012-12-14",33366
"2012-12-21",33755
"2012-12-28",33269
"2013-01-04",34096
"2013-01-11",32345
"2013-01-18",32491
"2013-01-25",31664
"2013-02-01",32248
"2013-02-08",32053
"2013-02-15",32637
"2013-02-22",32783
"2013-02-28",33950
"2013-03-08",33853
"2013-03-15",33172
"2013-03-22",32637
"2013-03-29",32831
"2013-04-05",31761
"2013-04-12",31664
"2013-04-19",30302
"2013-04-26",30643
"2013-05-03",30351
"2013-05-10",31080
"2013-05-16",31664
"2013-05-24",30886
"2013-05-31",30837
"2013-06-07",30302
"2013-06-14",29767
"2013-06-21",28989
"2013-06-28",28600
"2013-07-05",28794
"2013-07-12",28892
"2013-07-19",29816
"2013-07-26",30010
"2013-08-02",30643
"2013-08-09",30351
"2013-08-16",30983
"2013-08-23",30497
"2013-08-30",31713
"2013-09-06",32783
"2013-09-13",33950
"2013-09-17",34631
"2013-09-27",36187
"2013-10-04",35409
"2013-10-11",37647
"2013-10-18",40030
"2013-10-25",39981
"2013-11-01",39446
"2013-11-08",38717
"2013-11-15",38328
"2013-11-22",38717
"2013-11-29",38571
"2013-12-06",35604
"2013-12-13",36771
"2013-12-20",36722
"2013-12-27",38425
"2014-01-03",37063
"2014-01-10",36431
"2014-01-17",36528
"2014-01-24",35896
"2014-01-29",35117
"2014-02-07",34631
"2014-02-14",34145
"2014-02-21",33999
"2014-02-28",35020
"2014-03-07",33999
"2014-03-14",31810
"2014-03-21",29427
"2014-03-28",30837
"2014-04-04",29913
"2014-04-11",31469
"2014-04-18",30788
"2014-04-25",29572
"2014-05-02",28502
"2014-05-09",27627
"2014-05-16",28697
