"","Price"
"2014-08-08",13050
"2014-08-14",13100
"2014-08-22",12250
"2014-08-29",13250
"2014-09-05",15450
"2014-09-12",16100
"2014-09-19",16000
"2014-09-26",17400
"2014-10-02",17750
"2014-10-10",17300
"2014-10-17",17450
"2014-10-24",19350
"2014-10-31",17250
"2014-11-07",17200
"2014-11-14",16850
"2014-11-21",19000
"2014-11-28",18450
"2014-12-05",18100
"2014-12-12",16600
"2014-12-19",16200
"2014-12-26",16750
"2015-01-02",16950
"2015-01-09",16100
"2015-01-16",20150
"2015-01-23",20550
"2015-01-30",23000
"2015-02-06",24200
"2015-02-13",24050
"2015-02-17",24050
"2015-02-27",27600
"2015-03-06",28300
"2015-03-13",31500
"2015-03-20",31900
"2015-03-27",32350
"2015-04-03",32650
"2015-04-10",36550
"2015-04-17",36100
"2015-04-24",31350
"2015-04-30",29550
"2015-05-08",28700
"2015-05-15",34200
"2015-05-22",35350
"2015-05-29",35000
"2015-06-05",34350
"2015-06-12",34850
"2015-06-19",39600
"2015-06-26",41000
"2015-07-03",41050
"2015-07-10",35900
"2015-07-17",38100
"2015-07-24",37700
"2015-07-31",34400
"2015-08-07",36300
"2015-08-13",30800
"2015-08-21",25600
"2015-08-28",29150
"2015-09-04",27250
"2015-09-11",26050
"2015-09-18",28750
"2015-09-25",29500
"2015-10-02",28650
"2015-10-08",29150
"2015-10-16",27000
"2015-10-23",25350
"2015-10-30",25250
"2015-11-06",25500
"2015-11-13",22150
"2015-11-20",23650
"2015-11-27",23550
"2015-12-04",23500
"2015-12-11",21400
"2015-12-18",23300
"2015-12-24",23400
"2015-12-30",24100
"2016-01-08",25300
"2016-01-15",25000
"2016-01-22",24500
"2016-01-29",25850
"2016-02-05",24300
"2016-02-12",20300
"2016-02-19",21450
"2016-02-26",20750
"2016-03-04",23400
"2016-03-11",25200
"2016-03-18",24750
"2016-03-25",24800
"2016-04-01",23650
"2016-04-08",23450
"2016-04-15",23350
"2016-04-22",22250
"2016-04-29",21100
"2016-05-04",21500
"2016-05-13",20850
"2016-05-20",22000
"2016-05-27",23250
"2016-06-03",22550
"2016-06-10",21900
"2016-06-17",21400
"2016-06-24",20500
"2016-07-01",21550
"2016-07-08",21250
"2016-07-15",20800
"2016-07-22",21350
"2016-07-29",22750
"2016-08-05",21550
"2016-08-12",23500
"2016-08-19",22750
"2016-08-26",22950
"2016-09-02",21700
"2016-09-09",21200
"2016-09-13",21150
"2016-09-23",21450
"2016-09-30",22150
"2016-10-07",21250
"2016-10-14",21200
"2016-10-21",20700
"2016-10-28",20400
"2016-11-04",20150
"2016-11-11",20100
"2016-11-18",20350
"2016-11-25",19850
"2016-12-02",19700
"2016-12-09",19450
"2016-12-16",19850
"2016-12-23",19650
"2016-12-29",19500
"2017-01-06",19450
"2017-01-13",18800
"2017-01-20",18300
"2017-01-26",17000
"2017-02-03",17000
"2017-02-10",17050
"2017-02-17",17900
"2017-02-24",18200
"2017-03-03",18050
"2017-03-10",18000
"2017-03-17",17650
"2017-03-24",17200
"2017-03-31",17650
"2017-04-07",18100
"2017-04-14",18050
"2017-04-21",18050
"2017-04-28",18100
"2017-05-04",19300
"2017-05-12",19100
"2017-05-19",18750
"2017-05-26",18950
"2017-06-02",19400
"2017-06-09",19450
"2017-06-16",19000
"2017-06-23",18750
"2017-06-30",19250
"2017-07-07",18150
"2017-07-14",18300
"2017-07-21",18200
"2017-07-28",18400
"2017-08-04",17950
"2017-08-11",17150
"2017-08-18",18550
"2017-08-25",18100
"2017-09-01",18300
"2017-09-08",17350
"2017-09-15",17650
"2017-09-22",17150
