"","Price"
"2011-04-15",32050
"2011-04-22",34200
"2011-04-29",31150
"2011-05-06",28550
"2011-05-13",29500
"2011-05-20",28100
"2011-05-27",27700
"2011-06-03",26750
"2011-06-10",26050
"2011-06-17",28400
"2011-06-24",31250
"2011-07-01",32950
"2011-07-08",34200
"2011-07-15",35200
"2011-07-22",35950
"2011-07-29",37200
"2011-08-05",35900
"2011-08-12",34600
"2011-08-19",33000
"2011-08-26",34600
"2011-09-02",35300
"2011-09-09",36050
"2011-09-16",36700
"2011-09-23",34000
"2011-09-30",33350
"2011-10-07",33400
"2011-10-14",35200
"2011-10-21",33150
"2011-10-28",34500
"2011-11-04",34350
"2011-11-11",32950
"2011-11-18",31300
"2011-11-25",31850
"2011-12-02",31850
"2011-12-09",30600
"2011-12-16",31950
"2011-12-23",30550
"2011-12-29",30800
"2012-01-06",30900
"2012-01-13",30850
"2012-01-20",31500
"2012-01-27",30550
"2012-02-03",30900
"2012-02-10",30950
"2012-02-17",31800
"2012-02-24",30900
"2012-03-02",30450
"2012-03-09",29300
"2012-03-16",28000
"2012-03-23",27000
"2012-03-30",27550
"2012-04-06",26950
"2012-04-13",27050
"2012-04-20",25800
"2012-04-27",26350
"2012-05-04",26750
"2012-05-11",25450
"2012-05-18",20350
"2012-05-25",20100
"2012-06-01",20300
"2012-06-08",19600
"2012-06-15",19750
"2012-06-22",19400
"2012-06-29",20150
"2012-07-06",19900
"2012-07-13",19000
"2012-07-20",19450
"2012-07-27",18750
"2012-08-03",20500
"2012-08-10",20150
"2012-08-17",20400
"2012-08-24",20350
"2012-08-31",19700
"2012-09-07",18750
"2012-09-14",19300
"2012-09-21",19600
"2012-09-28",20600
"2012-10-05",20200
"2012-10-12",18950
"2012-10-19",18350
"2012-10-26",19300
"2012-11-02",18950
"2012-11-09",20000
"2012-11-16",19850
"2012-11-23",21950
"2012-11-30",23100
"2012-12-07",23000
"2012-12-14",23000
"2012-12-21",23700
"2012-12-28",23450
"2013-01-04",22950
"2013-01-11",23750
"2013-01-18",23700
"2013-01-25",23000
"2013-02-01",22700
"2013-02-08",22900
"2013-02-15",22800
"2013-02-22",22900
"2013-02-28",23750
"2013-03-08",22450
"2013-03-15",22900
"2013-03-22",23650
"2013-03-29",24950
"2013-04-05",26700
"2013-04-12",27900
"2013-04-19",26000
"2013-04-26",28900
"2013-05-03",28800
"2013-05-10",27500
"2013-05-16",28700
"2013-05-24",28450
"2013-05-31",26700
"2013-06-07",27400
"2013-06-14",27900
"2013-06-21",26450
"2013-06-28",26850
"2013-07-05",27100
"2013-07-12",26150
"2013-07-19",26200
"2013-07-26",27000
"2013-08-02",28050
"2013-08-09",29400
"2013-08-16",29000
"2013-08-23",29200
"2013-08-30",29900
"2013-09-06",30000
"2013-09-13",30200
"2013-09-17",30600
"2013-09-27",31250
"2013-10-04",31700
"2013-10-11",29900
"2013-10-18",29800
"2013-10-25",29900
"2013-11-01",30200
"2013-11-08",28050
