"","Price"
"2011-04-15",18400
"2011-04-22",18200
"2011-04-29",19180
"2011-05-06",18520
"2011-05-13",17660
"2011-05-20",17760
"2011-05-27",17500
"2011-06-03",17080
"2011-06-10",17100
"2011-06-17",16980
"2011-06-24",17360
"2011-07-01",17900
"2011-07-08",17900
"2011-07-15",18200
"2011-07-22",18960
"2011-07-29",19000
"2011-08-05",17700
"2011-08-12",17760
"2011-08-19",17780
"2011-08-26",18040
"2011-09-02",17800
"2011-09-09",16700
"2011-09-16",16900
"2011-09-23",15680
"2011-09-30",15200
"2011-10-07",15360
"2011-10-14",15420
"2011-10-21",15380
"2011-10-28",15560
"2011-11-04",15700
"2011-11-11",15320
"2011-11-18",15580
"2011-11-25",15580
"2011-12-02",15700
"2011-12-09",16620
"2011-12-16",16940
"2011-12-23",16120
"2011-12-29",15700
"2012-01-06",15700
"2012-01-13",15820
"2012-01-20",15980
"2012-01-27",15600
"2012-02-03",15560
"2012-02-10",15700
"2012-02-17",15700
"2012-02-24",15800
"2012-03-02",15700
"2012-03-09",15620
"2012-03-16",15780
"2012-03-23",15840
"2012-03-30",15880
"2012-04-06",15780
"2012-04-13",15700
"2012-04-20",15680
"2012-04-27",15440
"2012-05-04",15420
"2012-05-11",15600
"2012-05-18",15140
"2012-05-25",15540
"2012-06-01",15660
"2012-06-08",15420
"2012-06-15",15340
"2012-06-22",15140
"2012-06-29",15380
"2012-07-06",15300
"2012-07-13",15060
"2012-07-20",15200
"2012-07-27",15040
"2012-08-03",15040
"2012-08-10",15180
"2012-08-17",14940
"2012-08-24",14860
"2012-08-31",14920
"2012-09-07",14760
"2012-09-14",14900
"2012-09-21",15080
"2012-09-28",14920
"2012-10-05",14840
"2012-10-12",14880
"2012-10-19",15060
"2012-10-26",15200
"2012-11-02",15200
"2012-11-09",15300
"2012-11-16",14980
"2012-11-23",14800
"2012-11-30",15160
"2012-12-07",14780
"2012-12-14",15660
"2012-12-21",14980
"2012-12-28",15400
"2013-01-04",15240
"2013-01-11",15200
"2013-01-18",15380
"2013-01-25",15260
"2013-02-01",15300
"2013-02-08",15300
"2013-02-15",15460
"2013-02-22",15900
"2013-02-28",16000
"2013-03-08",16820
"2013-03-15",16740
"2013-03-22",16700
"2013-03-29",17300
"2013-04-05",17220
"2013-04-12",17300
"2013-04-19",17460
"2013-04-26",17640
"2013-05-03",17600
"2013-05-10",18200
"2013-05-16",18000
"2013-05-24",18700
"2013-05-31",18880
"2013-06-07",18000
"2013-06-14",18200
"2013-06-21",17940
"2013-06-28",17980
"2013-07-05",18400
"2013-07-12",18000
"2013-07-19",18000
"2013-07-26",18280
"2013-08-02",18060
"2013-08-09",18040
"2013-08-16",18140
"2013-08-23",18180
"2013-08-30",18200
"2013-09-06",18000
"2013-09-13",18040
"2013-09-17",18200
"2013-09-27",18540
"2013-10-04",18820
"2013-10-11",18340
"2013-10-18",19400
"2013-10-25",19700
"2013-11-01",22340
"2013-11-08",22140
"2013-11-15",22000
"2013-11-22",23160
"2013-11-29",22360
"2013-12-06",22200
"2013-12-13",21800
"2013-12-20",22000
"2013-12-27",21880
"2014-01-03",21900
"2014-01-10",23100
"2014-01-17",24680
"2014-01-24",24120
"2014-01-29",24400
"2014-02-07",24580
"2014-02-14",24140
"2014-02-21",23900
"2014-02-28",23560
"2014-03-07",23420
"2014-03-14",23580
"2014-03-21",23800
"2014-03-28",23600
"2014-04-04",23400
"2014-04-11",22000
"2014-04-18",22200
"2014-04-25",21440
"2014-05-02",21920
"2014-05-09",20880
"2014-05-16",21940
"2014-05-23",22980
"2014-05-30",22100
"2014-06-05",20780
"2014-06-13",20400
"2014-06-20",20200
"2014-06-27",20600
"2014-07-04",21060
"2014-07-11",20720
"2014-07-18",20520
"2014-07-25",21020
"2014-08-01",20700
"2014-08-08",21020
"2014-08-14",21060
"2014-08-22",21940
"2014-08-29",22380
"2014-09-05",22980
"2014-09-12",23120
"2014-09-19",22560
"2014-09-26",23000
"2014-10-02",22800
"2014-10-10",23120
"2014-10-17",22820
"2014-10-24",22800
"2014-10-31",23220
"2014-11-07",22480
"2014-11-14",22880
"2014-11-21",23700
"2014-11-28",24500
"2014-12-05",25120
"2014-12-12",26000
"2014-12-19",24080
"2014-12-26",24200
"2015-01-02",25860
"2015-01-09",24500
"2015-01-16",23360
"2015-01-23",23340
"2015-01-30",23200
"2015-02-06",23580
"2015-02-13",23740
"2015-02-17",23200
"2015-02-27",23240
"2015-03-06",23480
"2015-03-13",23220
"2015-03-20",23200
"2015-03-27",23380
"2015-04-03",32260
"2015-04-10",30400
"2015-04-17",29880
"2015-04-24",27080
"2015-04-30",27460
"2015-05-08",26680
"2015-05-15",29200
"2015-05-22",29160
"2015-05-29",29000
"2015-06-05",29000
"2015-06-12",29900
"2015-06-19",28320
"2015-06-26",30700
"2015-07-03",31340
"2015-07-10",29000
"2015-07-17",34400
"2015-07-24",34000
"2015-07-31",30980
"2015-08-07",31820
"2015-08-13",32380
"2015-08-21",32600
"2015-08-28",33260
"2015-09-04",29980
"2015-09-11",31180
"2015-09-18",31400
"2015-09-25",31020
"2015-10-02",32320
"2015-10-08",32400
"2015-10-16",31080
"2015-10-23",30940
"2015-10-30",30320
"2015-11-06",30560
"2015-11-13",29980
"2015-11-20",30440
"2015-11-27",29640
"2015-12-04",29480
"2015-12-11",29260
"2015-12-18",29040
"2015-12-24",30040
"2015-12-30",30000
"2016-01-08",28940
"2016-01-15",29000
"2016-01-22",28000
"2016-01-29",28980
"2016-02-05",29280
"2016-02-12",28000
"2016-02-19",28320
"2016-02-26",28400
"2016-03-04",28600
"2016-03-11",29580
"2016-03-18",30000
"2016-03-25",30060
"2016-04-01",29900
"2016-04-08",30040
"2016-04-15",30380
"2016-04-22",29640
"2016-04-29",29780
"2016-05-04",30020
"2016-05-13",31280
"2016-05-20",32620
"2016-05-27",31700
"2016-06-03",31960
"2016-06-10",30400
"2016-06-17",30580
"2016-06-24",29460
"2016-07-01",30560
"2016-07-08",30000
"2016-07-15",31120
"2016-07-22",31040
"2016-07-29",31600
"2016-08-05",32140
"2016-08-12",31360
"2016-08-19",30880
"2016-08-26",30160
"2016-09-02",30380
"2016-09-09",30380
"2016-09-13",30220
"2016-09-23",30800
"2016-09-30",30200
"2016-10-07",30360
"2016-10-14",30400
"2016-10-21",30400
"2016-10-28",30600
"2016-11-04",30140
"2016-11-11",30680
"2016-11-18",31100
"2016-11-25",30840
"2016-12-02",30900
"2016-12-09",31100
"2016-12-16",31020
"2016-12-23",31200
"2016-12-29",31720
