"","Price"
"2015-09-04",7130
"2015-09-11",10300
"2015-09-18",9550
"2015-09-25",12850
"2015-10-02",13300
"2015-10-08",12150
"2015-10-16",11750
"2015-10-23",11050
"2015-10-30",10600
"2015-11-06",10600
"2015-11-13",9750
"2015-11-20",9810
"2015-11-27",10250
"2015-12-04",9910
"2015-12-11",9150
"2015-12-18",8890
"2015-12-24",8710
"2015-12-30",8850
"2016-01-08",9750
"2016-01-15",9660
"2016-01-22",9470
"2016-01-29",9160
"2016-02-05",8960
"2016-02-12",7950
"2016-02-19",8510
"2016-02-26",8800
"2016-03-04",8560
"2016-03-11",8700
"2016-03-18",9300
"2016-03-25",9360
"2016-04-01",8640
"2016-04-08",8650
"2016-04-15",8570
"2016-04-22",8900
"2016-04-29",8790
"2016-05-04",8800
"2016-05-13",8680
"2016-05-20",7880
"2016-05-27",7800
"2016-06-03",7850
"2016-06-10",7340
"2016-06-17",6950
"2016-06-24",6640
"2016-07-01",7380
"2016-07-08",7330
"2016-07-15",7400
"2016-07-22",7000
"2016-07-29",7080
"2016-08-05",6680
"2016-08-12",7000
"2016-08-19",8150
"2016-08-26",7550
"2016-09-02",7700
"2016-09-09",8000
"2016-09-13",7670
"2016-09-23",7920
"2016-09-30",7820
"2016-10-07",8190
"2016-10-14",8270
"2016-10-21",8550
"2016-10-28",9940
"2016-11-04",13300
"2016-11-11",14550
"2016-11-18",15600
"2016-11-25",16900
"2016-12-02",14200
"2016-12-09",14200
"2016-12-16",12400
"2016-12-23",11700
"2016-12-29",11850
"2017-01-06",11800
"2017-01-13",11150
"2017-01-20",9970
"2017-01-26",10300
"2017-02-03",8660
"2017-02-10",8750
"2017-02-17",9400
"2017-02-24",9110
"2017-03-03",9030
"2017-03-10",9090
"2017-03-17",8790
"2017-03-24",8270
"2017-03-31",7120
"2017-04-07",7040
"2017-04-14",6790
"2017-04-21",7840
"2017-04-28",7900
"2017-05-04",7730
"2017-05-12",8460
"2017-05-19",8350
"2017-05-26",8080
"2017-06-02",7700
"2017-06-09",7850
"2017-06-16",7880
"2017-06-23",7480
"2017-06-30",8010
"2017-07-07",8120
"2017-07-14",8270
"2017-07-21",7800
"2017-07-28",7530
"2017-08-04",8090
"2017-08-11",7630
"2017-08-18",8310
