"","Price"
"2011-04-15",9940
"2011-04-22",10650
"2011-04-29",9030
"2011-05-06",9070
"2011-05-13",9130
"2011-05-20",8420
"2011-05-27",8200
"2011-06-03",7740
"2011-06-10",7750
"2011-06-17",7300
"2011-06-24",6670
"2011-07-01",6920
"2011-07-08",6970
"2011-07-15",6810
"2011-07-22",7190
"2011-07-29",7080
"2011-08-05",5840
"2011-08-12",5240
"2011-08-19",5240
"2011-08-26",5630
"2011-09-02",5590
"2011-09-09",5320
"2011-09-16",5170
"2011-09-23",4910
"2011-09-30",4495
"2011-10-07",4280
"2011-10-14",5300
"2011-10-21",5650
"2011-10-28",5870
"2011-11-04",5940
"2011-11-11",5860
"2011-11-18",6530
"2011-11-25",5710
"2011-12-02",6130
"2011-12-09",6200
"2011-12-16",6210
"2011-12-23",5950
"2011-12-29",6200
"2012-01-06",6880
"2012-01-13",7620
"2012-01-20",7360
"2012-01-27",7190
"2012-02-03",7430
"2012-02-10",7620
"2012-02-17",7980
"2012-02-24",7700
"2012-03-02",7540
"2012-03-09",7600
"2012-03-16",7700
"2012-03-23",7170
"2012-03-30",6450
"2012-04-06",6260
"2012-04-13",6560
"2012-04-20",6040
"2012-04-27",5720
"2012-05-04",5940
"2012-05-11",5910
"2012-05-18",4955
"2012-05-25",5110
"2012-06-01",5200
"2012-06-08",5130
"2012-06-15",5270
"2012-06-22",5500
"2012-06-29",5710
"2012-07-06",5620
"2012-07-13",5410
"2012-07-20",5300
"2012-07-27",5630
"2012-08-03",5680
"2012-08-10",6240
"2012-08-17",6800
"2012-08-24",6620
"2012-08-31",6830
"2012-09-07",6860
"2012-09-14",7410
"2012-09-21",7210
"2012-09-28",7390
"2012-10-05",7390
"2012-10-12",6850
"2012-10-19",6820
"2012-10-26",7160
"2012-11-02",7660
"2012-11-09",7760
"2012-11-16",7450
"2012-11-23",8400
"2012-11-30",7620
"2012-12-07",7380
"2012-12-14",6780
"2012-12-21",6380
"2012-12-28",7020
"2013-01-04",7070
"2013-01-11",7090
"2013-01-18",7620
"2013-01-25",8130
"2013-02-01",7940
"2013-02-08",8120
"2013-02-15",8360
"2013-02-22",8360
"2013-02-28",8290
"2013-03-08",8850
"2013-03-15",9740
"2013-03-22",9900
"2013-03-29",9070
"2013-04-05",8820
"2013-04-12",8720
"2013-04-19",8650
"2013-04-26",9390
"2013-05-03",9200
"2013-05-10",9300
"2013-05-16",10900
"2013-05-24",11400
"2013-05-31",11400
"2013-06-07",11150
"2013-06-14",10550
"2013-06-21",11100
"2013-06-28",10200
"2013-07-05",9720
"2013-07-12",9110
"2013-07-19",10000
"2013-07-26",9830
"2013-08-02",10600
"2013-08-09",10050
"2013-08-16",10500
"2013-08-23",9780
"2013-08-30",8580
"2013-09-06",8300
"2013-09-13",8180
"2013-09-17",8350
"2013-09-27",9040
"2013-10-04",8860
"2013-10-11",8920
"2013-10-18",8550
"2013-10-25",8970
"2013-11-01",9720
"2013-11-08",9470
"2013-11-15",9360
"2013-11-22",8820
"2013-11-29",9030
"2013-12-06",9300
"2013-12-13",9060
"2013-12-20",9480
"2013-12-27",9480
"2014-01-03",10300
"2014-01-10",10500
"2014-01-17",10850
"2014-01-24",11400
"2014-01-29",11200
"2014-02-07",11400
"2014-02-14",11850
"2014-02-21",11650
