"","Price"
"2014-12-26",16320
"2015-01-02",14224
"2015-01-09",15909
"2015-01-16",24213
"2015-01-23",23309
"2015-01-30",21870
"2015-02-06",22035
"2015-02-13",19239
"2015-02-17",18294
"2015-02-27",18869
"2015-03-06",20308
"2015-03-13",19445
"2015-03-20",18294
"2015-03-27",16896
"2015-04-03",17184
"2015-04-10",17513
"2015-04-17",18170
"2015-04-24",18910
"2015-04-30",17924
"2015-05-08",17471
"2015-05-15",19075
"2015-05-22",18910
"2015-05-29",18417
"2015-06-05",19034
"2015-06-12",22857
"2015-06-19",22446
"2015-06-26",21377
"2015-07-03",21459
"2015-07-10",17471
"2015-07-17",17841
"2015-07-24",17184
"2015-07-31",15416
"2015-08-07",14964
"2015-08-13",13731
"2015-08-21",10976
"2015-08-28",13731
"2015-09-04",12826
"2015-09-11",13114
"2015-09-18",13936
"2015-09-25",13484
"2015-10-02",13073
"2015-10-08",12908
"2015-10-16",12867
"2015-10-23",12415
"2015-10-30",12004
"2015-11-06",14635
"2015-11-13",12991
"2015-11-20",12292
"2015-11-27",13073
"2015-12-04",12497
"2015-12-11",11469
"2015-12-18",11757
"2015-12-24",11223
"2015-12-30",11757
"2016-01-08",13073
"2016-01-15",12538
"2016-01-22",12497
"2016-01-29",12415
"2016-02-05",12333
"2016-02-12",10565
"2016-02-19",11017
"2016-02-26",11305
"2016-03-04",11839
"2016-03-11",11839
"2016-03-18",14840
"2016-03-25",13977
"2016-04-01",13854
"2016-04-08",13196
"2016-04-15",13361
"2016-04-22",13484
"2016-04-29",14183
"2016-05-04",13854
"2016-05-13",13895
"2016-05-20",13443
"2016-05-27",13155
"2016-06-03",13895
"2016-06-10",14183
"2016-06-17",12867
"2016-06-24",12415
"2016-07-01",12991
"2016-07-08",12867
"2016-07-15",12991
"2016-07-22",13196
"2016-07-29",13566
"2016-08-05",13566
"2016-08-12",13155
"2016-08-19",12785
"2016-08-26",12127
"2016-09-02",11922
"2016-09-09",11182
"2016-09-13",10894
"2016-09-23",11305
"2016-09-30",11552
"2016-10-07",10853
"2016-10-14",10812
"2016-10-21",9948
"2016-10-28",9208
"2016-11-04",8304
"2016-11-11",9373
"2016-11-18",9167
"2016-11-25",8510
"2016-12-02",8386
"2016-12-09",8551
"2016-12-16",8921
"2016-12-23",8962
"2016-12-29",9003
"2017-01-06",9620
"2017-01-13",9496
"2017-01-20",8962
"2017-01-26",8756
"2017-02-03",8551
"2017-02-10",8756
"2017-02-17",9003
"2017-02-24",8921
"2017-03-03",8756
"2017-03-10",8633
"2017-03-17",8674
"2017-03-24",8592
"2017-03-31",8674
"2017-04-07",9044
"2017-04-14",8962
"2017-04-21",9373
"2017-04-28",9167
"2017-05-04",9208
"2017-05-12",9126
"2017-05-19",9167
"2017-05-26",9208
"2017-06-02",9455
"2017-06-09",9455
"2017-06-16",10195
"2017-06-23",9784
"2017-06-30",9537
"2017-07-07",9208
"2017-07-14",8756
"2017-07-21",8921
"2017-07-28",9003
"2017-08-04",8715
"2017-08-11",8633
"2017-08-18",8880
"2017-08-25",8633
"2017-09-01",9044
"2017-09-08",8633
"2017-09-15",9250
"2017-09-22",9044
"2017-09-29",8838
"2017-10-13",9126
"2017-10-20",9496
"2017-10-27",9414
"2017-11-03",9537
"2017-11-10",9784
"2017-11-17",10647
"2017-11-24",11593
"2017-12-01",11264
"2017-12-08",9990
"2017-12-15",9990
"2017-12-22",9414
"2017-12-28",9743
"2018-01-05",10072
"2018-01-12",10483
"2018-01-19",11223
"2018-01-26",11428
"2018-02-02",11675
"2018-02-09",10483
"2018-02-14",11058
"2018-02-23",10812
"2018-03-02",10853
"2018-03-09",11017
"2018-03-16",10935
"2018-03-23",10730
"2018-03-30",11264
"2018-04-06",11798
"2018-04-13",11839
"2018-04-20",10976
"2018-04-27",10647
"2018-05-04",9825
"2018-05-11",9578
"2018-05-18",9537
"2018-05-25",9291
"2018-06-01",9167
"2018-06-08",8838
"2018-06-15",9373
"2018-06-22",8674
"2018-06-29",8386
"2018-07-06",8386
"2018-07-13",8551
"2018-07-20",8123
"2018-07-27",7375
"2018-08-03",7449
"2018-08-10",7531
"2018-08-17",8592
"2018-08-24",8386
"2018-08-31",8592
"2018-09-07",8551
"2018-09-14",10154
"2018-09-21",11716
"2018-09-28",16690
"2018-10-05",14306
"2018-10-12",15416
"2018-10-19",13114
"2018-10-26",10853
"2018-11-02",12086
"2018-11-09",11634
"2018-11-16",11922
"2018-11-23",11757
"2018-11-30",12333
"2018-12-07",11223
"2018-12-14",10524
"2018-12-21",9907
"2018-12-28",10195
"2019-01-04",9784
"2019-01-11",10113
"2019-01-18",10771
"2019-01-25",11100
"2019-02-01",11182
"2019-02-08",11223
"2019-02-15",11305
"2019-02-22",11346
"2019-02-28",11100
"2019-03-08",11428
"2019-03-15",11058
"2019-03-22",10442
"2019-03-29",9743
"2019-04-05",9866
"2019-04-12",10031
"2019-04-19",9661
"2019-04-26",8962
"2019-05-03",9250
"2019-05-10",8427
"2019-05-17",8962
"2019-05-24",8033
"2019-05-31",8074
"2019-06-07",8025
"2019-06-14",8551
"2019-06-21",8469
"2019-06-28",8025
"2019-07-05",8057
"2019-07-12",7720
"2019-07-19",7243
"2019-07-26",6438
"2019-08-02",6166
"2019-08-09",5468
"2019-08-16",5459
"2019-08-23",5665
"2019-08-30",5122
"2019-09-06",5361
"2019-09-11",5204
"2019-09-20",5517
"2019-09-27",5040
"2019-10-04",5030
"2019-10-11",6690
"2019-10-18",5900
"2019-10-25",7500
"2019-11-01",7060
"2019-11-08",7100
"2019-11-15",7520
"2019-11-22",5240
"2019-11-29",5760
"2019-12-06",5190
"2019-12-13",5270
"2019-12-20",5270
"2019-12-27",5250
"2020-01-03",5240
"2020-01-10",5100
"2020-01-17",4550
"2020-01-23",5200
"2020-01-31",5820
"2020-02-07",5120
"2020-02-14",4555
"2020-02-21",4710
"2020-02-28",4145
"2020-03-06",4610
"2020-03-13",4270
"2020-03-20",3080
"2020-03-27",4515
"2020-04-03",5370
"2020-04-10",8610
"2020-04-17",7230
"2020-04-24",7630
"2020-04-29",7310
"2020-05-08",7600
"2020-05-15",9080
"2020-05-22",9670
"2020-05-29",9710
"2020-06-05",9620
"2020-06-12",10200
"2020-06-19",10400
"2020-06-26",11400
"2020-07-03",10900
"2020-07-10",10550
"2020-07-17",10800
"2020-07-24",10950
"2020-07-31",11150
"2020-08-07",12500
"2020-08-14",10750
"2020-08-21",10600
"2020-08-28",10350
"2020-09-04",15300
"2020-09-11",17800
"2020-09-18",17100
"2020-09-25",14100
"2020-09-29",14650
"2020-10-08",15850
"2020-10-16",16200
"2020-10-23",16000
"2020-10-30",15600
"2020-11-02",15150
