"","Price"
"2013-08-09",14850
"2013-08-16",12350
"2013-08-23",11150
"2013-08-30",11650
"2013-09-06",11400
"2013-09-13",11350
"2013-09-17",10900
"2013-09-27",10500
"2013-10-04",9840
"2013-10-11",9580
"2013-10-18",11350
"2013-10-25",11300
"2013-11-01",11150
"2013-11-08",11700
"2013-11-15",10000
"2013-11-22",9680
"2013-11-29",10450
"2013-12-06",9700
"2013-12-13",9000
"2013-12-20",9040
"2013-12-27",9130
"2014-01-03",9320
"2014-01-10",8730
"2014-01-17",10000
"2014-01-24",10200
"2014-01-29",9460
"2014-02-07",9330
"2014-02-14",9230
"2014-02-21",9980
"2014-02-28",10700
"2014-03-07",11550
"2014-03-14",11600
"2014-03-21",13750
"2014-03-28",13000
"2014-04-04",15800
"2014-04-11",15250
"2014-04-18",14850
"2014-04-25",13850
"2014-05-02",13800
"2014-05-09",13550
"2014-05-16",14650
"2014-05-23",14600
"2014-05-30",15150
"2014-06-05",14950
"2014-06-13",13400
"2014-06-20",13700
"2014-06-27",12850
"2014-07-04",13050
"2014-07-11",13200
"2014-07-18",12900
"2014-07-25",12600
"2014-08-01",11300
"2014-08-08",10050
"2014-08-14",11350
"2014-08-22",10000
"2014-08-29",10200
"2014-09-05",9580
"2014-09-12",9930
"2014-09-19",10600
"2014-09-26",10550
"2014-10-02",9480
"2014-10-10",9130
"2014-10-17",8610
"2014-10-24",9290
"2014-10-31",9390
"2014-11-07",7830
"2014-11-14",7950
"2014-11-21",8420
"2014-11-28",9670
"2014-12-05",10900
"2014-12-12",11000
"2014-12-19",16600
"2014-12-26",15200
"2015-01-02",15700
"2015-01-09",17600
"2015-01-16",17000
"2015-01-23",14950
"2015-01-30",14400
"2015-02-06",15500
"2015-02-13",16000
"2015-02-17",14900
"2015-02-27",15350
"2015-03-06",16000
"2015-03-13",15750
"2015-03-20",13650
"2015-03-27",13450
"2015-04-03",13750
"2015-04-10",13600
"2015-04-17",12350
"2015-04-24",11500
"2015-04-30",11600
"2015-05-08",11550
"2015-05-15",10900
"2015-05-22",10950
"2015-05-29",10450
"2015-06-05",10150
"2015-06-12",9850
"2015-06-19",9680
"2015-06-26",11350
"2015-07-03",10800
"2015-07-10",10350
"2015-07-17",12400
"2015-07-24",11350
"2015-07-31",11150
"2015-08-07",11100
"2015-08-13",10200
"2015-08-21",9000
"2015-08-28",9320
"2015-09-04",9470
"2015-09-11",9610
"2015-09-18",9620
"2015-09-25",10100
"2015-10-02",9540
"2015-10-08",9370
"2015-10-16",9150
"2015-10-23",9000
"2015-10-30",8930
"2015-11-06",8560
"2015-11-13",8010
"2015-11-20",8090
"2015-11-27",8400
"2015-12-04",8230
"2015-12-11",7700
"2015-12-18",7490
"2015-12-24",7270
"2015-12-30",7620
"2016-01-08",7020
"2016-01-15",6770
"2016-01-22",7030
"2016-01-29",7170
"2016-02-05",7010
"2016-02-12",6610
"2016-02-19",6800
"2016-02-26",7170
"2016-03-04",7850
"2016-03-11",8020
"2016-03-18",8130
"2016-03-25",7600
"2016-04-01",7600
"2016-04-08",7600
"2016-04-15",7600
"2016-04-22",7600
"2016-04-29",7600
"2016-05-04",7600
"2016-05-13",7600
"2016-05-20",7600
"2016-05-27",7600
"2016-06-03",7600
"2016-06-10",7600
"2016-06-17",7600
"2016-06-24",7600
"2016-07-01",7600
"2016-07-08",7600
"2016-07-15",7600
"2016-07-22",7600
"2016-07-29",8100
"2016-08-05",8290
"2016-08-12",8540
"2016-08-19",8150
"2016-08-26",8060
"2016-09-02",7940
"2016-09-09",7760
"2016-09-13",7660
"2016-09-23",7980
"2016-09-30",8000
"2016-10-07",7860
"2016-10-14",7720
"2016-10-21",7450
"2016-10-28",7150
"2016-11-04",6660
"2016-11-11",6920
"2016-11-18",6980
"2016-11-25",6570
"2016-12-02",7000
"2016-12-09",6960
"2016-12-16",6890
"2016-12-23",7000
"2016-12-29",7570
"2017-01-06",7700
"2017-01-13",7540
"2017-01-20",7480
"2017-01-26",7400
"2017-02-03",7260
"2017-02-10",7210
"2017-02-17",7510
"2017-02-24",7920
"2017-03-03",7930
"2017-03-10",7710
"2017-03-17",8120
"2017-03-24",8250
"2017-03-31",7900
"2017-04-07",8170
"2017-04-14",7990
"2017-04-21",8000
"2017-04-28",7930
"2017-05-04",7750
"2017-05-12",7720
"2017-05-19",7700
"2017-05-26",7530
"2017-06-02",7330
"2017-06-09",7400
"2017-06-16",7260
"2017-06-23",6890
"2017-06-30",6790
"2017-07-07",6950
"2017-07-14",6780
"2017-07-21",6640
"2017-07-28",6440
"2017-08-04",6360
"2017-08-11",5830
"2017-08-18",6000
"2017-08-25",5990
"2017-09-01",6030
"2017-09-08",5830
"2017-09-15",6220
"2017-09-22",5970
"2017-09-29",6350
"2017-10-13",5950
"2017-10-20",5870
"2017-10-27",5980
"2017-11-03",6140
"2017-11-10",5860
"2017-11-17",5800
"2017-11-24",5770
"2017-12-01",5800
"2017-12-08",6160
"2017-12-15",6000
"2017-12-22",5690
"2017-12-28",5980
"2018-01-05",5870
"2018-01-12",5710
"2018-01-19",6150
"2018-01-26",7860
"2018-02-02",7900
"2018-02-09",6890
"2018-02-14",6880
"2018-02-23",7440
"2018-03-02",7300
"2018-03-09",7330
"2018-03-16",7090
"2018-03-23",6530
"2018-03-30",6800
"2018-04-06",6420
"2018-04-13",6050
"2018-04-20",5980
"2018-04-27",5960
"2018-05-04",5860
"2018-05-11",5940
"2018-05-18",5800
"2018-05-25",5760
"2018-06-01",5560
"2018-06-08",5630
"2018-06-15",5530
"2018-06-22",5120
"2018-06-29",5200
"2018-07-06",5210
"2018-07-13",5190
"2018-07-20",5180
"2018-07-27",5080
"2018-08-03",5030
"2018-08-10",5140
"2018-08-17",5110
"2018-08-24",5050
"2018-08-31",5020
"2018-09-07",5130
"2018-09-14",5050
"2018-09-21",4990
"2018-09-28",4955
"2018-10-05",4995
"2018-10-12",4840
"2018-10-19",4650
"2018-10-26",4695
"2018-11-02",4365
"2018-11-09",4215
"2018-11-16",4310
"2018-11-23",4315
"2018-11-30",4380
"2018-12-07",4420
"2018-12-14",4330
"2018-12-21",4550
"2018-12-28",4385
"2019-01-04",4520
"2019-01-11",4700
"2019-01-18",4780
"2019-01-25",4505
"2019-02-01",4485
"2019-02-08",4550
"2019-02-15",4540
"2019-02-22",4915
"2019-02-28",4785
"2019-03-08",4625
"2019-03-15",4640
"2019-03-22",4650
"2019-03-29",4440
"2019-04-05",4765
"2019-04-12",5540
"2019-04-19",5680
"2019-04-26",5360
"2019-05-03",5640
"2019-05-10",5300
"2019-05-17",5210
"2019-05-24",5960
"2019-05-31",6410
"2019-06-07",6480
"2019-06-14",7330
"2019-06-21",7320
"2019-06-28",6850
"2019-07-05",6450
"2019-07-12",6560
"2019-07-19",6950
"2019-07-26",6540
"2019-08-02",6320
"2019-08-09",5960
"2019-08-16",5770
"2019-08-23",6140
"2019-08-30",5980
"2019-09-06",6150
"2019-09-11",6210
"2019-09-20",6200
"2019-09-27",6000
"2019-10-04",5730
"2019-10-11",5840
"2019-10-18",5800
"2019-10-25",5640
"2019-11-01",5960
"2019-11-08",6170
"2019-11-15",7630
"2019-11-22",7450
"2019-11-29",7710
"2019-12-06",8100
"2019-12-13",8220
"2019-12-20",7840
"2019-12-27",8050
"2020-01-03",8710
"2020-01-10",9600
"2020-01-17",9510
"2020-01-23",9840
"2020-01-31",9300
"2020-02-07",9630
"2020-02-14",9440
"2020-02-21",9280
"2020-02-28",7870
"2020-03-06",7980
"2020-03-13",5890
"2020-03-20",6080
"2020-03-27",6840
"2020-04-03",8860
"2020-04-10",10500
"2020-04-17",11800
"2020-04-24",11400
"2020-04-29",11500
"2020-05-08",13750
"2020-05-15",14600
"2020-05-22",13950
"2020-05-29",13000
"2020-06-05",13100
"2020-06-12",12250
"2020-06-19",12750
"2020-06-26",12700
"2020-07-03",12250
"2020-07-10",13450
"2020-07-17",12800
"2020-07-24",14000
"2020-07-31",15700
"2020-08-07",14200
"2020-08-14",13800
"2020-08-21",11900
"2020-08-28",13300
"2020-09-04",13950
"2020-09-11",15100
"2020-09-18",15600
"2020-09-25",15450
"2020-09-29",16150
"2020-10-08",16350
"2020-10-16",14500
"2020-10-23",14500
"2020-10-30",12850
"2020-11-02",13350
