"","일자","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물  일련번호","총카운트"
"1729",2020-11-11,"005820","원림","-",19050,"1,514","12.58","41,154","0.46",250,1.31,1729,NA
"1730",2020-11-11,"005830","DB손해보험","-",48200,"5,966","8.08","84,026","0.57",1500,3.11,1730,NA
"1731",2020-11-11,"005850","에스엘","-",15100,"1,979","7.63","28,224","0.54",400,2.65,1731,NA
"1732",2020-11-11,"005870","휴니드","-",5920,"589","10.05","8,207","0.72",0,0,1732,NA
"1733",2020-11-11,"005880","대한해운","-",2340,"374","6.26","3,394","0.69",0,0,1733,NA
"1734",2020-11-11,"005930","삼성전자","-",61300,"3,166","19.36","37,528","1.63",1416,2.31,1734,NA
"1735",2020-11-11,"005935","삼성전자우","-",56900,"-","-","-","-",1417,2.49,1735,NA
"1736",2020-11-11,"005940","NH투자증권","-",10650,"1,585","6.72","17,934","0.59",500,4.69,1736,NA
"1737",2020-11-11,"005945","NH투자증권우","-",8750,"-","-","-","-",550,6.29,1737,NA
"1738",2020-11-11,"005950","이수화학","-",13750,"-","-","18,013","0.76",400,2.91,1738,NA
"1739",2020-11-11,"005960","동부건설","-",12200,"2,814","4.34","19,059","0.64",700,5.74,1739,NA
"1740",2020-11-11,"005965","동부건설우","-",26950,"-","-","-","-",750,2.78,1740,NA
"1741",2020-11-11,"006040","동원산업","-",208000,"12,635","16.46","282,744","0.74",2000,0.96,1741,NA
"1742",2020-11-11,"006060","화승인더","-",7730,"1,092","7.08","5,972","1.29",45,0.58,1742,NA
"1743",2020-11-11,"006090","사조오양","-",9250,"1,402","6.6","17,782","0.52",100,1.08,1743,NA
"1744",2020-11-11,"006110","삼아알미늄","-",9310,"450","20.69","9,893","0.94",110,1.18,1744,NA
"1745",2020-11-11,"006120","SK디스커버리","-",67100,"8,846","7.59","82,498","0.81",700,1.04,1745,NA
"1746",2020-11-11,"006125","SK디스커버리우","-",55500,"-","-","-","-",750,1.35,1746,NA
"1747",2020-11-11,"006200","한국전자홀딩스","-",828,"-","-","2,289","0.36",0,0,1747,NA
"1748",2020-11-11,"006220","제주은행","-",3455,"796","4.34","15,491","0.22",100,2.89,1748,NA
"1749",2020-11-11,"006260","LS","-",58800,"912","64.47","98,330","0.6",1450,2.47,1749,NA
"1750",2020-11-11,"006280","녹십자","-",372000,"-","-","89,738","4.15",1000,0.27,1750,NA
"1751",2020-11-11,"006340","대원전선","-",981,"-","-","1,136","0.86",0,0,1751,NA
"1752",2020-11-11,"006345","대원전선우","-",3775,"-","-","-","-",0,0,1752,NA
"1753",2020-11-11,"006360","GS건설","-",31100,"5,590","5.56","49,623","0.63",1000,3.22,1753,NA
"1754",2020-11-11,"006370","대구백화점","-",9570,"-","-","25,376","0.38",100,1.04,1754,NA
"1755",2020-11-11,"006380","카프로","-",3285,"-","-","4,613","0.71",0,0,1755,NA
"1756",2020-11-11,"006390","한일현대시멘트","-",25450,"2,458","10.35","12,164","2.09",1000,3.93,1756,NA
"1757",2020-11-11,"006400","삼성SDI","-",512000,"5,331","96.04","175,114","2.92",1000,0.2,1757,NA
"1758",2020-11-11,"006405","삼성SDI우","-",273500,"-","-","-","-",1050,0.38,1758,NA
"1759",2020-11-11,"006490","인스코비","-",2335,"-","-","260","8.98",0,0,1759,NA
"1760",2020-11-11,"006570","대림통상","-",4140,"-","-","6,005","0.69",140,3.38,1760,NA
"1761",2020-11-11,"006650","대한유화","-",229000,"17,218","13.3","273,632","0.84",2500,1.09,1761,NA
"1762",2020-11-11,"006660","삼성공조","-",6500,"593","10.96","26,712","0.24",60,0.92,1762,NA
"1763",2020-11-11,"006740","영풍제지","-",3775,"516","7.32","5,383","0.7",40,1.06,1763,NA
"1764",2020-11-11,"006800","미래에셋대우","-",9580,"956","10.02","11,236","0.85",260,2.71,1764,NA
"1765",2020-11-11,"006805","미래에셋대우우","-",5290,"-","-","-","-",286,5.41,1765,NA
"1766",2020-11-11,"00680K","미래에셋대우2우B","-",4760,"-","-","-","-",286,6.01,1766,NA
"1767",2020-11-11,"006840","AK홀딩스","-",20000,"2,168","9.23","62,448","0.32",750,3.75,1767,NA
"1768",2020-11-11,"006880","신송홀딩스","-",3725,"-","-","7,609","0.49",80,2.15,1768,NA
"1769",2020-11-11,"006890","태경케미컬","-",11000,"858","12.82","10,215","1.08",150,1.36,1769,NA
"1770",2020-11-11,"006980","우성사료","-",3140,"464","6.77","5,612","0.56",15,0.48,1770,NA
"1771",2020-11-11,"007070","GS리테일","-",35000,"1,729","20.24","28,232","1.24",750,2.14,1771,NA
"1772",2020-11-11,"007110","일신석재","-",2005,"12","167.08","671","2.99",0,0,1772,NA
"1773",2020-11-11,"007120","미래아이앤지","-",344,"109","3.16","537","0.64",0,0,1773,NA
"1774",2020-11-11,"007160","사조산업","-",30800,"-","-","79,920","0.39",150,0.49,1774,NA
"1775",2020-11-11,"007210","벽산","-",2050,"-","-","3,390","0.6",0,0,1775,NA
"1776",2020-11-11,"007280","한국특수형강","-",1875,"-","-","2,085","0.9",0,0,1776,NA
"1777",2020-11-11,"007310","오뚜기","-",568000,"29,693","19.13","354,385","1.6",7500,1.32,1777,NA
"1778",2020-11-11,"007340","디티알오토모티브","-",23050,"7,539","3.06","60,240","0.38",1500,6.51,1778,NA
"1779",2020-11-11,"007460","에이프로젠 KIC","-",1775,"86","20.64","1,973","0.9",0,0,1779,NA
"1780",2020-11-11,"007540","샘표","-",47450,"5,441","8.72","56,153","0.85",200,0.42,1780,NA
"1781",2020-11-11,"007570","일양약품","-",70800,"548","129.2","10,081","7.02",120,0.17,1781,NA
"1782",2020-11-11,"007575","일양약품우","-",77500,"-","-","-","-",145,0.19,1782,NA
"1783",2020-11-11,"007590","동방아그로","-",6360,"555","11.46","10,032","0.63",250,3.93,1783,NA
"1784",2020-11-11,"007610","선도전기","-",2660,"-","-","4,797","0.55",25,0.94,1784,NA
"1785",2020-11-11,"007630","폴루스바이오팜","관리종목",1225,"-","-","1,509","0.81",0,0,1785,NA
"1786",2020-11-11,"007660","이수페타시스","-",4050,"-","-","1,842","2.2",60,1.48,1786,NA
"1787",2020-11-11,"007690","국도화학","-",45550,"6,219","7.32","88,911","0.51",1500,3.29,1787,NA
"1788",2020-11-11,"007700","F&F","-",96900,"7,158","13.54","31,366","3.09",1000,1.03,1788,NA
"1789",2020-11-11,"007810","코리아써키트","-",13350,"25","534","12,169","1.1",0,0,1789,NA
"1790",2020-11-11,"007815","코리아써우","-",5120,"-","-","-","-",0,0,1790,NA
"1791",2020-11-11,"00781K","코리아써키트2우B","-",6830,"-","-","-","-",0,0,1791,NA
"1792",2020-11-11,"007860","서연","-",13900,"-","-","17,990","0.77",50,0.36,1792,NA
"1793",2020-11-11,"007980","태평양물산","-",1695,"241","7.03","3,458","0.49",30,1.77,1793,NA
"1794",2020-11-11,"008040","사조동아원","-",868,"7","124","1,394","0.62",0,0,1794,NA
"1795",2020-11-11,"008060","대덕","-",6450,"976","6.61","12,786","0.5",300,4.65,1795,NA
"1796",2020-11-11,"00806K","대덕1우","-",10750,"-","-","-","-",305,2.84,1796,NA
"1797",2020-11-11,"008110","대동전자","-",4400,"512","8.59","13,257","0.33",500,11.36,1797,NA
"1798",2020-11-11,"008250","이건산업","-",9150,"73","125.34","16,294","0.56",200,2.19,1798,NA
"1799",2020-11-11,"008260","NI스틸","-",2385,"224","10.65","3,877","0.62",50,2.1,1799,NA
"1800",2020-11-11,"008350","남선알미늄","-",4380,"131","33.44","1,621","2.7",0,0,1800,NA
"1801",2020-11-11,"008355","남선알미우","-",50600,"-","-","-","-",0,0,1801,NA
"1802",2020-11-11,"008420","문배철강","-",2690,"121","22.23","5,430","0.5",50,1.86,1802,NA
"1803",2020-11-11,"008490","서흥","-",52200,"2,853","18.3","25,552","2.04",400,0.77,1803,NA
"1804",2020-11-11,"008500","일정실업","-",17100,"-","-","24,611","0.69",0,0,1804,NA
"1805",2020-11-11,"008560","메리츠증권","-",3655,"924","3.96","5,695","0.64",200,5.47,1805,NA
"1806",2020-11-11,"008600","윌비스","-",1275,"-","-","1,697","0.75",0,0,1806,NA
"1807",2020-11-11,"008700","아남전자","-",2345,"12","195.42","748","3.14",0,0,1807,NA
"1808",2020-11-11,"008730","율촌화학","-",15650,"734","21.32","13,790","1.13",500,3.19,1808,NA
"1809",2020-11-11,"008770","호텔신라","-",80800,"4,483","18.02","22,979","3.52",350,0.43,1809,NA
"1810",2020-11-11,"008775","호텔신라우","-",79700,"-","-","-","-",400,0.5,1810,NA
"1811",2020-11-11,"008870","금비","-",56500,"8,088","6.99","103,528","0.55",1700,3.01,1811,NA
"1812",2020-11-11,"008930","한미사이언스","-",54500,"476","114.5","9,794","5.56",200,0.37,1812,NA
"1813",2020-11-11,"008970","동양철관","-",1045,"15","69.67","671","1.56",0,0,1813,NA
"1814",2020-11-11,"009070","KCTC","-",2815,"239","11.78","6,409","0.44",45,1.6,1814,NA
"1815",2020-11-11,"009140","경인전자","-",23800,"182","130.77","34,673","0.69",250,1.05,1815,NA
"1816",2020-11-11,"009150","삼성전기","-",141000,"6,806","20.72","68,106","2.07",1100,0.78,1816,NA
"1817",2020-11-11,"009155","삼성전기우","-",62500,"-","-","-","-",1150,1.84,1817,NA
"1818",2020-11-11,"009160","SIMPAC","-",2385,"157","15.19","6,743","0.35",60,2.52,1818,NA
"1819",2020-11-11,"009180","한솔로지스틱스","-",2175,"215","10.12","1,713","1.27",40,1.84,1819,NA
"1820",2020-11-11,"009190","대양금속","-",3500,"230","15.22","1,907","1.84",0,0,1820,NA
"1821",2020-11-11,"009200","무림페이퍼","-",2375,"-","-","10,529","0.23",50,2.11,1821,NA
"1822",2020-11-11,"009240","한샘","-",94600,"2,423","39.04","25,215","3.75",1200,1.27,1822,NA
"1823",2020-11-11,"009270","신원","-",1400,"19","73.68","2,373","0.59",0,0,1823,NA
"1824",2020-11-11,"009275","신원우","-",44450,"-","-","-","-",0,0,1824,NA
"1825",2020-11-11,"009290","광동제약","-",9550,"582","16.41","8,069","1.18",80,0.84,1825,NA
"1826",2020-11-11,"009310","참엔지니어링","-",1570,"-","-","1,002","1.57",0,0,1826,NA
"1827",2020-11-11,"009320","대우부품","-",2965,"-","-","775","3.83",0,0,1827,NA
"1828",2020-11-11,"009410","태영건설","-",10000,"1,326","7.54","14,630","0.68",150,1.5,1828,NA
"1829",2020-11-11,"009415","태영건설우","-",14300,"-","-","-","-",155,1.08,1829,NA
"1830",2020-11-11,"009420","한올바이오파마","-",34250,"375","91.33","2,688","12.74",0,0,1830,NA
"1831",2020-11-11,"009440","KC그린홀딩스","-",5470,"369","14.82","7,996","0.68",60,1.1,1831,NA
"1832",2020-11-11,"009450","경동나비엔","-",57000,"2,207","25.83","23,612","2.41",300,0.53,1832,NA
"1833",2020-11-11,"009460","한창제지","-",2100,"125","16.8","1,440","1.46",20,0.95,1833,NA
"1834",2020-11-11,"009470","삼화전기","-",18800,"460","40.87","6,665","2.82",100,0.53,1834,NA
"1835",2020-11-11,"009540","한국조선해양","-",93600,"2,183","42.88","163,436","0.57",0,0,1835,NA
"1836",2020-11-11,"009580","무림P&P","-",3310,"162","20.43","9,842","0.34",175,5.29,1836,NA
"1837",2020-11-11,"009680","모토닉","-",12150,"514","23.64","12,362","0.98",300,2.47,1837,NA
"1838",2020-11-11,"009770","삼정펄프","-",28850,"1,868","15.44","73,851","0.39",0,0,1838,NA
"1839",2020-11-11,"009810","엔케이물산","-",397,"-","-","495","0.8",0,0,1839,NA
"1840",2020-11-11,"009830","한화솔루션","-",49150,"-","-","35,228","1.4",200,0.41,1840,NA
"1841",2020-11-11,"009835","한화솔루션우","-",77200,"-","-","-","-",250,0.32,1841,NA
"1842",2020-11-11,"009970","영원무역홀딩스","-",39250,"10,421","3.77","100,896","0.39",1000,2.55,1842,NA
"1843",2020-11-11,"010040","한국내화","-",3305,"193","17.12","6,144","0.54",35,1.06,1843,NA
"1844",2020-11-11,"010050","우리종금","-",543,"78","6.96","536","1.01",0,0,1844,NA
"1845",2020-11-11,"010060","OCI","-",66100,"-","-","110,515","0.6",0,0,1845,NA
"1846",2020-11-11,"010100","한국프랜지","-",2110,"373","5.66","7,092","0.3",50,2.37,1846,NA
"1847",2020-11-11,"010120","LS ELECTRIC","-",55000,"3,542","15.53","45,353","1.21",1200,2.18,1847,NA
"1848",2020-11-11,"010130","고려아연","-",392500,"35,811","10.96","355,878","1.1",14000,3.57,1848,NA
"1849",2020-11-11,"010140","삼성중공업","-",6010,"-","-","8,324","0.72",0,0,1849,NA
"1850",2020-11-11,"010145","삼성중공우","-",309000,"-","-","-","-",0,0,1850,NA
"1851",2020-11-11,"010400","우진아이엔에스","-",7630,"279","27.35","14,032","0.54",250,3.28,1851,NA
"1852",2020-11-11,"010420","한솔PNS","-",1595,"154","10.36","2,004","0.8",25,1.57,1852,NA
"1853",2020-11-11,"010580","지코","관리종목",306,"-","-","314","0.97",0,0,1853,NA
"1854",2020-11-11,"010600","웰바이오텍","-",2135,"-","-","1,774","1.2",0,0,1854,NA
"1855",2020-11-11,"010620","현대미포조선","-",35700,"1,335","26.74","58,022","0.62",350,0.98,1855,NA
"1856",2020-11-11,"010640","진양폴리","-",3415,"755","4.52","2,658","1.28",100,2.93,1856,NA
"1857",2020-11-11,"010660","화천기계","-",2830,"-","-","5,663","0.5",0,0,1857,NA
"1858",2020-11-11,"010690","화신","-",2755,"202","13.64","8,582","0.32",50,1.81,1858,NA
"1859",2020-11-11,"010770","평화홀딩스","-",3275,"-","-","7,971","0.41",150,4.58,1859,NA
"1860",2020-11-11,"010780","아이에스동서","-",42100,"2,141","19.66","35,551","1.18",700,1.66,1860,NA
"1861",2020-11-11,"010820","퍼스텍","-",2070,"-","-","583","3.55",0,0,1861,NA
"1862",2020-11-11,"010950","S-Oil","-",66700,"561","118.89","55,715","1.2",200,0.3,1862,NA
"1863",2020-11-11,"010955","S-Oil우","-",34450,"-","-","-","-",225,0.65,1863,NA
"1864",2020-11-11,"010960","삼호개발","-",4200,"907","4.63","7,624","0.55",190,4.52,1864,NA
"1865",2020-11-11,"011000","진원생명과학","-",27750,"-","-","898","30.9",0,0,1865,NA
"1866",2020-11-11,"011070","LG이노텍","-",152500,"4,323","35.28","93,151","1.64",300,0.2,1866,NA
"1867",2020-11-11,"011090","에넥스","-",981,"-","-","903","1.09",0,0,1867,NA
"1868",2020-11-11,"011150","CJ씨푸드","-",4815,"51","94.41","1,781","2.7",0,0,1868,NA
"1869",2020-11-11,"011155","CJ씨푸드1우","-",45400,"-","-","-","-",0,0,1869,NA
"1870",2020-11-11,"011170","롯데케미칼","-",280500,"20,860","13.45","385,244","0.73",6700,2.39,1870,NA
"1871",2020-11-11,"011200","HMM","-",13000,"-","-","3,420","3.8",0,0,1871,NA
"1872",2020-11-11,"011210","현대위아","-",45550,"2,078","21.92","113,690","0.4",700,1.54,1872,NA
"1873",2020-11-11,"011230","삼화전자","-",3320,"-","-","1,132","2.93",0,0,1873,NA
"1874",2020-11-11,"011280","태림포장","-",4880,"270","18.07","4,325","1.13",290,5.94,1874,NA
"1875",2020-11-11,"011300","성안","-",350,"-","-","1,131","0.31",0,0,1875,NA
"1876",2020-11-11,"011330","유니켐","-",1350,"235","5.74","1,238","1.09",0,0,1876,NA
"1877",2020-11-11,"011390","부산산업","-",118500,"3,684","32.17","52,812","2.24",250,0.21,1877,NA
"1878",2020-11-11,"011420","갤럭시아에스엠","-",1405,"-","-","791","1.78",0,0,1878,NA
"1879",2020-11-11,"011500","한농화성","-",7960,"652","12.21","7,692","1.03",150,1.88,1879,NA
"1880",2020-11-11,"011690","유양디앤유","관리종목",1220,"-","-","1,985","0.61",0,0,1880,NA
"1881",2020-11-11,"011700","한신기계","-",1680,"51","32.94","2,496","0.67",15,0.89,1881,NA
"1882",2020-11-11,"011760","현대상사","-",15250,"1,292","11.8","25,722","0.59",600,3.93,1882,NA
"1883",2020-11-11,"011780","금호석유","-",133500,"10,549","12.66","78,488","1.7",1500,1.12,1883,NA
"1884",2020-11-11,"011785","금호석유우","-",52400,"-","-","-","-",1550,2.96,1884,NA
"1885",2020-11-11,"011790","SKC","-",82100,"1,686","48.7","41,542","1.98",1000,1.22,1885,NA
"1886",2020-11-11,"011810","STX","-",5860,"-","-","2,864","2.05",0,0,1886,NA
"1887",2020-11-11,"011930","신성이엔지","-",3765,"15","251","704","5.35",0,0,1887,NA
"1888",2020-11-11,"012030","DB","-",690,"23","30","1,049","0.66",0,0,1888,NA
"1889",2020-11-11,"012160","영흥","-",1295,"20","64.75","1,937","0.67",30,2.32,1889,NA
"1890",2020-11-11,"012170","키위미디어그룹","관리종목",1485,"-","-","-","-",0,0,1890,NA
"1891",2020-11-11,"012200","계양전기","-",3070,"4","767.5","5,425","0.57",35,1.14,1891,NA
"1892",2020-11-11,"012205","계양전기우","-",8980,"-","-","-","-",40,0.45,1892,NA
"1893",2020-11-11,"012280","영화금속","-",1880,"6","313.33","1,556","1.21",0,0,1893,NA
"1894",2020-11-11,"012320","경동인베스트","-",28900,"4,007","7.21","171,962","0.17",500,1.73,1894,NA
"1895",2020-11-11,"012330","현대모비스","-",243000,"24,234","10.03","339,207","0.72",4000,1.65,1895,NA
"1896",2020-11-11,"012450","한화에어로스페이스","-",28500,"2,558","11.14","48,217","0.59",0,0,1896,NA
"1897",2020-11-11,"012510","더존비즈온","-",102500,"1,684","60.87","11,427","8.97",470,0.46,1897,NA
"1898",2020-11-11,"012600","센트럴인사이트","관리종목",12500,"-","-","801","15.61",0,0,1898,NA
"1899",2020-11-11,"012610","경인양행","-",6840,"344","19.88","5,357","1.28",50,0.73,1899,NA
"1900",2020-11-11,"012630","HDC","-",10700,"4,460","2.4","36,131","0.3",200,1.87,1900,NA
"1901",2020-11-11,"012690","모나리자","-",5240,"66","79.39","1,781","2.94",50,0.95,1901,NA
"1902",2020-11-11,"012750","에스원","-",84800,"4,337","19.55","34,937","2.43",2500,2.95,1902,NA
"1903",2020-11-11,"012800","대창","-",1255,"66","19.02","2,023","0.62",10,0.8,1903,NA
"1904",2020-11-11,"013000","세우글로벌","-",3185,"3","1,061.67","1,387","2.3",0,0,1904,NA
"1905",2020-11-11,"013360","일성건설","-",930,"30","31","1,688","0.55",15,1.61,1905,NA
"1906",2020-11-11,"013520","화승알앤에이","-",2090,"376","5.56","4,046","0.52",25,1.2,1906,NA
"1907",2020-11-11,"013570","디와이","-",4630,"646","7.17","13,449","0.34",150,3.24,1907,NA
"1908",2020-11-11,"013580","계룡건설","-",23900,"8,363","2.86","50,766","0.47",600,2.51,1908,NA
"1909",2020-11-11,"013700","까뮤이앤씨","-",2450,"305","8.03","1,571","1.56",30,1.22,1909,NA
"1910",2020-11-11,"013870","지엠비코리아","-",8190,"143","57.27","11,858","0.69",30,0.37,1910,NA
"1911",2020-11-11,"013890","지누스","-",88800,"5,999","14.8","26,336","3.37",1250,1.41,1911,NA
"1912",2020-11-11,"014130","한익스프레스","-",5730,"479","11.96","5,960","0.96",70,1.22,1912,NA
"1913",2020-11-11,"014160","대영포장","-",1175,"100","11.75","1,389","0.85",0,0,1913,NA
"1914",2020-11-11,"014280","금강공업","-",4395,"-","-","10,865","0.4",80,1.82,1914,NA
"1915",2020-11-11,"014285","금강공업우","-",17900,"-","-","-","-",90,0.5,1915,NA
"1916",2020-11-11,"014440","영보화학","-",4045,"263","15.38","7,274","0.56",100,2.47,1916,NA
"1917",2020-11-11,"014530","극동유화","-",3410,"422","8.08","4,825","0.71",160,4.69,1917,NA
"1918",2020-11-11,"014580","태경비케이","-",3660,"148","24.73","4,846","0.76",100,2.73,1918,NA
"1919",2020-11-11,"014680","한솔케미칼","-",150000,"7,798","19.24","39,713","3.78",1500,1,1919,NA
"1920",2020-11-11,"014710","사조씨푸드","-",6290,"-","-","11,862","0.53",0,0,1920,NA
"1921",2020-11-11,"014790","한라","-",3525,"28","125.89","5,322","0.66",0,0,1921,NA
"1922",2020-11-11,"014820","동원시스템즈","-",33050,"1,485","22.26","17,529","1.89",500,1.51,1922,NA
"1923",2020-11-11,"014825","동원시스템즈우","-",31250,"-","-","-","-",550,1.76,1923,NA
"1924",2020-11-11,"014830","유니드","-",45950,"7,600","6.05","79,982","0.57",1200,2.61,1924,NA
"1925",2020-11-11,"014910","성문전자","-",1980,"-","-","1,356","1.46",0,0,1925,NA
"1926",2020-11-11,"014915","성문전자우","-",13900,"-","-","-","-",5,0.04,1926,NA
"1927",2020-11-11,"014990","인디에프","-",1660,"-","-","1,063","1.56",0,0,1927,NA
"1928",2020-11-11,"015020","이스타코","-",607,"307","1.98","1,141","0.53",0,0,1928,NA
"1929",2020-11-11,"015230","대창단조","-",36300,"5,197","6.98","63,622","0.57",1100,3.03,1929,NA
"1930",2020-11-11,"015260","에이엔피","-",1445,"-","-","4,707","0.31",0,0,1930,NA
"1931",2020-11-11,"015350","부산가스","-",51600,"4,892","10.55","60,885","0.85",1000,1.94,1931,NA
"1932",2020-11-11,"015360","예스코홀딩스","-",36100,"4,611","7.83","91,813","0.39",1750,4.85,1932,NA
"1933",2020-11-11,"015540","쎌마테라퓨틱스","-",6550,"-","-","346","18.93",0,0,1933,NA
"1934",2020-11-11,"015590","큐로","-",707,"17","41.59","451","1.57",0,0,1934,NA
"1935",2020-11-11,"015760","한국전력","-",21250,"-","-","105,140","0.2",0,0,1935,NA
"1936",2020-11-11,"015860","일진홀딩스","-",5200,"274","18.98","5,815","0.89",100,1.92,1936,NA
"1937",2020-11-11,"015890","태경산업","-",5320,"1,023","5.2","8,089","0.66",370,6.95,1937,NA
"1938",2020-11-11,"016090","대현","-",1875,"376","4.99","4,498","0.42",100,5.33,1938,NA
"1939",2020-11-11,"016360","삼성증권","-",35750,"4,388","8.15","55,423","0.65",1700,4.76,1939,NA
"1940",2020-11-11,"016380","KG동부제철","-",8990,"-","-","8,886","1.01",0,0,1940,NA
"1941",2020-11-11,"016385","KG동부제철우","-",131000,"-","-","-","-",0,0,1941,NA
"1942",2020-11-11,"016450","한세예스24홀딩스","-",6180,"513","12.05","6,786","0.91",250,4.05,1942,NA
"1943",2020-11-11,"016580","환인제약","-",14850,"1,225","12.12","14,719","1.01",300,2.02,1943,NA
"1944",2020-11-11,"016590","신대양제지","-",53700,"13,849","3.88","103,836","0.52",625,1.16,1944,NA
"1945",2020-11-11,"016610","DB금융투자","-",4225,"1,172","3.6","16,484","0.26",250,5.92,1945,NA
"1946",2020-11-11,"016710","대성홀딩스","-",23300,"837","27.84","26,020","0.9",250,1.07,1946,NA
"1947",2020-11-11,"016740","두올","-",3475,"374","9.29","5,223","0.67",80,2.3,1947,NA
"1948",2020-11-11,"016800","퍼시스","-",29300,"3,601","8.14","38,601","0.76",1000,3.41,1948,NA
"1949",2020-11-11,"016880","웅진","-",1040,"-","-","917","1.13",0,0,1949,NA
"1950",2020-11-11,"017040","광명전기","-",2060,"185","11.14","2,255","0.91",15,0.73,1950,NA
"1951",2020-11-11,"017180","명문제약","-",6450,"-","-","2,912","2.21",0,0,1951,NA
"1952",2020-11-11,"017370","우신시스템","-",3305,"347","9.52","6,224","0.53",0,0,1952,NA
"1953",2020-11-11,"017390","서울가스","-",91300,"7,512","12.15","192,791","0.47",1750,1.92,1953,NA
"1954",2020-11-11,"017550","수산중공업","-",2590,"3","863.33","1,859","1.39",10,0.39,1954,NA
"1955",2020-11-11,"017670","SK텔레콤","-",230500,"12,144","18.98","284,310","0.81",10000,4.34,1955,NA
"1956",2020-11-11,"017800","현대엘리베이","-",40300,"1,190","33.87","22,966","1.75",900,2.23,1956,NA
"1957",2020-11-11,"017810","풀무원","-",16100,"56","287.5","9,425","1.71",102,0.63,1957,NA
"1958",2020-11-11,"017900","광전자","-",2425,"66","36.74","3,805","0.64",50,2.06,1958,NA
"1959",2020-11-11,"017940","E1","-",47900,"-","-","166,288","0.29",2200,4.59,1959,NA
"1960",2020-11-11,"017960","한국카본","-",10600,"431","24.59","7,114","1.49",120,1.13,1960,NA
"1961",2020-11-11,"018250","애경산업","-",23400,"1,581","14.8","12,817","1.83",450,1.92,1961,NA
"1962",2020-11-11,"018260","삼성에스디에스","-",177000,"9,521","18.59","84,595","2.09",2400,1.36,1962,NA
"1963",2020-11-11,"018470","조일알미늄","-",727,"-","-","1,617","0.45",0,0,1963,NA
"1964",2020-11-11,"018500","동원금속","-",696,"350","1.99","1,363","0.51",0,0,1964,NA
"1965",2020-11-11,"018670","SK가스","-",110000,"17,794","6.18","180,030","0.61",3000,2.73,1965,NA
"1966",2020-11-11,"018880","한온시스템","-",13450,"597","22.53","4,153","3.24",320,2.38,1966,NA
"1967",2020-11-11,"019170","신풍제약","-",123500,"35","3,528.57","3,782","32.65",0,0,1967,NA
"1968",2020-11-11,"019175","신풍제약우","-",129000,"-","-","-","-",0,0,1968,NA
"1969",2020-11-11,"019180","티에이치엔","-",2345,"959","2.45","3,503","0.67",60,2.56,1969,NA
"1970",2020-11-11,"019440","세아특수강","-",11450,"1,304","8.78","37,014","0.31",900,7.86,1970,NA
"1971",2020-11-11,"019490","하이트론","-",2890,"-","-","3,091","0.93",0,0,1971,NA
"1972",2020-11-11,"019680","대교","-",3910,"190","20.58","5,848","0.67",170,4.35,1972,NA
"1973",2020-11-11,"019685","대교우B","-",2545,"-","-","-","-",180,7.07,1973,NA
"1974",2020-11-11,"020000","한섬","-",29550,"3,881","7.61","42,450","0.7",450,1.52,1974,NA
"1975",2020-11-11,"020120","키다리스튜디오","-",8800,"139","63.31","1,213","7.25",0,0,1975,NA
"1976",2020-11-11,"020150","일진머티리얼즈","-",45850,"1,016","45.13","12,390","3.7",50,0.11,1976,NA
"1977",2020-11-11,"020560","아시아나항공","-",3860,"-","-","3,552","1.09",0,0,1977,NA
"1978",2020-11-11,"020760","일진디스플","-",4095,"-","-","1,777","2.3",0,0,1978,NA
"1979",2020-11-11,"021050","서원","-",3195,"67","47.69","2,159","1.48",10,0.31,1979,NA
"1980",2020-11-11,"021240","코웨이","-",76800,"4,611","16.66","14,611","5.26",2400,3.13,1980,NA
"1981",2020-11-11,"021820","세원정공","-",8090,"-","-","40,731","0.2",25,0.31,1981,NA
"1982",2020-11-11,"023000","삼원강재","-",2475,"261","9.48","5,249","0.47",115,4.65,1982,NA
"1983",2020-11-11,"023150","MH에탄올","-",7610,"-","-","7,785","0.98",350,4.6,1983,NA
"1984",2020-11-11,"023350","한국종합기술","-",4065,"-","-","8,724","0.47",100,2.46,1984,NA
"1985",2020-11-11,"023450","동남합성","-",36900,"4,926","7.49","20,576","1.79",200,0.54,1985,NA
"1986",2020-11-11,"023530","롯데쇼핑","-",96300,"-","-","376,333","0.26",3800,3.95,1986,NA
"1987",2020-11-11,"023590","다우기술","-",20050,"4,283","4.68","29,783","0.67",400,2,1987,NA
"1988",2020-11-11,"023800","인지컨트롤스","-",11150,"-","-","11,832","0.94",100,0.9,1988,NA
"1989",2020-11-11,"023810","인팩","-",4850,"-","-","9,376","0.52",120,2.47,1989,NA
"1990",2020-11-11,"023960","에쓰씨엔지니어링","-",1435,"-","-","994","1.44",0,0,1990,NA
"1991",2020-11-11,"024070","WISCOM","-",2380,"70","34","7,697","0.31",50,2.1,1991,NA
"1992",2020-11-11,"024090","디씨엠","-",11000,"2,385","4.61","14,933","0.74",500,4.55,1992,NA
"1993",2020-11-11,"024110","기업은행","-",9250,"2,242","4.13","33,567","0.28",670,7.24,1993,NA
"1994",2020-11-11,"024720","한국콜마홀딩스","-",26100,"2,364","11.04","22,998","1.13",195,0.75,1994,NA
"1995",2020-11-11,"024890","대원화성","-",1540,"104","14.81","1,925","0.8",10,0.65,1995,NA
"1996",2020-11-11,"024900","덕양산업","-",1865,"-","-","1,439","1.3",0,0,1996,NA
