"","일자","종목코드","종목명","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물  일련번호","총카운트"
"571",2020-11-11,"066430","와이오엠","관리종목",1800,"-","-","940","1.91",0,0,571,NA
"572",2020-11-11,"066590","우수AMS","-",10000,"11","909.09","2,442","4.1",0,0,572,NA
"573",2020-11-11,"066620","국보디자인","-",15800,"2,293","6.89","16,449","0.96",300,1.9,573,NA
"574",2020-11-11,"066670","디스플레이텍","-",3440,"316","10.89","8,006","0.43",100,2.91,574,NA
"575",2020-11-11,"066700","테라젠이텍스","-",10100,"1,432","7.05","4,378","2.31",0,0,575,NA
"576",2020-11-11,"066790","씨씨에스","관리종목",846,"-","-","590","1.43",0,0,576,NA
"577",2020-11-11,"066900","디에이피","-",4360,"54","80.74","4,423","0.99",0,0,577,NA
"578",2020-11-11,"066910","손오공","-",1765,"-","-","909","1.94",0,0,578,NA
"579",2020-11-11,"066970","엘앤에프","-",40950,"-","-","5,040","8.12",50,0.12,579,NA
"580",2020-11-11,"066980","브레인콘텐츠","-",507,"5","101.4","620","0.82",0,0,580,NA
"581",2020-11-11,"067000","조이시티","-",20700,"-","-","2,186","9.47",0,0,581,NA
"582",2020-11-11,"067010","이씨에스","-",4185,"308","13.59","3,645","1.15",100,2.39,582,NA
"583",2020-11-11,"067080","대화제약","-",13750,"600","22.92","4,354","3.16",150,1.09,583,NA
"584",2020-11-11,"067160","아프리카TV","-",60900,"3,164","19.25","10,346","5.89",550,0.9,584,NA
"585",2020-11-11,"067170","오텍","-",13100,"719","18.22","9,288","1.41",130,0.99,585,NA
"586",2020-11-11,"067280","멀티캠퍼스","-",35600,"3,162","11.26","18,503","1.92",600,1.69,586,NA
"587",2020-11-11,"067290","JW신약","-",5480,"35","156.57","1,587","3.45",60,1.09,587,NA
"588",2020-11-11,"067310","하나마이크론","-",7920,"-","-","5,238","1.51",50,0.63,588,NA
"589",2020-11-11,"067390","아스트","-",4480,"-","-","7,376","0.61",0,0,589,NA
"590",2020-11-11,"067570","엔브이에이치코리아","-",3980,"364","10.93","4,904","0.81",50,1.26,590,NA
"591",2020-11-11,"067630","에이치엘비생명과학","-",26200,"-","-","7,094","3.69",0,0,591,NA
"592",2020-11-11,"067730","로지시스","-",5720,"-","-","1,676","3.41",60,1.05,592,NA
"593",2020-11-11,"067770","세진티에스","-",3485,"-","-","4,464","0.78",0,0,593,NA
"594",2020-11-11,"067900","와이엔텍","-",12450,"1,012","12.3","7,405","1.68",0,0,594,NA
"595",2020-11-11,"067920","이글루시큐리티","-",4545,"211","21.54","4,392","1.03",140,3.08,595,NA
"596",2020-11-11,"067990","도이치모터스","-",6330,"2,073","3.05","8,847","0.72",0,0,596,NA
"597",2020-11-11,"068050","팬엔터테인먼트","-",3485,"41","85","1,756","1.98",0,0,597,NA
"598",2020-11-11,"068240","다원시스","-",21650,"161","134.47","7,825","2.77",100,0.46,598,NA
"599",2020-11-11,"068330","일신바이오","-",8650,"109","79.36","908","9.53",7,0.08,599,NA
"600",2020-11-11,"068760","셀트리온제약","-",129200,"241","536.1","7,826","16.51",0,0,600,NA
"601",2020-11-11,"068790","DMS","-",9480,"768","12.34","7,205","1.32",75,0.79,601,NA
"602",2020-11-11,"068930","디지털대성","-",7460,"762","9.79","3,693","2.02",300,4.02,602,NA
"603",2020-11-11,"068940","아이씨케이","-",3865,"-","-","475","8.14",0,0,603,NA
"604",2020-11-11,"069080","웹젠","-",37150,"1,369","27.14","10,064","3.69",0,0,604,NA
"605",2020-11-11,"069110","코스온","관리종목",4845,"-","-","4,765","1.02",0,0,605,NA
"606",2020-11-11,"069140","누리플랜","-",6440,"-","-","4,313","1.49",0,0,606,NA
"607",2020-11-11,"069330","유아이디","관리종목",1055,"-","-","1,284","0.82",0,0,607,NA
"608",2020-11-11,"069410","엔텔스","-",8630,"301","28.67","6,109","1.41",0,0,608,NA
"609",2020-11-11,"069510","에스텍","-",9570,"2,045","4.68","14,115","0.68",600,6.27,609,NA
"610",2020-11-11,"069540","라이트론","관리종목",5420,"276","19.64","2,648","2.05",0,0,610,NA
"611",2020-11-11,"069920","아이에스이커머스","-",3880,"-","-","1,949","1.99",0,0,611,NA
"612",2020-11-11,"070300","엑스큐어","관리종목",4810,"175","27.49","3,165","1.52",0,0,612,NA
"613",2020-11-11,"070590","한솔인티큐브","-",2510,"-","-","1,705","1.47",0,0,613,NA
"614",2020-11-11,"071200","인피니트헬스케어","-",7040,"297","23.7","3,469","2.03",0,0,614,NA
"615",2020-11-11,"071280","로체시스템즈","-",5460,"80","68.25","4,274","1.28",0,0,615,NA
"616",2020-11-11,"071460","위니아딤채","-",2510,"131","19.16","2,393","1.05",0,0,616,NA
"617",2020-11-11,"071670","에이테크솔루션","-",10600,"145","73.1","7,007","1.51",0,0,617,NA
"618",2020-11-11,"071850","캐스텍코리아","-",3070,"-","-","7,346","0.42",0,0,618,NA
"619",2020-11-11,"072020","중앙백신","-",17750,"186","95.43","8,671","2.05",50,0.28,619,NA
"620",2020-11-11,"072470","우리산업홀딩스","-",5140,"10","514","6,836","0.75",25,0.49,620,NA
"621",2020-11-11,"072520","제넨바이오","-",3200,"-","-","322","9.94",0,0,621,NA
"622",2020-11-11,"072770","율호","-",1540,"-","-","636","2.42",0,0,622,NA
"623",2020-11-11,"072870","메가스터디","-",11750,"1,069","10.99","22,365","0.53",450,3.83,623,NA
"624",2020-11-11,"072950","빛샘전자","-",5930,"333","17.81","9,323","0.64",100,1.69,624,NA
"625",2020-11-11,"072990","에이치시티","-",11550,"880","13.12","7,180","1.61",30,0.26,625,NA
"626",2020-11-11,"073010","케이에스피","-",1385,"46","30.11","629","2.2",0,0,626,NA
"627",2020-11-11,"073070","에스모","관리종목",407,"-","-","450","0.9",0,0,627,NA
"628",2020-11-11,"073110","엘엠에스","-",10350,"1,603","6.46","13,986","0.74",250,2.42,628,NA
"629",2020-11-11,"073190","듀오백","-",2745,"-","-","2,289","1.2",0,0,629,NA
"630",2020-11-11,"073490","이노와이어리스","-",57800,"2,190","26.39","13,479","4.29",250,0.43,630,NA
"631",2020-11-11,"073540","에프알텍","-",5660,"-","-","2,742","2.06",0,0,631,NA
"632",2020-11-11,"073560","우리손에프앤지","-",2080,"61","34.1","2,645","0.79",25,1.2,632,NA
"633",2020-11-11,"073570","WI","-",1495,"20","74.75","536","2.79",0,0,633,NA
"634",2020-11-11,"073640","테라사이언스","-",1765,"-","-","479","3.68",0,0,634,NA
"635",2020-11-11,"074430","아미노로직스","-",2035,"-","-","590","3.45",0,0,635,NA
"636",2020-11-11,"074600","원익QnC","-",15300,"99","154.55","8,103","1.89",0,0,636,NA
"637",2020-11-11,"075130","플랜티넷","-",5330,"303","17.59","7,467","0.71",250,4.69,637,NA
"638",2020-11-11,"075970","동국알앤에스","-",3600,"140","25.71","4,066","0.89",80,2.22,638,NA
"639",2020-11-11,"076080","웰크론한텍","-",2705,"-","-","3,257","0.83",0,0,639,NA
"640",2020-11-11,"076610","해성옵틱스","-",1590,"-","-","1,957","0.81",0,0,640,NA
"641",2020-11-11,"077360","덕산하이메탈","-",7740,"563","13.75","8,904","0.87",0,0,641,NA
"642",2020-11-11,"078020","이베스트투자증권","-",6370,"1,132","5.63","9,264","0.69",345,5.42,642,NA
"643",2020-11-11,"078070","유비쿼스홀딩스","-",26800,"424","63.21","10,715","2.5",130,0.49,643,NA
"644",2020-11-11,"078130","국일제지","-",4865,"-","-","357","13.63",0,0,644,NA
"645",2020-11-11,"078140","대봉엘에스","-",10900,"517","21.08","7,289","1.5",50,0.46,645,NA
"646",2020-11-11,"078150","HB테크놀러지","-",1940,"41","47.32","2,025","0.96",20,1.03,646,NA
"647",2020-11-11,"078160","메디포스트","-",33300,"-","-","7,145","4.66",0,0,647,NA
"648",2020-11-11,"078340","컴투스","-",123000,"9,160","13.43","71,478","1.72",1400,1.14,648,NA
"649",2020-11-11,"078350","한양디지텍","-",5280,"-","-","2,890","1.83",0,0,649,NA
"650",2020-11-11,"078590","OQP","관리종목",4550,"-","-","442","10.29",0,0,650,NA
"651",2020-11-11,"078600","대주전자재료","-",44000,"-","-","5,269","8.35",0,0,651,NA
"652",2020-11-11,"078650","코렌","-",823,"-","-","1,030","0.8",0,0,652,NA
"653",2020-11-11,"078860","아이오케이","-",2120,"-","-","2,035","1.04",0,0,653,NA
"654",2020-11-11,"078890","가온미디어","-",6170,"1,227","5.03","10,477","0.59",100,1.62,654,NA
"655",2020-11-11,"078940","코드네이처","관리종목",2190,"-","-","695","3.15",0,0,655,NA
"656",2020-11-11,"079000","와토스코리아","-",5500,"437","12.59","10,456","0.53",200,3.64,656,NA
"657",2020-11-11,"079170","한창산업","-",8570,"227","37.75","10,088","0.85",110,1.28,657,NA
"658",2020-11-11,"079190","EMW","관리종목",2780,"120","23.17","971","2.86",0,0,658,NA
"659",2020-11-11,"079370","제우스","-",20300,"1,359","14.94","21,560","0.94",200,0.99,659,NA
"660",2020-11-11,"079650","서산","-",2405,"-","-","3,526","0.68",0,0,660,NA
"661",2020-11-11,"079810","디이엔티","-",10550,"-","-","1,469","7.18",0,0,661,NA
"662",2020-11-11,"079940","가비아","-",13150,"826","15.92","5,410","2.43",40,0.3,662,NA
"663",2020-11-11,"079950","인베니아","-",2815,"53","53.11","1,945","1.45",0,0,663,NA
"664",2020-11-11,"079960","동양이엔피","-",16950,"3,154","5.37","27,524","0.62",300,1.77,664,NA
"665",2020-11-11,"079970","투비소프트","-",3015,"-","-","1,778","1.7",0,0,665,NA
"666",2020-11-11,"080000","에스엔유","-",4075,"226","18.03","3,362","1.21",0,0,666,NA
"667",2020-11-11,"080010","이상네트웍스","-",7000,"1,061","6.6","10,650","0.66",100,1.43,667,NA
"668",2020-11-11,"080160","모두투어","-",16950,"101","167.82","6,567","2.58",120,0.71,668,NA
"669",2020-11-11,"080220","제주반도체","-",3865,"-","-","2,430","1.59",0,0,669,NA
"670",2020-11-11,"080420","모다이노칩","-",4275,"77","55.52","4,320","0.99",0,0,670,NA
"671",2020-11-11,"080440","에스제이케이","관리종목",498,"-","-","997","0.5",0,0,671,NA
"672",2020-11-11,"080470","성창오토텍","-",9050,"-","-","5,186","1.75",30,0.33,672,NA
"673",2020-11-11,"080520","오디텍","-",5360,"192","27.92","10,005","0.54",100,1.87,673,NA
"674",2020-11-11,"080530","코디","-",2150,"-","-","1,852","1.16",0,0,674,NA
"675",2020-11-11,"080580","오킨스전자","-",21200,"35","605.71","3,690","5.75",0,0,675,NA
"676",2020-11-11,"080720","한국유니온제약","-",20900,"65","321.54","9,084","2.3",0,0,676,NA
"677",2020-11-11,"081150","티플랙스","-",3195,"91","35.11","4,040","0.79",20,0.63,677,NA
"678",2020-11-11,"081580","성우전자","-",2545,"-","-","6,595","0.39",0,0,678,NA
"679",2020-11-11,"082210","옵트론텍","-",6520,"461","14.14","4,750","1.37",30,0.46,679,NA
"680",2020-11-11,"082270","젬백스","-",25000,"-","-","2,467","10.13",0,0,680,NA
"681",2020-11-11,"082660","코스나인","-",1550,"-","-","629","2.46",0,0,681,NA
"682",2020-11-11,"082800","비보존 헬스케어","-",2035,"-","-","905","2.25",0,0,682,NA
"683",2020-11-11,"082850","우리바이오","-",6080,"107","56.82","2,078","2.93",0,0,683,NA
"684",2020-11-11,"082920","비츠로셀","-",17350,"936","18.54","6,567","2.64",100,0.58,684,NA
"685",2020-11-11,"083310","엘오티베큠","-",15850,"143","110.84","9,277","1.71",0,0,685,NA
"686",2020-11-11,"083450","GST","-",18300,"2,010","9.1","10,657","1.72",200,1.09,686,NA
"687",2020-11-11,"083470","이엠앤아이","관리종목",1585,"968","1.64","219","7.24",0,0,687,NA
"688",2020-11-11,"083500","에프엔에스테크","-",10200,"202","50.5","6,180","1.65",0,0,688,NA
"689",2020-11-11,"083550","케이엠","-",13350,"694","19.24","8,147","1.64",50,0.37,689,NA
"690",2020-11-11,"083640","인콘","-",2130,"-","-","1,778","1.2",0,0,690,NA
"691",2020-11-11,"083650","비에이치아이","-",2205,"-","-","2,685","0.82",0,0,691,NA
"692",2020-11-11,"083660","CSA 코스믹","관리종목",2860,"-","-","836","3.42",0,0,692,NA
"693",2020-11-11,"083790","크리스탈지노믹스","-",16400,"-","-","3,538","4.64",0,0,693,NA
"694",2020-11-11,"083930","아바코","-",9970,"1,364","7.31","8,150","1.22",300,3.01,694,NA
"695",2020-11-11,"084110","휴온스글로벌","-",29900,"2,341","12.77","33,045","0.9",400,1.34,695,NA
"696",2020-11-11,"084180","수성","관리종목",1530,"-","-","1,235","1.24",0,0,696,NA
"697",2020-11-11,"084370","유진테크","-",27400,"257","106.61","10,366","2.64",230,0.84,697,NA
"698",2020-11-11,"084650","랩지노믹스","-",24900,"93","267.74","2,922","8.52",0,0,698,NA
"699",2020-11-11,"084730","팅크웨어","-",9800,"430","22.79","14,259","0.69",0,0,699,NA
"700",2020-11-11,"084850","아이티엠반도체","-",55000,"2,220","24.77","11,668","4.71",0,0,700,NA
"701",2020-11-11,"084990","헬릭스미스","-",20400,"-","-","7,312","2.79",0,0,701,NA
"702",2020-11-11,"085370","루트로닉","-",6790,"-","-","4,417","1.54",0,0,702,NA
"703",2020-11-11,"08537M","루트로닉3우C","-",10200,"-","-","-","-",151,1.48,703,NA
"704",2020-11-11,"085660","차바이오텍","-",18100,"884","20.48","7,187","2.52",0,0,704,NA
"705",2020-11-11,"085670","뉴프렉스","-",2275,"-","-","2,301","0.99",0,0,705,NA
"706",2020-11-11,"085810","알티캐스트","-",2520,"-","-","2,931","0.86",0,0,706,NA
"707",2020-11-11,"085910","네오티스","-",3795,"135","28.11","3,880","0.98",250,6.59,707,NA
"708",2020-11-11,"086040","바이오톡스텍","-",12350,"-","-","2,070","5.97",0,0,708,NA
"709",2020-11-11,"086060","진바이오텍","-",6230,"98","63.57","5,450","1.14",30,0.48,709,NA
"710",2020-11-11,"086250","이노와이즈","관리종목",1405,"-","-","-","-",0,0,710,NA
"711",2020-11-11,"086390","유니테스트","-",22550,"1,259","17.91","7,543","2.99",250,1.11,711,NA
"712",2020-11-11,"086450","동국제약","-",27200,"1,283","21.2","8,031","3.39",160,0.59,712,NA
"713",2020-11-11,"086520","에코프로","-",43300,"964","44.92","12,459","3.48",300,0.69,713,NA
"714",2020-11-11,"086670","비엠티","-",9030,"661","13.66","8,633","1.05",150,1.66,714,NA
"715",2020-11-11,"086820","바이오솔루션","-",30050,"-","-","5,985","5.02",0,0,715,NA
"716",2020-11-11,"086890","이수앱지스","-",6960,"-","-","2,073","3.36",0,0,716,NA
"717",2020-11-11,"086900","메디톡스","-",199300,"4,490","44.39","41,423","4.81",800,0.4,717,NA
"718",2020-11-11,"086960","한컴MDS","-",12350,"987","12.51","12,715","0.97",0,0,718,NA
"719",2020-11-11,"086980","쇼박스","-",2845,"52","54.71","2,247","1.27",50,1.76,719,NA
"720",2020-11-11,"087010","펩트론","-",19200,"-","-","1,833","10.47",0,0,720,NA
"721",2020-11-11,"087260","모바일어플라이언스","-",5550,"-","-","942","5.89",0,0,721,NA
"722",2020-11-11,"087600","픽셀플러스","관리종목",4285,"-","-","9,523","0.45",0,0,722,NA
"723",2020-11-11,"087730","에스모 머티리얼즈","관리종목",2720,"-","-","285","9.54",0,0,723,NA
"724",2020-11-11,"088130","동아엘텍","-",7980,"1,111","7.18","15,454","0.52",150,1.88,724,NA
"725",2020-11-11,"088290","이원컴포텍","-",11050,"163","67.79","1,155","9.57",0,0,725,NA
"726",2020-11-11,"088390","이녹스","-",7500,"-","-","12,820","0.59",0,0,726,NA
"727",2020-11-11,"088800","에이스테크","-",24850,"-","-","2,275","10.92",0,0,727,NA
"728",2020-11-11,"088910","동우팜투테이블","-",3240,"102","31.76","7,357","0.44",0,0,728,NA
"729",2020-11-11,"089010","켐트로닉스","-",18250,"1,235","14.78","6,618","2.76",300,1.64,729,NA
"730",2020-11-11,"089030","테크윙","-",18150,"584","31.08","9,076","2",230,1.27,730,NA
"731",2020-11-11,"089140","넥스턴","-",9560,"539","17.74","8,455","1.13",100,1.05,731,NA
"732",2020-11-11,"089150","케이씨티","-",6020,"50","120.4","2,151","2.8",60,1,732,NA
"733",2020-11-11,"089230","THE E&M","-",910,"-","-","574","1.59",0,0,733,NA
"734",2020-11-11,"089530","에이티세미콘","-",815,"-","-","444","1.84",0,0,734,NA
"735",2020-11-11,"089600","나스미디어","-",31450,"2,362","13.31","16,165","1.95",660,2.1,735,NA
"736",2020-11-11,"089790","제이티","-",9840,"380","25.89","2,588","3.8",0,0,736,NA
"737",2020-11-11,"089850","유비벨록스","-",9030,"851","10.61","10,348","0.87",0,0,737,NA
"738",2020-11-11,"089890","코세스","-",7200,"383","18.8","1,608","4.48",0,0,738,NA
"739",2020-11-11,"089970","에이피티씨","-",13750,"656","20.96","2,561","5.37",0,0,739,NA
"740",2020-11-11,"089980","상아프론테크","-",43450,"842","51.6","9,392","4.63",160,0.37,740,NA
"741",2020-11-11,"090150","광진윈텍","-",2940,"223","13.18","4,315","0.68",100,3.4,741,NA
"742",2020-11-11,"090360","로보스타","-",13600,"-","-","9,889","1.38",0,0,742,NA
"743",2020-11-11,"090410","덕신하우징","-",1330,"39","34.1","1,814","0.73",0,0,743,NA
"744",2020-11-11,"090460","비에이치","-",21400,"1,926","11.11","8,551","2.5",0,0,744,NA
"745",2020-11-11,"090470","제이스텍","-",7530,"108","69.72","8,904","0.85",50,0.66,745,NA
"746",2020-11-11,"090710","휴림로봇","-",1640,"-","-","346","4.74",0,0,746,NA
"747",2020-11-11,"090740","아이엠이연이","-",4400,"509","8.64","4,372","1.01",50,1.14,747,NA
"748",2020-11-11,"090850","이지웰","-",10300,"243","42.39","1,650","6.24",90,0.87,748,NA
"749",2020-11-11,"091120","이엠텍","-",12500,"24","520.83","11,185","1.12",0,0,749,NA
"750",2020-11-11,"091340","S&K폴리텍","-",4700,"1,368","3.44","7,586","0.62",0,0,750,NA
"751",2020-11-11,"091440","텔레필드","-",3440,"572","6.01","2,971","1.16",0,0,751,NA
"752",2020-11-11,"091580","상신이디피","-",13600,"380","35.79","4,905","2.77",50,0.37,752,NA
"753",2020-11-11,"091590","남화토건","-",13850,"424","32.67","11,305","1.23",70,0.51,753,NA
"754",2020-11-11,"091700","파트론","-",9900,"1,186","8.35","6,531","1.52",350,3.54,754,NA
"755",2020-11-11,"091970","나노캠텍","-",1825,"-","-","2,292","0.8",0,0,755,NA
"756",2020-11-11,"091990","셀트리온헬스케어","-",95000,"435","218.39","11,029","8.61",0,0,756,NA
"757",2020-11-11,"092040","아미코젠","-",32400,"5","6,480","6,354","5.1",0,0,757,NA
"758",2020-11-11,"092070","디엔에프","-",13850,"220","62.95","8,388","1.65",0,0,758,NA
"759",2020-11-11,"092130","이크레더블","-",24600,"1,134","21.69","4,460","5.52",740,3.01,759,NA
"760",2020-11-11,"092190","서울바이오시스","-",16850,"147","114.63","4,404","3.83",38,0.23,760,NA
"761",2020-11-11,"092300","현우산업","-",3015,"156","19.33","4,933","0.61",100,3.32,761,NA
"762",2020-11-11,"092460","한라IMS","-",5980,"392","15.26","6,891","0.87",100,1.67,762,NA
"763",2020-11-11,"092600","앤씨앤","-",4360,"-","-","2,028","2.15",0,0,763,NA
"764",2020-11-11,"092730","네오팜","-",28850,"2,570","11.23","12,878","2.24",750,2.6,764,NA
"765",2020-11-11,"092870","엑시콘","-",13500,"-","-","7,337","1.84",65,0.48,765,NA
"766",2020-11-11,"093190","빅솔론","-",4350,"565","7.7","7,613","0.57",190,4.37,766,NA
"767",2020-11-11,"093320","케이아이엔엑스","-",73500,"3,291","22.33","16,719","4.4",500,0.68,767,NA
"768",2020-11-11,"093380","풍강","-",3465,"114","30.39","6,168","0.56",60,1.73,768,NA
"769",2020-11-11,"093520","매커스","-",4820,"368","13.1","3,268","1.47",100,2.07,769,NA
"770",2020-11-11,"093640","다믈멀티미디어","-",3100,"53","58.49","1,961","1.58",0,0,770,NA
"771",2020-11-11,"093920","서원인텍","-",6560,"672","9.76","8,637","0.76",300,4.57,771,NA
"772",2020-11-11,"094170","동운아나텍","-",9370,"548","17.1","1,637","5.72",50,0.53,772,NA
"773",2020-11-11,"094360","칩스앤미디어","-",12050,"469","25.69","3,331","3.62",152,1.26,773,NA
"774",2020-11-11,"094480","갤럭시아머니트리","-",3525,"233","15.13","2,344","1.5",55,1.56,774,NA
"775",2020-11-11,"094820","일진파워","-",5400,"800","6.75","6,367","0.85",300,5.56,775,NA
"776",2020-11-11,"094840","슈프리마에이치큐","-",6090,"821","7.42","13,936","0.44",0,0,776,NA
"777",2020-11-11,"094850","참좋은여행","-",6930,"1,714","4.04","6,907","1",170,2.45,777,NA
"778",2020-11-11,"094940","푸른기술","-",13000,"102","127.45","4,351","2.99",30,0.23,778,NA
"779",2020-11-11,"095190","이엠코리아","-",6100,"-","-","2,076","2.94",0,0,779,NA
"780",2020-11-11,"095270","웨이브일렉트로","-",6070,"-","-","1,239","4.9",0,0,780,NA
"781",2020-11-11,"095500","미래나노텍","-",2755,"44","62.61","6,611","0.42",0,0,781,NA
"782",2020-11-11,"095610","테스","-",26700,"508","52.56","10,872","2.46",300,1.12,782,NA
"783",2020-11-11,"095700","제넥신","-",104000,"-","-","12,496","8.32",0,0,783,NA
"784",2020-11-11,"095910","에스에너지","-",8560,"-","-","7,431","1.15",50,0.58,784,NA
"785",2020-11-11,"096040","이트론","-",280,"-","-","187","1.5",0,0,785,NA
"786",2020-11-11,"096240","청담러닝","-",20800,"1,176","17.69","8,569","2.43",1000,4.81,786,NA
"787",2020-11-11,"096350","대창솔루션","-",465,"-","-","412","1.13",0,0,787,NA
"788",2020-11-11,"096530","씨젠","-",230800,"1,026","224.95","5,815","39.69",100,0.04,788,NA
"789",2020-11-11,"096610","알에프세미","-",5600,"-","-","6,140","0.91",13,0.23,789,NA
"790",2020-11-11,"096630","에스코넥","-",2390,"-","-","1,383","1.73",0,0,790,NA
"791",2020-11-11,"096640","멜파스","-",1310,"-","-","1,327","0.99",0,0,791,NA
"792",2020-11-11,"096690","에이루트","-",6520,"350","18.63","13,630","0.48",0,0,792,NA
"793",2020-11-11,"097520","엠씨넥스","-",33850,"5,151","6.57","12,571","2.69",500,1.48,793,NA
"794",2020-11-11,"097780","에스맥","-",1870,"-","-","950","1.97",0,0,794,NA
"795",2020-11-11,"097800","윈팩","-",1780,"254","7.01","1,263","1.41",0,0,795,NA
"796",2020-11-11,"097870","효성오앤비","-",7590,"227","33.44","7,275","1.04",0,0,796,NA
"797",2020-11-11,"098120","마이크로컨텍솔","-",5550,"106","52.36","3,942","1.41",0,0,797,NA
"798",2020-11-11,"094860","코닉글로리","-",2580,"-","-","214","12.06",0,0,798,NA
"799",2020-11-11,"094970","제이엠티","-",2625,"57","46.05","3,300","0.8",50,1.9,799,NA
"800",2020-11-11,"095340","ISC","-",18800,"311","60.45","12,011","1.57",50,0.27,800,NA
"801",2020-11-11,"095660","네오위즈","-",22100,"1,133","19.51","14,741","1.5",0,0,801,NA
"802",2020-11-11,"096870","엘디티","-",2600,"-","-","1,480","1.76",0,0,802,NA
"803",2020-11-11,"098460","고영","-",92300,"2,192","42.11","17,763","5.2",550,0.6,803,NA
"804",2020-11-11,"098660","에스티오","-",2095,"270","7.76","2,810","0.75",120,5.73,804,NA
"805",2020-11-11,"099190","아이센스","-",27400,"1,723","15.9","14,454","1.9",200,0.73,805,NA
"806",2020-11-11,"099220","SDN","-",4440,"93","47.74","1,642","2.7",0,0,806,NA
"807",2020-11-11,"099320","쎄트렉아이","-",24750,"992","24.95","8,775","2.82",210,0.85,807,NA
"808",2020-11-11,"099410","동방선기","-",3860,"-","-","2,108","1.83",0,0,808,NA
"809",2020-11-11,"099440","스맥","-",2225,"-","-","3,428","0.65",0,0,809,NA
"810",2020-11-11,"099520","ITX-AI","-",2845,"-","-","598","4.76",0,0,810,NA
"811",2020-11-11,"099750","이지케어텍","-",18550,"-","-","6,500","2.85",86,0.46,811,NA
"812",2020-11-11,"100030","모바일리더","-",15900,"-","-","9,486","1.68",0,0,812,NA
"813",2020-11-11,"100090","삼강엠앤티","-",17400,"-","-","4,829","3.6",0,0,813,NA
"814",2020-11-11,"100120","뷰웍스","-",29450,"2,457","11.99","16,139","1.82",400,1.36,814,NA
"815",2020-11-11,"100130","동국S&C","-",8310,"171","48.6","4,582","1.81",100,1.2,815,NA
"816",2020-11-11,"100590","머큐리","-",9830,"158","62.22","4,807","2.04",0,0,816,NA
"817",2020-11-11,"100660","서암기계공업","-",5900,"173","34.1","4,891","1.21",50,0.85,817,NA
"818",2020-11-11,"100700","세운메디칼","-",4540,"219","20.73","2,174","2.09",50,1.1,818,NA
"819",2020-11-11,"100790","미래에셋벤처투자","-",3680,"310","11.87","3,345","1.1",185,5.03,819,NA
"820",2020-11-11,"101000","상상인인더스트리","-",810,"-","-","400","2.02",0,0,820,NA
"821",2020-11-11,"101160","월덱스","-",14750,"1,180","12.5","5,433","2.71",50,0.34,821,NA
"822",2020-11-11,"101170","우림기계","-",4990,"-","-","6,428","0.78",0,0,822,NA
"823",2020-11-11,"101240","씨큐브","-",7270,"659","11.03","5,336","1.36",170,2.34,823,NA
"824",2020-11-11,"101330","모베이스","-",3650,"1,942","1.88","11,222","0.33",0,0,824,NA
"825",2020-11-11,"101360","이엔드디","-",25750,"1,047","24.59","1,572","16.38",0,0,825,NA
"826",2020-11-11,"101390","아이엠","-",745,"-","-","770","0.97",0,0,826,NA
"827",2020-11-11,"101400","엔시트론","관리종목",1140,"-","-","580","1.97",0,0,827,NA
"828",2020-11-11,"101490","에스앤에스텍","-",35350,"528","66.95","4,489","7.87",50,0.14,828,NA
"829",2020-11-11,"101670","코리아에스이","-",1190,"-","-","1,600","0.74",0,0,829,NA
"830",2020-11-11,"101680","한국정밀기계","관리종목",1630,"-","-","6,762","0.24",0,0,830,NA
"831",2020-11-11,"101730","조이맥스","관리종목",3895,"-","-","901","4.32",0,0,831,NA
"832",2020-11-11,"101930","인화정공","-",4060,"-","-","14,229","0.29",0,0,832,NA
"833",2020-11-11,"102120","어보브반도체","-",10050,"815","12.33","5,175","1.94",200,1.99,833,NA
"834",2020-11-11,"102210","해덕파워웨이","관리종목",1100,"-","-","1,517","0.73",0,0,834,NA
"835",2020-11-11,"102710","이엔에프테크놀로지","-",40900,"3,285","12.45","18,688","2.19",150,0.37,835,NA
"836",2020-11-11,"102940","코오롱생명과학","-",29300,"-","-","8,852","3.31",0,0,836,NA
"837",2020-11-11,"103230","에스앤더블류","관리종목",3155,"-","-","5,410","0.58",0,0,837,NA
"838",2020-11-11,"103840","우양","-",5010,"326","15.37","2,347","2.13",0,0,838,NA
"839",2020-11-11,"104040","대성파인텍","-",2260,"39","57.95","1,693","1.33",0,0,839,NA
"840",2020-11-11,"104200","NHN벅스","-",5700,"341","16.72","4,560","1.25",0,0,840,NA
"841",2020-11-11,"104460","디와이피엔에프","-",18150,"2,212","8.21","6,402","2.84",350,1.93,841,NA
"842",2020-11-11,"104480","티케이케미칼","-",1905,"110","17.32","2,989","0.64",0,0,842,NA
"843",2020-11-11,"104540","코렌텍","-",10800,"246","43.9","2,671","4.04",0,0,843,NA
"844",2020-11-11,"104620","노랑풍선","-",24950,"-","-","11,795","2.12",200,0.8,844,NA
"845",2020-11-11,"104830","원익머트리얼즈","-",27100,"2,229","12.16","24,386","1.11",150,0.55,845,NA
"846",2020-11-11,"105330","케이엔더블유","-",6800,"-","-","4,847","1.4",0,0,846,NA
"847",2020-11-11,"105550","트루윈","-",3650,"-","-","2,075","1.76",0,0,847,NA
"848",2020-11-11,"105740","디케이락","-",13300,"1,029","12.93","10,995","1.21",200,1.5,848,NA
"849",2020-11-11,"106080","하이소닉","관리종목",3330,"-","-","883","3.77",0,0,849,NA
