"","PER","PBR","PCR","PSR"
"010950",88.8267900183486,0.894201900563372,8.55059179746835,0.238141528199326
"021240",17.5797830781015,5.43289063005941,10.8516777057296,1.93855701967604
"009540",35.666890269348,0.452792886843103,NA,0.385502923952419
"009830",NA,1.05873263110166,5.09641813253462,0.646805836882978
"006800",8.30391978731411,0.595227456038984,NA,NA
"034220",NA,0.43980934114331,2.02936301311657,0.233965095460819
"086280",10.7505474815847,1.15624263965912,7.28744939271255,0.295564884702328
"028300",NA,28.8599182769556,NA,142.19522234375
"271560",24.0224178664193,3.10598698170915,14.8914125704428,2.55979503385558
"003670",50.6021072871287,5.07881629335188,81.38237,3.44440816552096
"032640",11.4400333823194,0.683170601325242,2.22899345267691,0.405510470965918
"196170",NA,72.1274482905983,556.411743956044,173.402290068493
"035250",13.7428167015238,1.23721575932003,11.2765892375582,3.02593299782909
"000100",107.30518005,2.60133769818182,65.0334424545455,2.89935639151581
"180640",NA,2.85710810684874,31.080348295559,3.3727407456585
"139480",16.8637383005558,0.386454817766761,4.83504337889188,0.206916491640831
"071050",4.78009278277331,0.802728873435327,NA,NA
"002790",30.1586013612565,0.622244255798522,4.85690797639123,0.641631526502554
"000120",101.994737027708,1.10778919347779,4.76824194536034,0.388780814394485
"161390",9.30170363170441,0.542918615524822,5.13226972708142,0.566888654206558
"068760",472.192351953488,14.50305081,145.550330709677,23.4054998662824
"293490",374.009625654545,9.85650666554863,58.5221320369844,10.5220099289003
"011070",35.859253030303,1.66397604327316,4.77035316644993,0.441864297587357
"285130",328.426784339623,4.84391806595241,28.5120713677314,2.4392684375
"008930",126.431777237785,6.01123673718445,298.573504707692,4.7531907435709
"095700",NA,11.6685314125968,NA,306.582918265487
"000720",8.32298243556701,0.389074359638554,7.08035716068073,0.196239498359261
"012750",22.6802733628922,2.50446525685447,11.883231147248,1.5453999883802
"034020",NA,0.542853556997743,7.76291851625548,0.2149963128604
"010140",NA,0.639734039513041,NA,0.456875790848606
"267250",19.8850953002309,0.289792633049215,2.85675058560053,0.129330067855037
"029780",NA,0.473757427962415,2.78179712745849,NA
"003490",NA,1.18090229072569,1.40714448731628,0.258909526629295
"004020",191.974638070175,0.190485288185358,5.24068695881226,0.160036578054464
"005830",8.475,0.520427379616529,1.45686970773013,NA
"012510",61.4255047826087,8.56234309090909,51.630075448505,11.8314828397412
"128940",62.1702194145873,3.93903494041104,261.21519608871,2.90864622081537
"026960",21.5931701972243,2.18662992824913,27.6788857677903,5.88631023496615
"035760",29.9473955297505,0.990043660712586,4.19763063518967,0.823421013325593
"004990",NA,0.385037430632018,4.58707258553738,0.338791375330277
"003410",22.5603037578185,1.64086314710125,8.08102683784153,1.9224282240169
"011780",11.3762593686354,1.27450791375114,6.00940650887574,0.67326503344784
"032500",30.4763525199611,14.4369068440959,NA,4.58327925582076
"011790",52.183719681742,1.80454591346154,76.9226682716049,1.22661944444444
"008770",17.60036539835,3.24826754551387,7.39851872207085,0.522411279467581
"078930",5.29481014338235,0.261864331833265,1.81566863212305,0.161945379706625
"247540",83.2870630608696,7.76176033387358,224.48466215625,4.66385923648758
"000210",4.05040601503759,0.399827808867843,2.82873345935728,0.277679611550396
"016360",6.97442572741194,0.552114440425919,NA,NA
"241560",9.91070402572583,0.677716711165842,5.55219799341157,0.597991521509668
"009240",58.9726064637002,4.10587036686776,31.7144873551637,1.4826485492228
"005940",5.40920552508938,0.477008443311511,10.3254806390205,NA
"263750",16.7707398224477,4.49023033955857,15.7051405581948,4.93514773278597
"006280",NA,2.18610604425302,64.232460719603,1.88987965758925
"007070",19.3801652892562,1.01125137211855,3.20713664055701,0.286391544260511
"030000",17.4519454290369,2.51893150475543,12.05056831875,0.704361476386007
"042660",NA,0.679511277956803,1.00369650981472,0.305250445356335
"000080",NA,2.46064982457414,89.8354557862191,1.24924740737556
"145020",51.9021001008969,3.11008150544135,30.0627748636364,11.3139475293255
"001040",8.86998216997379,0.162104415132295,0.613044619779537,0.0701359762697715
"253450",89.7080833333333,5.52951996264301,NA,5.05289822914444
"036490",18.7175944422777,4.61194619930809,9.54113561630219,3.10747941919192
"011200",NA,2.16059505533339,5.89956621294766,0.427290778115761
"047810",13.0424438943662,1.87832356288032,6.2692029325811,0.714562548903607
"036460",58.6473054123711,0.279324304916222,1.14589356934233,0.091084012472681
"023530",NA,0.186584039885058,1.35671265120968,0.126016755617978
"336260",NA,14.3392061786571,19.6530779835661,10.8127467929476
"081660",8.34546078073463,1.23636456010883,6.97765257380132,0.645307482118015
"008560",3.99543862316029,0.545740751900828,NA,NA
"039490",6.06619302370452,0.974501784006376,NA,NA
"007310",21.5463347933884,1.5489678484961,11.1953043907676,0.883877275924906
"282330",14.0988268890357,3.42846513170575,4.00631079391892,0.358985282958578
"004170",3.97435593180091,0.379340530996718,2.64856432776301,0.327187288871164
"235980",NA,29.4558067090216,NA,NA
"001450",7.42508361204013,0.44299618659099,1.46530507480199,NA
"042670",7.69462874155898,0.432547903997563,3.25333351268946,0.225505318368394
"028050",7.06698564593301,1.58707498656842,2.63716362708838,0.324717336683417
"020150",44.4851324839744,2.52596966785974,43.1930332002075,3.78390439885496
"004370",26.9006984225352,0.984154989436801,11.7535359261538,0.814859673194249
"006360",4.36256645602165,0.466898857494569,2.54755955037535,0.185699937273199
"003000",NA,5.6497411151608,NA,10.9669469328181
"058470",NA,6.2452082278481,41.2954077092511,11.0088755725191
"000880",20.9468020583333,0.10322011526774,0.748724010187061,0.0373958031208592
"028670",12.0357253978933,0.630531708204863,4.51637027653162,0.740802580307144
"003090",28.698285,1.74505260572988,12.9297688375451,1.31124916453101
"185750",33.525486270872,3.80426044210526,23.3767620957309,1.67425526730288
"064350",NA,1.97170639183373,NA,0.707851654271541
"200130",33.0671016146789,7.07838585231736,23.0454864194373,4.10607664160401
"357780",NA,NA,NA,NA
"006260",66.8181818181818,0.395781143914031,5.56634837010207,0.166122914250899
"009420",92.509463125,12.6508667521368,86.6430093658537,16.3703381751152
"112610",53.6995096081505,4.6322724621417,19.9884989089848,2.14287510195146
"138930",2.93353316392743,0.179631458279963,NA,NA
"010120",16.3137632338787,1.2438541131577,7.84359093012494,0.722260098858019
"047050",7.89506684145177,0.542379513992323,1.02748725705407,0.0676925059821641
"240810",38.1572983298368,2.88907182906813,NA,2.44612686543634
"017800",32.7662356340206,1.67597809349293,15.5800238063725,0.848684874899867
"014680",19.5217532080925,3.24362591721091,16.6203902805118,2.87377748893805
"268600",NA,60.655411025641,NA,788.520343333333
"204320",15.149514280543,1.05576521695257,6.14319753394495,0.279847762082282
"000990",15.9172758126195,2.5825144253141,10.3348668528864,2.06210930146148
"007570",151.15845888,6.78753744409519,41.7564803535912,4.65676090203327
"278280",74.0434782608696,8.08641975308642,75.0220264317181,12.5868440502587
"004800",14.8330262777242,0.567553990480407,10.9246081321023,0.455974632418332
"005290",26.0587990957265,4.22985501415094,14.0242847019319,1.74161972706501
"060250",64.2261396122449,12.3511806946625,21.4964538319672,3.34867082464354
"000240",10.2980032898215,0.46116376539099,16.4355263475738,1.83823489588249
"000060",4.86280958721704,0.598560950624872,1.4236312250268,NA
"011000",NA,54.9786146141079,NA,32.159820684466
"003520",NA,12.8561902447323,160.080304337634,6.75168630539683
"078340",13.188655921288,1.593356096823,11.3597205855162,3.14189587044534
"140410",NA,34.3152827663551,NA,77.7086826666667
"181710",118.344541463415,0.795995986219719,13.5156718662953,0.977856952841596
"294870",3.38537771936186,0.627562289958328,NA,0.332154811454998
"298380",NA,10.8958908901515,NA,359.564399375
"237690",NA,4.37989068159368,NA,14.2569431939979
"192080",12.4107017135086,2.11511186495674,8.32664476277372,2.66426702802647
"056190",10.3917775151515,1.23344540239187,178.144757402597,0.869439457438043
"010060",NA,0.506167534348587,NA,0.521828009289471
"067630",NA,4.37766473773923,NA,12.8411498973684
"039200",NA,24.6914394485294,NA,305.275978636364
"007700",12.4513611615245,2.83675832127352,8.49096534653465,1.50734922553004
"012450",9.72770045385779,0.450375429011697,1.79835267794714,0.244296650899489
"088350",13.192313247012,0.0946530303788242,1.31464838709677,NA
"069960",6.78803414889232,0.264606958468058,3.49021835311258,0.599189334803766
"084850",31.796673764988,4.97718204204204,32.1046318644068,3.33397358813176
"002380",NA,0.291346619509566,4.72134194323144,0.477064555817032
"098460",41.5175714358108,5.0427579585556,42.0863052910959,5.53318376632148
"035900",43.379522971246,8.36585994454714,26.6754237524558,8.73731704633205
"006120",6.74345307372506,0.523639348527893,5.59319050344828,0.242281359562646
"004000",7.60671021377672,0.85792646172393,4.97464077669903,0.976870281400137
"086900",48.1389976717557,4.80107247430529,37.4255708902077,6.12550626032054
"138040",3.06436467956827,0.204774130451702,NA,NA
"051600",7.94031311154599,1.14467744968967,7.5793897882939,0.976221028149811
"030190",29.3901395833333,5.34842861284567,19.4661963474026,2.91827134339255
"033270",NA,4.61681534692277,30.8311412303665,5.32195930863082
"000250",119.261167142857,5.61040436827957,40.9229495098039,6.71083737942122
"034230",82.8120357615894,0.779492419897768,7.97488354591837,1.27676305901572
"307950",23.2540250447227,2.52407766990291,16.2082294264339,0.827013614963736
"141080",NA,11.5159790642202,51.7140782696629,25.3351539412844
"111770",7.38080374984967,0.623376162315896,5.29520130974978,0.513933619562032
"069620",55.2995625,1.91317876238402,21.1213606770833,1.09268041584336
"336370",NA,11.6743520869565,172.613634428571,26.9708803794643
"039030",100.898132644628,3.1002219527679,23.0787789224953,5.91219082324455
"001740",NA,0.511921338431007,2.53030073217196,0.0904024958622512
"272210",17.237674,1.2976315929368,3.07544403964758,0.812824343208279
"010780",19.0917239803328,0.99086287303706,NA,1.3089544187325
"086450",21.5982415630551,3.15511416709912,17.4961294964029,2.52121293800539
"013890",16.4961255814917,3.19251401256349,NA,1.46165645832823
"069080",29.3428472676056,3.51520048818898,63.7757802857143,7.0982696967632
"047040",5.54894078058485,0.46519935970983,NA,0.133786688106659
"010620",22.2566946585366,0.503943001401869,NA,0.396206481179653
"066970",NA,8.80294722420334,NA,3.70325069948931
"192820",36.6585862893082,3.68323236650869,15.6265823592493,0.876037456977531
"005690",NA,21.0147387864078,NA,33.3002783846154
"011210",19.9529141576087,0.356232893945275,2.4795156719946,0.150575678984497
"064760",NA,5.03534013605442,30.6710635359116,6.47778588098016
"073240",NA,0.816711708745938,7.2060174383959,0.445585663821121
"005250",365.252431,0.727304721226603,142.306141948052,0.718623618179433
"031430",14.6659459459459,1.81091273152011,10.5366990291262,0.7616
"088800",NA,12.0897138765432,NA,2.84520207712625
"006650",10.1810912511759,0.608484201057011,4.6993052540165,0.521742274502242
"214320",14.4836956521739,1.36491677336748,7.81524926686217,0.836537706976379
"161890",36.3268218556701,1.24673961080316,6.41450555825243,0.68612352567015
"022100",26.9163525321429,2.88048326306306,16.5379470103448,1.08797795345432
"032350",NA,3.57521848123324,NA,12.0683845565611
"046890",28.9836988405797,1.34093819230253,5.89933693215339,0.884978856535977
"085660",21.5566556573276,1.50116887663215,40.4950940283401,1.87098545173962
"120110",31.3369603076923,0.478978135728731,8.25325129659643,0.231088040025413
"082270",NA,9.58306393578947,NA,21.3206340491803
"290650",136.856168767123,16.5679938971808,156.1015675,34.2140421917808
"086520",46.5138528802817,2.21643191577181,NA,1.41071488872277
"122870",NA,2.52893189945459,17.8934661409396,4.03194927032136
"023590",5.19368016540745,0.361229988232865,NA,0.296530252549684
"018670",5.65199962995595,0.54076513800578,2.9187609398765,0.182130303826732
"218410",49.1260972,4.55715187384045,36.2554222878229,9.11430374768089
"139130",2.83631833588882,0.171068405056832,NA,NA
"284740",14.3695863425926,2.03396503931848,114.956690740741,1.40296699563056
"192650",39.0681092,4.24077169063772,21.1655670609481,1.67524498981597
"041960",NA,12.2138477952756,930.695202,26.2167662535211
"003690",4.75225179756227,0.365126186563518,2.89554379786891,NA
"363280",NA,NA,NA,NA
"230360",28.2456148322785,8.15869678884826,41.90429242723,8.01222108348295
"175330",2.60416110231062,0.233091439572752,58.9644159523179,NA
"053030",116.358252376471,6.12791291945477,91.5782541851852,7.89341696089386
"215600",NA,14.2060198770492,NA,95.2271662087912
"241590",13.5819451923077,2.30615885714286,12.2296303030303,0.705320722370173
"183490",NA,12.1970004,NA,28.6532707809524
"001680",8.40343889925373,0.881284142046566,5.3846303048416,0.303930043859649
"069260",11.9616322840909,1.25368306208129,7.84807933643989,1.27629419945438
"000670",3.70779725321888,0.233585713126943,4.17552808119865,0.28011956810739
"093370",107.469641802469,3.58379620666941,27.3743427232704,3.4974049762957
"084990",NA,4.76566831391261,NA,210.854346955556
"016380",NA,0.926445543878583,NA,0.339362233364906
"020560",NA,0.96342877075856,1.56544249101968,0.125625535111545
"028150",7.71213503649635,0.736793933054393,9.03044871794872,0.686971716514954
"036540",40.6360651587379,2.65073762593414,10.5295967581132,1.42146874218034
"178920",NA,3.39471410306407,22.3908570629921,3.81355232051855
"097230",2.28200940085023,2.84832030522449,4.47619291071199,0.428437177541749
"057050",9.9604190919674,0.494052430996651,26.4074074074074,0.387675577707295
"131370",95.3852416511628,13.2308561,146.48447825,28.7829150245614
"025980",NA,2.02878808894255,49.882827136875,5.59302897119832
"025900",30.0423587870036,1.22793763966357,21.0144782424242,1.1599851385559
"041510",NA,1.32665934860936,9.13503847442873,1.27623903283673
"101490",NA,9.39408739954853,95.6685222528736,9.84989519053254
"178320",17.0019630226337,3.09589884938179,NA,2.10574771381244
"000640",38.751875,1.02729565537555,7.92651988636364,0.996865174743407
"092040",8406.348125,5.30703795770202,95.5266832386364,7.29717719184028
"214150",24.5081130299401,9.31252531513083,20.9889993641026,10.0933535782984
"210980",17.5098616837416,2.17540893635861,2.83721685167809,1.72903626478997
"170900",11.0401489929478,1.21186958290757,13.9031361207815,1.27837100048996
"006040",17.1568519866071,0.712681473342606,3.97840046066253,0.286523137627675
"001800",15.7260718450413,0.228050658347315,2.22166338966725,0.361828236023959
"079160",NA,1.3109216436533,2.7814860571832,0.405702002780209
"000150",1.8414406987393,0.113518831255957,0.987173769127773,0.0417649006916383
"114090",10.5940650276243,1.31068063568011,6.52219649659864,1.56277568867156
"003850",22.9226708074534,2.60816254416961,15.7044680851064,1.40780087736029
"003230",12.5760904781879,2.60617174026426,14.276857,1.37883552704194
"213420",NA,4.7524507804878,34.2304900810811,7.76217446169561
"005440",13.2293294970803,0.342547371215271,4.09123733882618,0.232041499356656
"092190",137.3887905,3.8835231448,11.20247061,2.07689843026241
"206640",63.1465164827586,9.50064320622568,42.5871855348837,10.0618075714286
"108320",18.9890983116883,1.5482428737823,35.3178881642512,0.843132608695652
"005300",NA,0.58583990228013,5.36473825503356,0.296115003087055
"003240",5.33384864070536,0.208374992823928,1.95459558427571,0.248778889650446
"081000",67.9983139380531,4.16241033315276,19.066524751861,4.76958999068901
"083790",NA,3.6411670071048,NA,58.5707721428571
"020000",8.73455451348183,0.712564556235654,5.46229838709677,0.591409350690586
"071840",NA,0.372190891097352,5.48553430674847,0.177651477362474
"033660",NA,0.876620437346437,NA,NA
"033640",23.6620569542484,3.82695001479915,8.05404830700779,2.05932577588168
"064960",309.523045333333,1.00931427826087,7.48091952467271,0.760888363003175
"001060",NA,3.05481883702738,12.665113772973,1.37475809583415
"034310",23.6115705479452,0.563466704805492,2.64160099616858,0.367182116419023
"085620",6.19960808050228,0.290544440323133,1.80932058852612,NA
"079550",221.03125,1.11561514195584,4.6841059602649,0.486886487230674
"026890",62.1277468457944,4.24771176517572,NA,4.01914686366385
"001440",NA,2.21652803672745,8.74856899344697,0.445672261067087
"192400",8.86815192695214,1.04517034733561,17.9625322193878,1.33282465076661
"090460",12.5670427561837,2.54488236135957,10.06074427157,1.08611180332875
"115450",NA,9.18256435742444,NA,11.8439516542373
"204270",7.68454536944128,2.30562651009237,4.13203328571429,1.74504046841015
"214370",23.8563416370107,3.09065560165975,9.61783644189383,10.3611004636785
"103140",37.8964668409091,0.481990039312039,3.30678143976202,0.272091468363725
"049770",10.0442953424658,0.968746629477393,4.9173636661699,0.217770585090585
"105630",NA,1.58241758241758,8.19112627986348,0.374531835205993
"009450",24.0635188888889,2.23047234883721,8.54163075063613,0.867069839855353
"078130",NA,15.9945567927273,NA,8.38808699499404
"089980",52.96100852,4.60370380041725,189.146459,3.55538456766917
"008490",20.6565235268139,1.99030940972644,29.6294930226244,1.42134099370523
"003540",6.46060686378036,0.303331417947447,NA,NA
"280360",17.0944035564304,0.500689403059656,3.4099307617801,0.31117858361204
"084370",111.024272448276,2.62511528821851,12.3597078733205,3.13353177712895
"000020",64.9258105851064,2.02825729312064,45.887415,1.98666217285156
"017810",182.434008071429,1.37879297829842,7.47680360948478,0.268116325110225
"078600",NA,8.24814874695864,NA,5.82472359965636
"271980",NA,3.74974236,21.9812483172414,0.949443254691689
"012630",2.46789650272798,0.268502116853933,3.72507201529412,0.39170052737057
"005850",7.94960803671329,0.494724283419163,NA,0.301510197838387
"053800",34.5504211780105,3.20813342002917,29.0710592290749,3.95157511676647
"097520",7.70560850769231,2.89903792920748,5.61313723189655,0.51362618829376
"001230",NA,0.311060383826024,2.83392764674473,0.106928381270324
"052690",23.5979545454545,1.2657171881349,22.9884132841328,1.38873383860901
"298050",NA,1.54157066107548,4.92088776377953,0.204660972622478
"067160",19.6146169447674,5.53976045073892,11.0977437976974,4.01871842108398
"200230",NA,5.76093696409367,132.847206392,11.7356189392226
"112040",NA,2.66996165317427,NA,5.51619718309859
"003380",10.8783978597122,0.175341041020438,1.39331702603087,0.0822876509802321
"102710",13.3763862689805,2.29238441263941,10.0760033823529,1.28201955717256
"014820",15.693014591623,1.04474234471941,4.88568180440098,0.575089368188795
"001120",20.9385314685315,0.38669895389384,2.66152,0.0568652251944278
"243070",16.0626754554974,3.0958335136226,14.5746841425178,1.68108000657534
"058820",NA,3.41835239811321,219.995393621429,10.5117252924915
"206650",NA,17.1569946214286,46.5499854069767,18.1418372129909
"005180",14.1416841605839,1.01772582559972,9.25514679936306,0.661759329386314
"003620",NA,1.50546268444555,NA,0.167458265432269
"064550",NA,19.0675810601266,NA,16.5987757988981
"267260",NA,0.787662332904884,9.59167244347826,0.311400353170346
"138080",12.9747624403471,4.29387328427854,14.0078816978923,2.84420612696148
"115390",35.6838585365854,0.855577894736842,14.4141694581281,1.20414666666667
"007390",NA,7.35928486141636,1506.813575375,26.0920099632035
"253840",NA,25.9921627438525,NA,166.897044986842
"214450",35.7433452694611,2.61345825744308,30.9281795854922,7.11458719904648
"108230",166.480153783784,1.80162787072243,NA,3.68407038875598
"001820",19.2447972972973,3.70140350877193,21.8255172413793,2.23829469548134
"018000",NA,8.56340859438202,NA,8.0331316458498
"015350",NA,0.827833358220099,6.46153846153846,0.569901315789474
"332570",NA,12.2470419568966,44.7450981732283,4.53160085167464
"008350",40.0444002965517,3.24200895756561,20.9618701913357,1.78769644181034
"300720",NA,0.640226161650321,4.72893112406328,0.600237400126823
"035600",11.385009072,1.49527305910165,2.52215531058928,0.595387986193913
"151910",NA,14.4662004413333,NA,10.3133558279468
"222800",NA,3.59961677863777,NA,0.581221865376925
"042040",NA,4.86579408164794,NA,29.3597066621469
"068240",133.705841904762,2.66523272899858,4.03133191672649,3.20710757281553
"095660",23.2733762644628,1.71242233384007,15.2220460972973,2.21302831277014
"245620",NA,12.5242177782427,NA,10.5583352698413
"050890",103.454820614035,4.77097473705502,29.1926969059406,2.57170727213258
"100090",NA,3.04774878702758,31.2434142670157,1.55201355656697
"033290",10.5890357801556,2.12359125673039,10.4870219479769,1.37896234887256
"145990",16.5991605207101,0.433411839011201,3.35356620203228,0.267626228582332
"003470",6.80947527515451,0.435896937616711,0.997260227661115,NA
"018250",12.9192831069712,1.58771691949778,16.5877215200617,0.76635131505775
"042000",84.0308419253731,3.69669495009849,27.7343172857143,2.59211160635359
"039130",NA,2.50764594768242,19.1054563636364,0.715953946540881
"048260",NA,6.74362218043742,8.24665832763744,0.98230107159292
"000070",17.7382959223301,0.270073093865484,2.50394401096391,0.220249676123121
"298020",5.97322381310419,0.953871590051458,1.59115060658083,0.092946321639284
"032620",80.5985234558824,5.17535372521246,46.4466067372881,4.94201947249775
"263050",NA,8.36270945143312,NA,1312.945383875
"091700",9.0112715,1.36704193359861,6.58308456886228,0.438137702454966
"045390",227.038038381818,5.1706385552795,18.9198365318182,4.37376256077058
"267980",8.24618862830482,1.31375106243806,5.80120272210066,0.380556900021532
"284620",NA,99.156582118,NA,NA
"005610",26.0578984653465,1.63114207933065,5.55828457233369,0.21061521646927
"059090",69.679441675,3.30234320734597,12.4427574419643,2.36001495935648
"078070",77.1903641714286,2.1181205378283,29.6886016043956,4.80295599288889
"057880",NA,22.447766242623,NA,58.2686698212766
"002350",4.42066955964467,0.335402235027922,1.7925322193825,0.258380626984127
"226320",NA,1.25619893577885,30.1804966540404,2.92212143643032
"286940",9.91174056135531,1.38622191252561,4.6097192048552,0.639920816660754
"042700",27.8855277435233,2.44966174533455,19.7864222591912,4.47002230440199
"353200",NA,NA,NA,NA
"002320",NA,0.489144075149445,3.08318744497608,0.249967968190855
"001880",NA,1.15854408082132,4.19937830720507,0.41439290585202
"001630",11.8566710333333,0.720916357924605,4.79380230458221,0.740424918817652
"041140",186.014882931034,5.01341227230483,NA,17.862356307947
"298040",40.2165619847328,0.531889916203937,7.00581066489362,0.139323256465859
"089590",NA,1.55135329590895,6.01126289034565,0.364411095736994
"144510",NA,10.8625232192067,2601.574311,8.98643976165803
"003060",NA,1.47344608547181,731.671227585714,10.0622762143418
"095610",51.8411641020408,2.36409217403443,14.8986336715543,2.84777695179372
"009970",4.16392664793388,0.195610950188298,1.7834871660177,0.184015750328707
"108670",43.6787375,0.553136850436681,1.46947028712297,0.158991262394879
"082640",NA,0.190129195380978,1.47984459313285,NA
"032190",7.41290322580645,0.182059130685297,NA,0.140215220767695
"267270",163.14719203125,0.331032283621838,3.36169358982614,0.18304793467971
"031390",46.0952438,5.95825713043478,84.5079469666667,13.3785668021108
"000400",NA,0.528580706564506,NA,NA
"268280",12.1962121212121,1.93730445246691,7.00972423802612,1.27803651759725
"039840",22.2838802903226,3.3650675177453,50.37085440625,3.80157391745283
"024720",11.4187171834862,0.824538041073203,5.91981057312723,0.838988994270307
"086390",21.0098076117647,3.33177919216418,24.8032450972222,2.7017150484115
"002840",15.389421221865,2.13094835262689,24.2949746192893,1.914444
"294140",NA,26.7420634920635,NA,10.1695171026157
"037270",NA,4.44901772495528,59.9277327289157,3.99518218192771
"053580",NA,8.72286871771218,66.5886597887324,7.7251549754902
"137400",NA,7.44030757810321,121.243193943182,1.65983215105787
"009290",22.0576048363636,1.13861602618994,17.3901253146758,0.411475952289429
"025540",14.6756818181818,0.659186496761476,7.56307350565428,0.606338880973967
"048530",NA,7.36969520538462,NA,57.7144805240964
"166090",NA,3.31402611210454,11.9568088511166,3.1127868003876
"060720",NA,2.5726924398374,43.5469500137615,2.33134457342829
"182400",NA,4.49082957209302,NA,55.4901355172414
"023890",8.61581920903955,1.24591503267974,9.09542743538768,0.706018518518518
"072520",NA,19.7149531670124,NA,21.5968350602273
"174900",NA,13.3146327683616,NA,32.7318055555556
"061970",15.9155648834356,2.74087382567353,5.399036578564,1.3290148954918
"003800",10.7387330316742,1.01313127001067,10.2738528138528,1.71107426099495
"272290",13.1244577231884,2.50716385077519,10.198058365991,1.2962891252505
"065660",NA,6.87409747807018,NA,114.680065243902
"290510",81.5333666666667,2.46946087834427,19.1843215686275,1.94513001988072
"263720",89.8087202755102,10.6039211891566,88.01254587,10.4527964216152
"003070",9.45391425,0.986214227020094,3.11302979352227,0.132416123360409
"138250",NA,1.03892708089097,NA,0.889763855421687
"100130",49.5239333333333,1.72132425778421,34.702902189781,1.49600302076778
"078160",NA,4.53196308035714,67.6773153333333,11.0825298034934
"034830",4.1146393037037,0.504176361243476,130.700307294118,NA
"036810",24.4353710054645,3.95024107243816,26.1501338830409,3.55741678122514
"097780",NA,1.958592015,20.3624544290749,2.75135544964286
"319660",NA,2.61497998337029,28.248047245509,3.42587065359477
"122990",14.6383615,1.31590441216216,9.12288924439918,1.20965126086957
"006060",7.7916813559322,1.01391530657256,4.98059804983749,0.322399326741006
"002390",12.5804212808023,1.27632762412791,49.892807125,0.928238272093023
"123890",5.05043297767857,0.683563134138973,NA,NA
"053210",8.16301690695971,0.631841115849164,2.92262769259016,0.641665308263749
"030520",24.0661181658031,1.39189715492958,11.4685452,1.45466984215471
"001720",NA,NA,NA,NA
"140860",55.6210917058824,10.6481819707207,295.4870496875,9.09190922115385
"214870",NA,6.73702197317437,NA,4.71872833402923
"034950",20.8552040098039,3.41998522347267,13.1717077956656,4.58949473354908
"205470",NA,27.8068496875,528.3301440625,45.9417516576087
"006390",NA,2.16637825757576,10.8371880562347,1.15397290158813
"029960",NA,2.82068062827225,12.5655976676385,6.06188466947961
"238090",NA,3.86507331836735,16.7724214848709,5.40466851652794
"074600",168.344307692308,1.52400835654596,12.6136945244957,1.66360775370582
