"","Price"
"2018-09-20",23550
"2018-09-21",23650
"2018-09-27",24400
"2018-09-28",23300
"2018-10-01",22800
"2018-10-02",21550
"2018-10-04",22950
"2018-10-05",21850
"2018-10-08",21850
"2018-10-10",21600
"2018-10-11",20900
"2018-10-12",21550
"2018-10-15",20350
"2018-10-16",21200
"2018-10-17",20700
"2018-10-18",20200
"2018-10-19",21650
"2018-10-22",22450
"2018-10-23",21500
"2018-10-24",20300
"2018-10-25",20450
"2018-10-26",19900
"2018-10-29",18800
"2018-10-30",18300
"2018-10-31",20000
"2018-11-01",19400
"2018-11-02",20100
"2018-11-05",19300
"2018-11-06",20200
"2018-11-07",20550
"2018-11-08",20800
"2018-11-09",19550
"2018-11-12",18400
"2018-11-13",18500
"2018-11-14",18300
"2018-11-15",18500
"2018-11-16",19300
"2018-11-19",20200
"2018-11-20",19250
"2018-11-21",19050
"2018-11-22",18700
"2018-11-23",18650
"2018-11-26",18750
"2018-11-27",19050
"2018-11-28",18700
"2018-11-29",18400
"2018-11-30",18500
"2018-12-03",19250
"2018-12-04",18950
"2018-12-05",18500
"2018-12-06",18100
"2018-12-07",18400
"2018-12-10",18200
"2018-12-11",17600
"2018-12-12",18600
"2018-12-13",19100
"2018-12-14",18250
"2018-12-17",18200
"2018-12-18",17500
"2018-12-19",16950
"2018-12-20",16300
"2018-12-21",16700
"2018-12-24",16350
"2018-12-26",16150
"2018-12-27",17350
"2018-12-28",17300
"2019-01-02",17650
"2019-01-03",17550
"2019-01-04",18000
"2019-01-07",17600
"2019-01-08",17600
"2019-01-09",17700
"2019-01-10",17450
"2019-01-11",17200
"2019-01-14",16850
"2019-01-15",17000
"2019-01-16",16950
"2019-01-17",16900
"2019-01-18",17650
"2019-01-21",17450
"2019-01-22",17050
"2019-01-23",17200
"2019-01-24",17250
"2019-01-25",17150
"2019-01-28",17700
"2019-01-29",17700
"2019-01-30",17450
"2019-01-31",17850
"2019-02-01",18300
"2019-02-07",18200
"2019-02-08",17850
"2019-02-11",18650
"2019-02-12",18200
"2019-02-13",18100
"2019-02-14",18250
"2019-02-15",18400
"2019-02-18",18500
"2019-02-19",18300
"2019-02-20",18150
"2019-02-21",18050
"2019-02-22",18150
"2019-02-25",18150
"2019-02-26",18700
