"","Price"
"2018-09-20",46500
"2018-09-21",46400
"2018-09-27",46850
"2018-09-28",47200
"2018-10-01",46350
"2018-10-02",45100
"2018-10-04",44650
"2018-10-05",43600
"2018-10-08",43250
"2018-10-10",42650
"2018-10-11",42000
"2018-10-12",42750
"2018-10-15",42000
"2018-10-16",42400
"2018-10-17",43150
"2018-10-18",42800
"2018-10-19",42850
"2018-10-22",42650
"2018-10-23",42200
"2018-10-24",42050
"2018-10-25",41550
"2018-10-26",41550
"2018-10-29",41550
"2018-10-30",41850
"2018-10-31",42950
"2018-11-01",42800
"2018-11-02",42950
"2018-11-05",42500
"2018-11-06",42200
"2018-11-07",41550
"2018-11-08",41850
"2018-11-09",41750
"2018-11-12",41750
"2018-11-13",41650
"2018-11-14",39000
"2018-11-15",39650
"2018-11-16",40700
"2018-11-19",41100
"2018-11-20",41050
"2018-11-21",40900
"2018-11-22",40400
"2018-11-23",40450
"2018-11-26",40450
"2018-11-27",39850
"2018-11-28",40100
"2018-11-29",39700
"2018-11-30",39950
"2018-12-03",40000
"2018-12-04",40050
"2018-12-05",40350
"2018-12-06",40500
"2018-12-07",40050
"2018-12-10",39000
"2018-12-11",38000
"2018-12-12",38650
"2018-12-13",38900
"2018-12-14",38700
"2018-12-17",37950
"2018-12-18",37900
"2018-12-19",37950
"2018-12-20",39050
"2018-12-21",39050
"2018-12-24",38800
"2018-12-26",38550
"2018-12-27",38550
"2018-12-28",38350
"2019-01-02",38200
"2019-01-03",37000
"2019-01-04",36650
"2019-01-07",36900
"2019-01-08",36650
"2019-01-09",36900
"2019-01-10",36600
"2019-01-11",36400
"2019-01-14",37000
"2019-01-15",37750
"2019-01-16",39000
"2019-01-17",38600
"2019-01-18",39000
"2019-01-21",38850
"2019-01-22",38850
"2019-01-23",38400
"2019-01-24",37650
"2019-01-25",37100
"2019-01-28",37300
"2019-01-29",36600
"2019-01-30",37000
"2019-01-31",37550
"2019-02-01",37500
"2019-02-07",38150
"2019-02-08",38050
"2019-02-11",37850
"2019-02-12",38100
"2019-02-13",38000
"2019-02-14",37800
"2019-02-15",37500
"2019-02-18",38200
"2019-02-19",38150
"2019-02-20",38150
"2019-02-21",38200
"2019-02-22",37600
"2019-02-25",38050
"2019-02-26",37900
"2019-02-27",37950
"2019-02-28",38050
"2019-03-04",39300
"2019-03-05",39250
"2019-03-06",40050
"2019-03-07",39100
"2019-03-08",39500
"2019-03-11",39100
"2019-03-12",39700
"2019-03-13",39850
"2019-03-14",39950
"2019-03-15",39650
"2019-03-18",41000
"2019-03-19",40750
"2019-03-20",40900
"2019-03-21",40200
"2019-03-22",40300
"2019-03-25",39650
"2019-03-26",40250
"2019-03-27",40000
"2019-03-28",39750
"2019-03-29",40150
"2019-04-01",40850
"2019-04-02",40200
"2019-04-03",40000
"2019-04-04",40050
"2019-04-05",39750
"2019-04-08",39800
"2019-04-09",39650
"2019-04-10",39450
"2019-04-11",39500
"2019-04-12",39450
"2019-04-15",39250
"2019-04-16",39250
"2019-04-17",39400
"2019-04-18",39050
"2019-04-19",39200
"2019-04-22",39900
"2019-04-23",40250
"2019-04-24",40450
"2019-04-25",39900
"2019-04-26",39950
"2019-04-29",40000
"2019-04-30",40650
"2019-05-02",40950
"2019-05-03",40600
"2019-05-07",40150
"2019-05-08",40300
"2019-05-09",39750
"2019-05-10",40000
"2019-05-13",39700
"2019-05-14",39600
"2019-05-15",38050
"2019-05-16",36850
"2019-05-17",35750
"2019-05-20",35700
"2019-05-21",36050
"2019-05-22",35800
"2019-05-23",35450
"2019-05-24",35050
"2019-05-27",34700
"2019-05-28",34700
"2019-05-29",34250
"2019-05-30",33950
"2019-05-31",33950
"2019-06-03",33600
"2019-06-04",34200
"2019-06-05",35450
"2019-06-07",35500
"2019-06-10",36700
"2019-06-11",37100
"2019-06-12",36850
"2019-06-13",36700
"2019-06-14",35950
"2019-06-17",36200
"2019-06-18",34950
"2019-06-19",35600
"2019-06-20",36200
"2019-06-21",35550
"2019-06-24",35150
"2019-06-25",35350
"2019-06-26",35300
"2019-06-27",35600
"2019-06-28",35050
"2019-07-01",35000
"2019-07-02",34950
"2019-07-03",35250
"2019-07-04",35050
"2019-07-05",34600
"2019-07-08",34450
"2019-07-09",34250
"2019-07-10",34800
"2019-07-11",35550
"2019-07-12",35050
"2019-07-15",34400
