"","Price"
"2018-09-20",18556
"2018-09-21",19006
"2018-09-27",19281
"2018-09-28",19256
"2018-10-01",18181
"2018-10-02",16780
"2018-10-04",17556
"2018-10-05",16780
"2018-10-08",16205
"2018-10-10",15730
"2018-10-11",14855
"2018-10-12",15805
"2018-10-15",15530
"2018-10-16",15830
"2018-10-17",15730
"2018-10-18",15955
"2018-10-19",16430
"2018-10-22",16680
"2018-10-23",15880
"2018-10-24",15305
"2018-10-25",14905
"2018-10-26",13779
"2018-10-29",13129
"2018-10-30",13779
"2018-10-31",13779
"2018-11-01",14180
"2018-11-02",14880
"2018-11-05",15655
"2018-11-06",16205
"2018-11-07",15755
"2018-11-08",16080
"2018-11-09",16155
"2018-11-12",15230
"2018-11-13",15280
"2018-11-14",14980
"2018-11-15",14730
"2018-11-16",15255
"2018-11-19",15705
"2018-11-20",15405
"2018-11-21",15205
"2018-11-22",15180
"2018-11-23",14855
"2018-11-26",14930
"2018-11-27",15105
"2018-11-28",15055
"2018-11-29",14905
"2018-11-30",14880
"2018-12-03",14930
"2018-12-04",14755
"2018-12-05",14230
"2018-12-06",14255
"2018-12-07",14955
"2018-12-10",14430
"2018-12-11",14205
"2018-12-12",14230
"2018-12-13",14055
"2018-12-14",13229
"2018-12-17",12754
"2018-12-18",12554
"2018-12-19",12554
"2018-12-20",12604
"2018-12-21",12604
"2018-12-24",13004
"2018-12-26",13029
"2018-12-27",14080
"2018-12-28",14305
"2019-01-02",15455
"2019-01-03",15305
"2019-01-04",15955
"2019-01-07",15955
"2019-01-08",15905
"2019-01-09",15355
"2019-01-10",15430
"2019-01-11",15380
"2019-01-14",14655
"2019-01-15",14705
"2019-01-16",14380
"2019-01-17",14980
"2019-01-18",14955
"2019-01-21",14730
"2019-01-22",15105
"2019-01-23",14880
"2019-01-24",15105
"2019-01-25",15030
"2019-01-28",14955
"2019-01-29",14580
"2019-01-30",14255
"2019-01-31",14455
"2019-02-01",15155
"2019-02-07",15130
"2019-02-08",15630
"2019-02-11",15905
"2019-02-12",15905
"2019-02-13",15755
"2019-02-14",15630
"2019-02-15",16055
"2019-02-18",16380
"2019-02-19",16405
"2019-02-20",16430
"2019-02-21",16105
"2019-02-22",15655
"2019-02-25",15305
"2019-02-26",15280
"2019-02-27",15530
"2019-02-28",17056
"2019-03-04",17581
"2019-03-05",17631
"2019-03-06",17281
"2019-03-07",17981
"2019-03-08",19256
"2019-03-11",19206
"2019-03-12",20757
"2019-03-13",21057
"2019-03-14",21332
"2019-03-15",22807
"2019-03-18",22832
"2019-03-19",22732
"2019-03-20",24258
"2019-03-21",23808
"2019-03-22",23833
"2019-03-25",22532
"2019-03-26",24058
"2019-03-27",22807
"2019-03-28",22507
"2019-03-29",24133
"2019-04-01",24133
"2019-04-02",23233
"2019-04-03",22957
"2019-04-04",23408
"2019-04-05",21882
"2019-04-08",22207
"2019-04-09",21482
"2019-04-10",22407
"2019-04-11",22257
"2019-04-12",22082
"2019-04-15",21332
"2019-04-16",21507
"2019-04-17",21407
"2019-04-18",20457
"2019-04-19",21657
"2019-04-22",21907
"2019-04-23",21207
"2019-04-24",21007
"2019-04-25",20432
"2019-04-26",20532
"2019-04-29",21632
"2019-04-30",22057
"2019-05-02",21107
"2019-05-03",22632
"2019-05-07",22257
"2019-05-08",21832
"2019-05-09",21057
"2019-05-10",21082
"2019-05-13",21382
"2019-05-14",21932
"2019-05-15",22657
"2019-05-16",21757
"2019-05-17",20882
"2019-05-20",20056
"2019-05-21",20782
"2019-05-22",21607
"2019-05-23",21657
"2019-05-24",22057
"2019-05-27",22057
"2019-05-28",22357
"2019-05-29",21282
"2019-05-30",20632
"2019-05-31",21382
"2019-06-03",21207
"2019-06-04",20982
"2019-06-05",21007
"2019-06-07",21557
"2019-06-10",21632
"2019-06-11",22632
"2019-06-12",23408
"2019-06-13",22682
"2019-06-14",21907
"2019-06-17",21432
"2019-06-18",20232
"2019-06-19",19781
"2019-06-20",20307
"2019-06-21",19981
"2019-06-24",19156
"2019-06-25",18456
"2019-06-26",18006
"2019-06-27",16155
"2019-06-28",16405
"2019-07-01",17981
"2019-07-02",16905
"2019-07-03",16180
"2019-07-04",15655
"2019-07-05",16405
"2019-07-08",14705
"2019-07-09",14780
"2019-07-10",15455
"2019-07-11",15955
"2019-07-12",15655
"2019-07-15",15505
"2019-07-16",16255
"2019-07-17",16155
"2019-07-18",16355
"2019-07-19",16405
"2019-07-22",16580
"2019-07-23",16080
"2019-07-24",16030
"2019-07-25",15805
"2019-07-26",15680
"2019-07-29",14755
"2019-07-30",14655
"2019-07-31",14530
"2019-08-01",14630
"2019-08-02",13779
"2019-08-05",11004
"2019-08-06",10854
"2019-08-07",11829
"2019-08-08",12204
"2019-08-09",12029
"2019-08-12",12954
"2019-08-13",11904
"2019-08-14",12054
"2019-08-16",12279
"2019-08-19",12154
"2019-08-20",13279
"2019-08-21",13379
"2019-08-22",13204
"2019-08-23",12929
"2019-08-26",11804
"2019-08-27",12404
"2019-08-28",16105
"2019-08-29",15880
"2019-08-30",15555
"2019-09-02",16255
"2019-09-03",16280
"2019-09-04",17256
"2019-09-05",16855
