"","Price"
"2018-09-20",6126
"2018-09-21",6133
"2018-09-27",6126
"2018-09-28",5918
"2018-10-01",5695
"2018-10-02",5633
"2018-10-04",5556
"2018-10-05",5372
"2018-10-08",5510
"2018-10-10",5364
"2018-10-11",5025
"2018-10-12",5095
"2018-10-15",5141
"2018-10-16",5279
"2018-10-17",5348
"2018-10-18",5318
"2018-10-19",5310
"2018-10-22",5318
"2018-10-23",5210
"2018-10-24",4979
"2018-10-25",4941
"2018-10-26",4756
"2018-10-29",4379
"2018-10-30",4502
"2018-10-31",4525
"2018-11-01",4771
"2018-11-02",4956
"2018-11-05",4956
"2018-11-06",4956
"2018-11-07",4887
"2018-11-08",5064
"2018-11-09",5125
"2018-11-12",5125
"2018-11-13",5110
"2018-11-14",5041
"2018-11-15",5010
"2018-11-16",5056
"2018-11-19",5279
"2018-11-20",5179
"2018-11-21",5141
"2018-11-22",5156
"2018-11-23",4979
"2018-11-26",5210
"2018-11-27",5171
"2018-11-28",5179
"2018-11-29",5087
"2018-11-30",4933
"2018-12-03",5056
"2018-12-04",5102
"2018-12-05",5272
"2018-12-06",5018
"2018-12-07",5087
"2018-12-10",4941
"2018-12-11",4794
"2018-12-12",4864
"2018-12-13",4948
"2018-12-14",4841
"2018-12-17",4733
"2018-12-18",4694
"2018-12-19",4902
"2018-12-20",4787
"2018-12-21",4787
"2018-12-24",4633
"2018-12-26",4425
"2018-12-27",4425
"2018-12-28",4918
"2019-01-02",5133
"2019-01-03",5164
"2019-01-04",5310
"2019-01-07",5541
"2019-01-08",5372
"2019-01-09",5210
"2019-01-10",5325
"2019-01-11",5241
"2019-01-14",5148
"2019-01-15",5218
"2019-01-16",5195
"2019-01-17",5141
"2019-01-18",5425
"2019-01-21",5387
"2019-01-22",5233
"2019-01-23",5272
"2019-01-24",5287
"2019-01-25",5287
"2019-01-28",5318
"2019-01-29",5233
"2019-01-30",5218
"2019-01-31",5333
"2019-02-01",5487
"2019-02-07",5541
"2019-02-08",5549
"2019-02-11",5479
"2019-02-12",5549
"2019-02-13",5749
"2019-02-14",5818
"2019-02-15",5787
"2019-02-18",5980
"2019-02-19",5733
"2019-02-20",5787
"2019-02-21",5741
"2019-02-22",5610
"2019-02-25",5633
"2019-02-26",5502
"2019-02-27",5487
"2019-02-28",5410
"2019-03-04",5495
"2019-03-05",5433
"2019-03-06",5410
"2019-03-07",5649
"2019-03-08",5656
"2019-03-11",5433
"2019-03-12",5495
"2019-03-13",5525
"2019-03-14",5533
"2019-03-15",5456
"2019-03-18",5487
"2019-03-19",5579
"2019-03-20",5564
"2019-03-21",5818
"2019-03-22",5695
"2019-03-25",5441
"2019-03-26",5556
"2019-03-27",5756
"2019-03-28",6072
"2019-03-29",6056
"2019-04-01",6210
"2019-04-02",6087
"2019-04-03",7888
"2019-04-04",7965
"2019-04-05",8042
"2019-04-08",7665
"2019-04-09",7649
"2019-04-10",7734
"2019-04-11",8196
"2019-04-12",8311
"2019-04-15",8388
