"","Price"
"2020-07-02",12450
"2020-07-03",12700
"2020-07-06",11750
"2020-07-07",11050
"2020-07-08",11000
"2020-07-09",10800
"2020-07-10",10250
"2020-07-13",10950
"2020-07-14",10950
"2020-07-15",10750
"2020-07-16",10550
"2020-07-17",10900
"2020-07-20",10550
"2020-07-21",10250
"2020-07-22",10150
"2020-07-23",9590
"2020-07-24",9210
"2020-07-27",9160
"2020-07-28",9160
"2020-07-29",9050
"2020-07-30",9320
"2020-07-31",9450
"2020-08-03",9080
"2020-08-04",9270
"2020-08-05",9190
"2020-08-06",9000
"2020-08-07",9000
"2020-08-10",9000
"2020-08-11",8810
"2020-08-12",8640
"2020-08-13",8670
"2020-08-14",8750
"2020-08-18",8300
"2020-08-19",8000
"2020-08-20",7470
"2020-08-21",7670
"2020-08-24",7720
"2020-08-25",7950
"2020-08-26",8010
"2020-08-27",7720
"2020-08-28",8030
"2020-08-31",7850
"2020-09-01",7790
"2020-09-02",8080
"2020-09-03",8600
"2020-09-04",8680
"2020-09-07",8560
"2020-09-08",8310
"2020-09-09",8250
"2020-09-10",8600
"2020-09-11",8450
"2020-09-14",8510
"2020-09-15",8440
"2020-09-16",8320
"2020-09-17",8150
"2020-09-18",8220
"2020-09-21",7940
"2020-09-22",7620
"2020-09-23",7630
"2020-09-24",7060
"2020-09-25",7250
"2020-09-28",7500
"2020-09-29",7670
