"","Price"
"2018-09-20",2650
"2018-09-21",2680
"2018-09-27",2690
"2018-09-28",2750
"2018-10-01",2800
"2018-10-02",2745
"2018-10-04",2680
"2018-10-05",2620
"2018-10-08",2630
"2018-10-10",2660
"2018-10-11",2575
"2018-10-12",2540
"2018-10-15",2495
"2018-10-16",2600
"2018-10-17",2760
"2018-10-18",2725
"2018-10-19",2740
"2018-10-22",2805
"2018-10-23",2700
"2018-10-24",2505
"2018-10-25",2540
"2018-10-26",2365
"2018-10-29",2055
"2018-10-30",2140
"2018-10-31",2215
"2018-11-01",2310
"2018-11-02",2500
"2018-11-05",2495
"2018-11-06",2525
"2018-11-07",2660
"2018-11-08",2755
"2018-11-09",3005
"2018-11-12",2955
"2018-11-13",3085
"2018-11-14",3520
"2018-11-15",3820
"2018-11-16",3910
"2018-11-19",3810
"2018-11-20",3410
"2018-11-21",3490
"2018-11-22",3400
"2018-11-23",3280
"2018-11-26",3390
"2018-11-27",3585
"2018-11-28",3770
"2018-11-29",3745
"2018-11-30",3700
"2018-12-03",3500
"2018-12-04",3490
"2018-12-05",3410
"2018-12-06",3195
"2018-12-07",3445
"2018-12-10",3410
"2018-12-11",3375
"2018-12-12",3445
"2018-12-13",3540
"2018-12-14",3540
"2018-12-17",3495
"2018-12-18",3380
"2018-12-19",3440
"2018-12-20",3400
"2018-12-21",3440
"2018-12-24",3390
"2018-12-26",3355
"2018-12-27",3330
"2018-12-28",3300
"2019-01-02",3295
"2019-01-03",3315
"2019-01-04",3510
"2019-01-07",3675
"2019-01-08",3600
"2019-01-09",3610
"2019-01-10",3620
"2019-01-11",3600
"2019-01-14",3465
"2019-01-15",4080
"2019-01-16",4240
"2019-01-17",4080
"2019-01-18",4400
"2019-01-21",4405
"2019-01-22",4820
"2019-01-23",4150
"2019-01-24",4190
"2019-01-25",4190
"2019-01-28",4050
"2019-01-29",4105
"2019-01-30",4100
"2019-01-31",4360
"2019-02-01",4395
"2019-02-07",4825
"2019-02-08",4820
"2019-02-11",5300
"2019-02-12",5450
"2019-02-13",5350
"2019-02-14",5280
"2019-02-15",5350
"2019-02-18",5910
"2019-02-19",6030
"2019-02-20",6110
"2019-02-21",6490
"2019-02-22",6640
"2019-02-25",6570
"2019-02-26",6090
"2019-02-27",5860
"2019-02-28",5700
"2019-03-04",6030
"2019-03-05",5880
"2019-03-06",6020
"2019-03-07",5880
"2019-03-08",5760
"2019-03-11",5540
"2019-03-12",5170
"2019-03-13",5100
"2019-03-14",5250
"2019-03-15",4870
"2019-03-18",5050
"2019-03-19",4935
"2019-03-20",4830
"2019-03-21",4930
"2019-03-22",4960
"2019-03-25",5160
"2019-03-26",5240
"2019-03-27",5240
"2019-03-28",5030
"2019-03-29",4975
"2019-04-01",4840
"2019-04-02",4660
"2019-04-03",4655
"2019-04-04",4540
"2019-04-05",4685
"2019-04-08",4760
"2019-04-09",4580
"2019-04-10",4385
"2019-04-11",4390
"2019-04-12",4545
"2019-04-15",4520
"2019-04-16",4660
"2019-04-17",5280
"2019-04-18",5180
"2019-04-19",4770
"2019-04-22",4825
"2019-04-23",4520
"2019-04-24",4460
"2019-04-25",4480
"2019-04-26",4315
"2019-04-29",4195
"2019-04-30",4270
"2019-05-02",4170
"2019-05-03",4205
"2019-05-07",4210
"2019-05-08",4150
"2019-05-09",4105
"2019-05-10",4175
"2019-05-13",4305
"2019-05-14",4500
"2019-05-15",4570
"2019-05-16",4565
"2019-05-17",4330
"2019-05-20",4305
"2019-05-21",4285
"2019-05-22",4195
"2019-05-23",3920
"2019-05-24",3750
"2019-05-27",3950
"2019-05-28",4000
"2019-05-29",3930
"2019-05-30",3960
"2019-05-31",4075
"2019-06-03",3965
"2019-06-04",4020
"2019-06-05",4220
"2019-06-07",4290
"2019-06-10",4270
"2019-06-11",4270
"2019-06-12",4210
"2019-06-13",4190
"2019-06-14",4110
"2019-06-17",3890
"2019-06-18",3965
"2019-06-19",4055
"2019-06-20",3990
"2019-06-21",4000
"2019-06-24",3740
"2019-06-25",3725
"2019-06-26",3745
"2019-06-27",3750
"2019-06-28",3425
"2019-07-01",3300
"2019-07-02",3485
"2019-07-03",3450
"2019-07-04",3400
"2019-07-05",3420
"2019-07-08",3200
"2019-07-09",3170
"2019-07-10",3245
"2019-07-11",3375
"2019-07-12",3305
"2019-07-15",3205
"2019-07-16",3220
"2019-07-17",3195
"2019-07-18",3030
"2019-07-19",3115
"2019-07-22",2710
"2019-07-23",2465
"2019-07-24",2450
"2019-07-25",2420
"2019-07-26",2430
"2019-07-29",2370
"2019-07-30",2405
"2019-07-31",2395
"2019-08-01",2320
"2019-08-02",2285
"2019-08-05",2130
"2019-08-06",2100
"2019-08-07",2110
"2019-08-08",2205
"2019-08-09",2225
"2019-08-12",2200
"2019-08-13",2200
"2019-08-14",2195
"2019-08-16",2145
"2019-08-19",2150
"2019-08-20",2185
"2019-08-21",2255
"2019-08-22",2235
"2019-08-23",2190
"2019-08-26",2065
"2019-08-27",2075
"2019-08-28",2160
