"","Price"
"2018-09-20",2970
"2018-09-21",2960
"2018-09-27",2995
"2018-09-28",2925
"2018-10-01",2895
"2018-10-02",2890
"2018-10-04",2810
"2018-10-05",2650
"2018-10-08",2600
"2018-10-10",2350
"2018-10-11",2300
"2018-10-12",2340
"2018-10-15",2430
"2018-10-16",2470
"2018-10-17",2465
"2018-10-18",2400
"2018-10-19",2380
"2018-10-22",2320
"2018-10-23",2265
"2018-10-24",2160
"2018-10-25",2095
"2018-10-26",2115
"2018-10-29",1910
"2018-10-30",1950
"2018-10-31",1980
"2018-11-01",2040
"2018-11-02",2650
"2018-11-05",2610
"2018-11-06",2480
"2018-11-07",2465
"2018-11-08",2455
"2018-11-09",2590
"2018-11-12",2455
"2018-11-13",2355
"2018-11-14",2275
"2018-11-15",2210
"2018-11-16",2275
"2018-11-19",2320
"2018-11-20",2245
"2018-11-21",2220
"2018-11-22",2145
"2018-11-23",2085
"2018-11-26",2345
"2018-11-27",2275
"2018-11-28",2285
"2018-11-29",2250
"2018-11-30",2270
"2018-12-03",2240
"2018-12-04",2295
"2018-12-05",2250
"2018-12-06",2185
"2018-12-07",2260
"2018-12-10",2230
"2018-12-11",2275
"2018-12-12",2325
"2018-12-13",2375
"2018-12-14",2260
"2018-12-17",2310
"2018-12-18",2295
"2018-12-19",2490
"2018-12-20",2360
"2018-12-21",2330
"2018-12-24",2255
"2018-12-26",2220
"2018-12-27",2235
"2018-12-28",2295
"2019-01-02",2365
"2019-01-03",2345
"2019-01-04",2310
"2019-01-07",2335
"2019-01-08",2325
"2019-01-09",2305
"2019-01-10",2300
"2019-01-11",2335
"2019-01-14",2360
"2019-01-15",2355
"2019-01-16",2375
"2019-01-17",2350
"2019-01-18",2525
"2019-01-21",2670
"2019-01-22",2630
"2019-01-23",2560
"2019-01-24",2565
"2019-01-25",2550
"2019-01-28",2530
"2019-01-29",2500
"2019-01-30",2560
"2019-01-31",2530
"2019-02-01",2500
"2019-02-07",2475
"2019-02-08",2450
"2019-02-11",2450
"2019-02-12",2450
"2019-02-13",2430
"2019-02-14",2400
"2019-02-15",2380
"2019-02-18",2380
"2019-02-19",2370
"2019-02-20",2320
"2019-02-21",2330
"2019-02-22",2315
"2019-02-25",2275
"2019-02-26",2325
"2019-02-27",2385
"2019-02-28",2195
"2019-03-04",2330
"2019-03-05",2350
"2019-03-06",2325
"2019-03-07",2340
"2019-03-08",2310
"2019-03-11",2250
"2019-03-12",2290
"2019-03-13",2335
"2019-03-14",2350
"2019-03-15",2280
"2019-03-18",2255
"2019-03-19",2255
"2019-03-20",2225
"2019-03-21",2220
"2019-03-22",2270
"2019-03-25",2345
"2019-03-26",2330
"2019-03-27",2285
"2019-03-28",2250
"2019-03-29",2260
"2019-04-01",2260
"2019-04-02",2210
"2019-04-03",2190
"2019-04-04",2305
"2019-04-05",2305
"2019-04-08",2315
"2019-04-09",2340
"2019-04-10",2335
"2019-04-11",2430
"2019-04-12",2415
"2019-04-15",2440
"2019-04-16",2435
"2019-04-17",2420
"2019-04-18",2410
"2019-04-19",2465
"2019-04-22",2685
"2019-04-23",2610
"2019-04-24",2605
"2019-04-25",2540
"2019-04-26",2520
"2019-04-29",2650
"2019-04-30",2710
"2019-05-02",2640
"2019-05-03",2570
"2019-05-07",2570
"2019-05-08",2545
"2019-05-09",2330
"2019-05-10",2355
"2019-05-13",2320
"2019-05-14",2350
"2019-05-15",2330
"2019-05-16",2340
"2019-05-17",2335
"2019-05-20",2240
"2019-05-21",2240
"2019-05-22",2250
"2019-05-23",2185
"2019-05-24",2145
"2019-05-27",2355
"2019-05-28",2285
"2019-05-29",2500
"2019-05-30",2940
"2019-05-31",2740
"2019-06-03",2870
