"","Price"
"2018-09-20",76216
"2018-09-21",77455
"2018-09-27",76883
"2018-09-28",76216
"2018-10-01",74501
"2018-10-02",71739
"2018-10-04",72120
"2018-10-05",70976
"2018-10-08",70595
"2018-10-10",68785
"2018-10-11",65641
"2018-10-12",69357
"2018-10-15",66689
"2018-10-16",67356
"2018-10-17",67356
"2018-10-18",65641
"2018-10-19",66594
"2018-10-22",66594
"2018-10-23",62974
"2018-10-24",59353
"2018-10-25",59544
"2018-10-26",56209
"2018-10-29",52018
"2018-10-30",53066
"2018-10-31",50970
"2018-11-01",52208
"2018-11-02",54685
"2018-11-05",54780
"2018-11-06",54304
"2018-11-07",53256
"2018-11-08",52970
"2018-11-09",51351
"2018-11-12",46111
"2018-11-13",47730
"2018-11-14",48778
"2018-11-15",50112
"2018-11-16",61164
"2018-11-19",66308
"2018-11-20",65355
"2018-11-21",64307
"2018-11-22",62021
"2018-11-23",61640
"2018-11-26",63641
"2018-11-27",62497
"2018-11-28",62307
"2018-11-29",61640
"2018-11-30",63069
"2018-12-03",63355
"2018-12-04",62783
"2018-12-05",61545
"2018-12-06",58305
"2018-12-07",60401
"2018-12-10",60116
"2018-12-11",55352
"2018-12-12",57067
"2018-12-13",55924
"2018-12-14",54685
"2018-12-17",56686
"2018-12-18",58877
"2018-12-19",64689
"2018-12-20",65165
"2018-12-21",65355
"2018-12-24",62402
"2018-12-26",64022
"2018-12-27",60306
"2018-12-28",60497
"2019-01-02",58020
"2019-01-03",56781
"2019-01-04",59068
"2019-01-07",59163
"2019-01-08",57924
"2019-01-09",58210
"2019-01-10",58210
"2019-01-11",58591
"2019-01-14",57353
"2019-01-15",56400
"2019-01-16",55543
"2019-01-17",54304
"2019-01-18",56972
"2019-01-21",55924
"2019-01-22",56495
"2019-01-23",56305
"2019-01-24",57924
"2019-01-25",58305
"2019-01-28",58972
"2019-01-29",58591
"2019-01-30",59353
"2019-01-31",59925
"2019-02-01",59353
"2019-02-07",59449
"2019-02-08",59258
"2019-02-11",59830
"2019-02-12",59449
"2019-02-13",59639
"2019-02-14",59639
"2019-02-15",59258
"2019-02-18",60020
"2019-02-19",60401
"2019-02-20",59639
"2019-02-21",58115
"2019-02-22",57734
"2019-02-25",57162
"2019-02-26",57639
