"","Price"
"2018-09-20",7660
"2018-09-21",7900
"2018-09-27",7860
"2018-09-28",7900
"2018-10-01",7880
"2018-10-02",7810
"2018-10-04",7760
"2018-10-05",7760
"2018-10-08",7790
"2018-10-10",7620
"2018-10-11",7250
"2018-10-12",7520
"2018-10-15",7450
"2018-10-16",7550
"2018-10-17",7840
"2018-10-18",8000
"2018-10-19",7860
"2018-10-22",7810
"2018-10-23",7700
"2018-10-24",7490
"2018-10-25",7330
"2018-10-26",7260
"2018-10-29",6940
"2018-10-30",7010
"2018-10-31",7280
"2018-11-01",7660
"2018-11-02",7960
"2018-11-05",8030
"2018-11-06",8060
"2018-11-07",7990
"2018-11-08",7990
"2018-11-09",7760
"2018-11-12",7760
"2018-11-13",7730
"2018-11-14",7880
"2018-11-15",7900
"2018-11-16",7820
"2018-11-19",7830
"2018-11-20",7780
"2018-11-21",7790
"2018-11-22",7700
"2018-11-23",7700
"2018-11-26",7820
"2018-11-27",7800
"2018-11-28",7710
"2018-11-29",7760
"2018-11-30",7780
"2018-12-03",7710
"2018-12-04",7690
"2018-12-05",7620
"2018-12-06",7530
"2018-12-07",7650
"2018-12-10",7440
"2018-12-11",7420
"2018-12-12",7400
"2018-12-13",7640
"2018-12-14",7790
"2018-12-17",7850
"2018-12-18",7910
"2018-12-19",7800
"2018-12-20",7780
"2018-12-21",7690
"2018-12-24",7450
"2018-12-26",7450
"2018-12-27",7470
"2018-12-28",7520
"2019-01-02",7440
"2019-01-03",7350
"2019-01-04",7240
"2019-01-07",7380
"2019-01-08",7290
"2019-01-09",7350
"2019-01-10",7390
"2019-01-11",7430
"2019-01-14",7310
"2019-01-15",7320
"2019-01-16",7470
"2019-01-17",7430
"2019-01-18",7640
"2019-01-21",7610
"2019-01-22",7590
"2019-01-23",7720
"2019-01-24",7880
"2019-01-25",7910
"2019-01-28",7850
"2019-01-29",7780
"2019-01-30",7730
"2019-01-31",8030
"2019-02-01",8100
"2019-02-07",8140
"2019-02-08",8140
"2019-02-11",8250
"2019-02-12",8220
"2019-02-13",8250
"2019-02-14",8200
"2019-02-15",8140
"2019-02-18",8200
"2019-02-19",8220
"2019-02-20",8250
"2019-02-21",8250
"2019-02-22",8230
"2019-02-25",8200
"2019-02-26",8140
"2019-02-27",7970
"2019-02-28",7890
"2019-03-04",7890
"2019-03-05",7490
"2019-03-06",7480
"2019-03-07",7700
"2019-03-08",7600
"2019-03-11",7540
"2019-03-12",7580
"2019-03-13",7620
"2019-03-14",7670
"2019-03-15",7670
"2019-03-18",7720
"2019-03-19",7720
"2019-03-20",7650
"2019-03-21",7580
"2019-03-22",7610
"2019-03-25",7520
"2019-03-26",7450
"2019-03-27",7390
"2019-03-28",7400
"2019-03-29",7460
"2019-04-01",7460
"2019-04-02",7480
"2019-04-03",7450
"2019-04-04",7480
"2019-04-05",7450
"2019-04-08",7450
"2019-04-09",7400
"2019-04-10",7420
"2019-04-11",7440
"2019-04-12",7550
"2019-04-15",7540
"2019-04-16",7500
"2019-04-17",7570
"2019-04-18",7450
