"","Price"
"2018-09-20",42250
"2018-09-21",41550
"2018-09-27",42100
"2018-09-28",40450
"2018-10-01",40600
"2018-10-02",39400
"2018-10-04",38750
"2018-10-05",39100
"2018-10-08",39000
"2018-10-10",36600
"2018-10-11",37050
"2018-10-12",38250
"2018-10-15",37150
"2018-10-16",37650
"2018-10-17",37600
"2018-10-18",36700
"2018-10-19",36800
"2018-10-22",37850
"2018-10-23",37650
"2018-10-24",38450
"2018-10-25",38750
"2018-10-26",35450
"2018-10-29",32400
"2018-10-30",29700
"2018-10-31",32450
"2018-11-01",32450
"2018-11-02",33500
"2018-11-05",33000
"2018-11-06",34200
"2018-11-07",27350
"2018-11-08",29300
"2018-11-09",29300
"2018-11-12",29550
"2018-11-13",30000
"2018-11-14",29550
"2018-11-15",29500
"2018-11-16",31000
"2018-11-19",30500
"2018-11-20",29750
"2018-11-21",30150
"2018-11-22",31550
"2018-11-23",31000
"2018-11-26",29550
"2018-11-27",29750
"2018-11-28",30350
"2018-11-29",30150
"2018-11-30",29650
"2018-12-03",29700
"2018-12-04",29300
"2018-12-05",28350
"2018-12-06",27100
"2018-12-07",27050
"2018-12-10",26450
"2018-12-11",26700
"2018-12-12",27650
"2018-12-13",28000
"2018-12-14",28050
"2018-12-17",28300
"2018-12-18",28050
"2018-12-19",28250
"2018-12-20",28250
"2018-12-21",28700
"2018-12-24",29050
"2018-12-26",29150
"2018-12-27",28750
"2018-12-28",28400
"2019-01-02",27100
"2019-01-03",27000
"2019-01-04",27350
"2019-01-07",27700
"2019-01-08",28600
"2019-01-09",28550
"2019-01-10",29050
"2019-01-11",29050
"2019-01-14",29500
"2019-01-15",29950
"2019-01-16",29650
"2019-01-17",30850
"2019-01-18",32800
"2019-01-21",33250
"2019-01-22",33500
"2019-01-23",32800
"2019-01-24",34500
"2019-01-25",34750
"2019-01-28",34700
"2019-01-29",34250
"2019-01-30",35400
"2019-01-31",34400
"2019-02-01",34200
"2019-02-07",35750
"2019-02-08",34700
"2019-02-11",34350
"2019-02-12",34550
"2019-02-13",33550
"2019-02-14",33600
"2019-02-15",33750
"2019-02-18",33800
"2019-02-19",34700
"2019-02-20",34700
"2019-02-21",34550
"2019-02-22",33700
"2019-02-25",33650
"2019-02-26",33150
"2019-02-27",33650
"2019-02-28",34400
"2019-03-04",34600
"2019-03-05",34050
"2019-03-06",35750
"2019-03-07",34300
"2019-03-08",33150
"2019-03-11",32850
"2019-03-12",34200
"2019-03-13",34800
"2019-03-14",36000
"2019-03-15",37150
"2019-03-18",36750
"2019-03-19",35400
"2019-03-20",34400
"2019-03-21",34850
"2019-03-22",34000
"2019-03-25",33200
"2019-03-26",33400
"2019-03-27",33450
"2019-03-28",32300
"2019-03-29",32600
"2019-04-01",32500
"2019-04-02",32350
"2019-04-03",32500
"2019-04-04",32050
"2019-04-05",32750
"2019-04-08",32000
"2019-04-09",30600
"2019-04-10",30700
"2019-04-11",31550
"2019-04-12",31650
"2019-04-15",34400
"2019-04-16",35400
"2019-04-17",35600
"2019-04-18",34000
"2019-04-19",36650
"2019-04-22",37200
"2019-04-23",37000
"2019-04-24",36900
"2019-04-25",39000
"2019-04-26",39000
"2019-04-29",39950
"2019-04-30",40500
"2019-05-02",43200
"2019-05-03",42750
"2019-05-07",42950
"2019-05-08",41250
"2019-05-09",42850
"2019-05-10",43550
"2019-05-13",40800
"2019-05-14",42400
"2019-05-15",43300
"2019-05-16",42900
"2019-05-17",41800
"2019-05-20",43250
"2019-05-21",45800
"2019-05-22",49550
"2019-05-23",49500
"2019-05-24",45350
"2019-05-27",43000
"2019-05-28",42850
"2019-05-29",41400
"2019-05-30",40400
"2019-05-31",40200
"2019-06-03",40500
"2019-06-04",39800
"2019-06-05",41000
"2019-06-07",40800
"2019-06-10",40450
"2019-06-11",39650
"2019-06-12",39900
"2019-06-13",39150
"2019-06-14",40600
"2019-06-17",39900
"2019-06-18",37100
"2019-06-19",37450
"2019-06-20",38950
"2019-06-21",38000
"2019-06-24",38200
"2019-06-25",38200
"2019-06-26",38200
"2019-06-27",37550
