"","Price"
"2018-09-20",2495
"2018-09-21",2670
"2018-09-27",2835
"2018-09-28",2875
"2018-10-01",2895
"2018-10-02",2935
"2018-10-04",2910
"2018-10-05",2795
"2018-10-08",2670
"2018-10-10",2490
"2018-10-11",2545
"2018-10-12",2540
"2018-10-15",2640
"2018-10-16",2750
"2018-10-17",2650
"2018-10-18",2585
"2018-10-19",2610
"2018-10-22",2570
"2018-10-23",2525
"2018-10-24",2350
"2018-10-25",2315
"2018-10-26",2165
"2018-10-29",1880
"2018-10-30",2030
"2018-10-31",2400
"2018-11-01",2400
"2018-11-02",2450
"2018-11-05",2395
"2018-11-06",2350
"2018-11-07",2195
"2018-11-08",2290
"2018-11-09",2210
"2018-11-12",2405
"2018-11-13",2525
"2018-11-14",2480
"2018-11-15",2590
"2018-11-16",2655
"2018-11-19",2690
"2018-11-20",2715
"2018-11-21",2600
"2018-11-22",2345
"2018-11-23",2400
"2018-11-26",2435
"2018-11-27",2380
"2018-11-28",2360
"2018-11-29",2365
"2018-11-30",2380
"2018-12-03",2420
"2018-12-04",2435
"2018-12-05",2440
"2018-12-06",2390
"2018-12-07",2435
"2018-12-10",2310
"2018-12-11",2150
"2018-12-12",2055
"2018-12-13",2160
"2018-12-14",2155
"2018-12-17",2080
"2018-12-18",2010
"2018-12-19",2090
"2018-12-20",2030
"2018-12-21",2040
"2018-12-24",1990
"2018-12-26",1935
"2018-12-27",2060
"2018-12-28",2100
"2019-01-02",2055
"2019-01-03",2025
"2019-01-04",2000
"2019-01-07",2000
"2019-01-08",1995
"2019-01-09",2005
"2019-01-10",2000
"2019-01-11",2220
"2019-01-14",2440
"2019-01-15",2450
"2019-01-16",2520
"2019-01-17",2580
"2019-01-18",2455
"2019-01-21",2500
"2019-01-22",2550
"2019-01-23",2570
"2019-01-24",2550
"2019-01-25",2500
"2019-01-28",2520
"2019-01-29",2495
"2019-01-30",2485
"2019-01-31",2500
"2019-02-01",2475
"2019-02-07",2750
"2019-02-08",3055
"2019-02-11",2220
"2019-02-12",2450
"2019-02-13",2365
"2019-02-14",2525
"2019-02-15",2500
"2019-02-18",2530
"2019-02-19",2720
"2019-02-20",2735
"2019-02-21",2730
"2019-02-22",2735
"2019-02-25",2670
"2019-02-26",2450
"2019-02-27",2450
"2019-02-28",2330
"2019-03-04",2395
"2019-03-05",2240
"2019-03-06",2305
"2019-03-07",2200
"2019-03-08",2200
"2019-03-11",2210
"2019-03-12",2290
"2019-03-13",2280
"2019-03-14",2205
"2019-03-15",2150
"2019-03-18",2155
"2019-03-19",2130
"2019-03-20",2245
"2019-03-21",2350
"2019-03-22",2400
"2019-03-25",2370
"2019-03-26",2370
"2019-03-27",2330
"2019-03-28",2320
"2019-03-29",2340
"2019-04-01",2445
"2019-04-02",2400
"2019-04-03",2435
"2019-04-04",2625
"2019-04-05",2550
"2019-04-08",2425
"2019-04-09",2475
"2019-04-10",2460
"2019-04-11",2390
"2019-04-12",2415
"2019-04-15",2370
"2019-04-16",2370
"2019-04-17",2480
"2019-04-18",2375
"2019-04-19",2485
"2019-04-22",2600
"2019-04-23",2610
"2019-04-24",2620
"2019-04-25",2575
"2019-04-26",2615
"2019-04-29",2560
"2019-04-30",2530
"2019-05-02",2565
"2019-05-03",2490
"2019-05-07",2370
"2019-05-08",2515
"2019-05-09",2380
"2019-05-10",2360
"2019-05-13",2240
"2019-05-14",2270
"2019-05-15",2305
"2019-05-16",2260
"2019-05-17",2220
"2019-05-20",2100
"2019-05-21",2050
"2019-05-22",2100
"2019-05-23",2220
"2019-05-24",2220
"2019-05-27",2220
"2019-05-28",2220
"2019-05-29",2220
"2019-05-30",2220
"2019-05-31",2220
"2019-06-03",2220
"2019-06-04",2220
"2019-06-05",2220
"2019-06-07",2220
"2019-06-10",2220
"2019-06-11",2220
"2019-06-12",2220
"2019-06-13",2220
"2019-06-14",2220
"2019-06-17",2220
"2019-06-18",2220
"2019-06-19",2220
"2019-06-20",2220
"2019-06-21",2220
"2019-06-24",2220
"2019-06-25",2220
"2019-06-26",2220
"2019-06-27",2220
"2019-06-28",2220
"2019-07-01",2220
"2019-07-02",2220
"2019-07-03",2220
"2019-07-04",2220
"2019-07-05",2220
"2019-07-08",2220
"2019-07-09",2220
"2019-07-10",2220
"2019-07-11",2220
"2019-07-12",2220
"2019-07-15",2220
"2019-07-16",2220
"2019-07-17",2220
"2019-07-18",2220
"2019-07-19",2220
"2019-07-22",2220
"2019-07-23",2220
"2019-07-24",2220
"2019-07-25",2220
"2019-07-26",2220
"2019-07-29",2220
"2019-07-30",2220
"2019-07-31",2220
"2019-08-01",2220
"2019-08-02",2220
"2019-08-05",2220
"2019-08-06",2220
"2019-08-07",2220
"2019-08-08",2220
"2019-08-09",2220
"2019-08-12",2220
"2019-08-13",2220
"2019-08-14",2220
"2019-08-16",2220
"2019-08-19",2220
"2019-08-20",2220
"2019-08-21",2220
"2019-08-22",2220
"2019-08-23",2220
"2019-08-26",2220
"2019-08-27",2220
"2019-08-28",2220
"2019-08-29",2220
"2019-08-30",2220
"2019-09-02",2220
"2019-09-03",2220
"2019-09-04",2220
"2019-09-05",2220
"2019-09-06",2220
"2019-09-09",2220
"2019-09-10",2220
"2019-09-11",2220
"2019-09-16",2220
"2019-09-17",2220
"2019-09-18",2220
"2019-09-19",2220
"2019-09-20",2220
"2019-09-23",2220
"2019-09-24",2220
"2019-09-25",2220
"2019-09-26",2220
"2019-09-27",2220
"2019-09-30",2220
"2019-10-01",2220
"2019-10-02",2220
"2019-10-04",2220
