"","Price"
"2018-09-20",1785
"2018-09-21",1825
"2018-09-27",1800
"2018-09-28",1760
"2018-10-01",1775
"2018-10-02",1710
"2018-10-04",1680
"2018-10-05",1680
"2018-10-08",1650
"2018-10-10",1625
"2018-10-11",1525
"2018-10-12",1560
"2018-10-15",1425
"2018-10-16",1475
"2018-10-17",1460
"2018-10-18",1430
"2018-10-19",1500
"2018-10-22",1630
"2018-10-23",1630
"2018-10-24",1595
"2018-10-25",1500
"2018-10-26",1435
"2018-10-29",1245
"2018-10-30",1230
"2018-10-31",1350
"2018-11-01",1360
"2018-11-02",1400
"2018-11-05",1350
"2018-11-06",1340
"2018-11-07",1305
"2018-11-08",1340
"2018-11-09",1335
"2018-11-12",1305
"2018-11-13",1350
"2018-11-14",1390
"2018-11-15",1450
"2018-11-16",1455
"2018-11-19",1515
"2018-11-20",1865
"2018-11-21",1935
"2018-11-22",2400
"2018-11-23",2360
"2018-11-26",2455
"2018-11-27",2455
"2018-11-28",2790
"2018-11-29",3095
"2018-11-30",2950
"2018-12-03",2765
"2018-12-04",2765
"2018-12-05",2655
"2018-12-06",2530
"2018-12-07",2570
"2018-12-10",2660
"2018-12-11",2660
"2018-12-12",2915
"2018-12-13",3390
"2018-12-14",3410
"2018-12-17",3370
"2018-12-18",3400
"2018-12-19",3335
"2018-12-20",3185
"2018-12-21",3205
"2018-12-24",3105
"2018-12-26",3085
"2018-12-27",3360
"2018-12-28",3225
"2019-01-02",3005
"2019-01-03",2990
"2019-01-04",2995
"2019-01-07",3055
"2019-01-08",3370
"2019-01-09",3275
"2019-01-10",3025
"2019-01-11",2990
"2019-01-14",3015
"2019-01-15",2995
"2019-01-16",2980
"2019-01-17",2975
"2019-01-18",2990
"2019-01-21",2860
"2019-01-22",3110
"2019-01-23",3600
"2019-01-24",3570
"2019-01-25",3405
"2019-01-28",3730
"2019-01-29",3450
"2019-01-30",3390
"2019-01-31",3450
"2019-02-01",3250
"2019-02-07",3175
"2019-02-08",3115
"2019-02-11",3255
"2019-02-12",3175
"2019-02-13",3415
"2019-02-14",3515
"2019-02-15",3580
"2019-02-18",4020
"2019-02-19",3845
"2019-02-20",3895
"2019-02-21",4010
"2019-02-22",3950
"2019-02-25",3910
"2019-02-26",3730
"2019-02-27",3725
"2019-02-28",3640
"2019-03-04",3880
"2019-03-05",3955
"2019-03-06",4315
"2019-03-07",5020
"2019-03-08",4740
"2019-03-11",4710
"2019-03-12",4675
"2019-03-13",4775
"2019-03-14",4940
"2019-03-15",4860
"2019-03-18",6000
"2019-03-19",5720
"2019-03-20",5950
"2019-03-21",6020
"2019-03-22",6500
"2019-03-25",6250
"2019-03-26",6070
"2019-03-27",5900
"2019-03-28",5810
"2019-03-29",5710
"2019-04-01",5760
"2019-04-02",5760
"2019-04-03",6100
"2019-04-04",6180
"2019-04-05",6580
"2019-04-08",6700
"2019-04-09",6550
"2019-04-10",6250
"2019-04-11",6330
"2019-04-12",7090
"2019-04-15",7690
"2019-04-16",7610
"2019-04-17",7720
"2019-04-18",8000
"2019-04-19",8460
"2019-04-22",7950
"2019-04-23",8360
"2019-04-24",8490
"2019-04-25",8690
"2019-04-26",8230
"2019-04-29",7990
"2019-04-30",7990
"2019-05-02",8060
"2019-05-03",8370
"2019-05-07",8220
"2019-05-08",8380
"2019-05-09",8210
"2019-05-10",8090
"2019-05-13",8100
"2019-05-14",7890
"2019-05-15",7950
"2019-05-16",7780
"2019-05-17",7560
"2019-05-20",7730
"2019-05-21",7740
"2019-05-22",7790
"2019-05-23",7360
"2019-05-24",7490
"2019-05-27",7800
"2019-05-28",8130
"2019-05-29",7870
"2019-05-30",7390
"2019-05-31",7480
"2019-06-03",7450
"2019-06-04",7340
"2019-06-05",7390
