"","Price"
"2018-09-20",1885
"2018-09-21",1920
"2018-09-27",1910
"2018-09-28",1900
"2018-10-01",1880
"2018-10-02",1850
"2018-10-04",1840
"2018-10-05",2155
"2018-10-08",2170
"2018-10-10",1970
"2018-10-11",1800
"2018-10-12",1835
"2018-10-15",1815
"2018-10-16",1855
"2018-10-17",1930
"2018-10-18",1895
"2018-10-19",1865
"2018-10-22",1830
"2018-10-23",1790
"2018-10-24",1640
"2018-10-25",1545
"2018-10-26",1405
"2018-10-29",1210
"2018-10-30",1260
"2018-10-31",1435
"2018-11-01",1430
"2018-11-02",1455
"2018-11-05",1465
"2018-11-06",1440
"2018-11-07",1495
"2018-11-08",1550
"2018-11-09",1535
"2018-11-12",1455
"2018-11-13",1400
"2018-11-14",1420
"2018-11-15",1435
"2018-11-16",1445
"2018-11-19",1460
"2018-11-20",1550
"2018-11-21",1565
"2018-11-22",1480
"2018-11-23",1450
"2018-11-26",1500
"2018-11-27",1510
"2018-11-28",1480
"2018-11-29",1455
"2018-11-30",1455
"2018-12-03",1475
"2018-12-04",1500
"2018-12-05",1475
"2018-12-06",1465
"2018-12-07",1500
"2018-12-10",1440
"2018-12-11",1450
"2018-12-12",1455
"2018-12-13",1420
"2018-12-14",1375
"2018-12-17",1330
"2018-12-18",1315
"2018-12-19",1325
"2018-12-20",1325
"2018-12-21",1320
"2018-12-24",1340
"2018-12-26",1295
"2018-12-27",1320
"2018-12-28",1365
"2019-01-02",1335
"2019-01-03",1310
"2019-01-04",1330
"2019-01-07",1340
"2019-01-08",1340
"2019-01-09",1365
"2019-01-10",1390
"2019-01-11",1430
"2019-01-14",1460
"2019-01-15",1490
"2019-01-16",1470
"2019-01-17",1435
"2019-01-18",1435
"2019-01-21",1440
"2019-01-22",1470
"2019-01-23",1490
"2019-01-24",1490
"2019-01-25",1480
"2019-01-28",1500
"2019-01-29",1485
"2019-01-30",1495
"2019-01-31",1475
"2019-02-01",1470
"2019-02-07",1465
"2019-02-08",1490
"2019-02-11",1490
"2019-02-12",1475
"2019-02-13",1495
"2019-02-14",1490
"2019-02-15",1480
"2019-02-18",1510
"2019-02-19",1565
"2019-02-20",1590
"2019-02-21",1620
"2019-02-22",1610
"2019-02-25",1575
"2019-02-26",1580
"2019-02-27",1595
"2019-02-28",1530
"2019-03-04",1595
"2019-03-05",1610
"2019-03-06",1620
"2019-03-07",1585
"2019-03-08",1565
"2019-03-11",1525
"2019-03-12",1525
"2019-03-13",1520
"2019-03-14",1550
"2019-03-15",1530
"2019-03-18",1540
"2019-03-19",1525
"2019-03-20",1495
"2019-03-21",1515
"2019-03-22",1560
"2019-03-25",1490
"2019-03-26",1540
"2019-03-27",1560
"2019-03-28",1515
"2019-03-29",1535
"2019-04-01",1565
"2019-04-02",1590
"2019-04-03",1645
"2019-04-04",1640
"2019-04-05",1615
"2019-04-08",1655
"2019-04-09",1640
"2019-04-10",1635
"2019-04-11",1845
"2019-04-12",1840
"2019-04-15",1815
"2019-04-16",1960
"2019-04-17",1910
"2019-04-18",1805
"2019-04-19",1855
"2019-04-22",1795
"2019-04-23",1745
"2019-04-24",1825
"2019-04-25",1810
"2019-04-26",1785
"2019-04-29",1795
"2019-04-30",1785
"2019-05-02",1800
"2019-05-03",1905
"2019-05-07",1900
"2019-05-08",1900
"2019-05-09",2030
"2019-05-10",1990
"2019-05-13",1885
"2019-05-14",1810
"2019-05-15",1855
"2019-05-16",1720
"2019-05-17",1650
"2019-05-20",1630
"2019-05-21",1660
"2019-05-22",1750
"2019-05-23",1715
"2019-05-24",1750
"2019-05-27",1750
"2019-05-28",1745
"2019-05-29",1815
"2019-05-30",1870
"2019-05-31",1860
"2019-06-03",1870
"2019-06-04",1915
"2019-06-05",1865
"2019-06-07",1845
"2019-06-10",1865
"2019-06-11",1890
"2019-06-12",1865
"2019-06-13",1920
"2019-06-14",1880
"2019-06-17",1860
"2019-06-18",1880
"2019-06-19",1890
"2019-06-20",1910
"2019-06-21",1985
"2019-06-24",1990
"2019-06-25",1905
"2019-06-26",1920
"2019-06-27",1875
"2019-06-28",1860
"2019-07-01",1860
"2019-07-02",1870
"2019-07-03",1850
"2019-07-04",1800
"2019-07-05",1775
"2019-07-08",1670
"2019-07-09",1655
"2019-07-10",1690
"2019-07-11",1670
"2019-07-12",1710
"2019-07-15",1695
"2019-07-16",1735
"2019-07-17",1720
"2019-07-18",1680
"2019-07-19",1685
"2019-07-22",1680
"2019-07-23",1630
"2019-07-24",1595
"2019-07-25",1510
"2019-07-26",1500
"2019-07-29",1380
"2019-07-30",1400
"2019-07-31",1450
"2019-08-01",1430
"2019-08-02",1425
"2019-08-05",1210
"2019-08-06",1230
"2019-08-07",1280
"2019-08-08",1400
"2019-08-09",1420
"2019-08-12",1400
"2019-08-13",1415
"2019-08-14",1390
"2019-08-16",1395
"2019-08-19",1395
"2019-08-20",1500
"2019-08-21",1505
"2019-08-22",1480
"2019-08-23",1490
"2019-08-26",1385
"2019-08-27",1385
"2019-08-28",1425
"2019-08-29",1420
"2019-08-30",1445
"2019-09-02",1460
"2019-09-03",1475
"2019-09-04",1515
"2019-09-05",1500
"2019-09-06",1470
"2019-09-09",1480
"2019-09-10",1470
"2019-09-11",1490
"2019-09-16",1485
"2019-09-17",1545
"2019-09-18",1540
"2019-09-19",1540
"2019-09-20",1540
"2019-09-23",1520
"2019-09-24",1520
"2019-09-25",1450
"2019-09-26",1475
"2019-09-27",1500
"2019-09-30",1485
"2019-10-01",1510
"2019-10-02",1500
"2019-10-04",1465
"2019-10-07",1455
"2019-10-08",1460
"2019-10-10",1455
"2019-10-11",1445
"2019-10-14",1465
"2019-10-15",1465
"2019-10-16",1485
"2019-10-17",1515
"2019-10-18",1505
"2019-10-21",1475
"2019-10-22",1465
"2019-10-23",1450
"2019-10-24",1465
"2019-10-25",1440
"2019-10-28",1435
"2019-10-29",1405
"2019-10-30",1400
"2019-10-31",1410
"2019-11-01",1400
"2019-11-04",1455
"2019-11-05",1495
"2019-11-06",1535
"2019-11-07",1525
"2019-11-08",1515
"2019-11-11",1595
"2019-11-12",1505
"2019-11-13",1485
"2019-11-14",1465
"2019-11-15",1465
"2019-11-18",1490
"2019-11-19",1460
"2019-11-20",1415
"2019-11-21",1385
"2019-11-22",1385
"2019-11-25",1415
"2019-11-26",1420
"2019-11-27",1410
"2019-11-28",1400
"2019-11-29",1395
"2019-12-02",1380
"2019-12-03",1385
"2019-12-04",1370
"2019-12-05",1335
"2019-12-06",1355
"2019-12-09",1370
"2019-12-10",1370
"2019-12-11",1370
"2019-12-12",1380
"2019-12-13",1410
"2019-12-16",1405
"2019-12-17",1410
"2019-12-18",1410
"2019-12-19",1405
"2019-12-20",1400
"2019-12-23",1375
"2019-12-24",1355
"2019-12-26",1355
"2019-12-27",1385
"2019-12-30",1390
"2020-01-02",1415
"2020-01-03",1415
"2020-01-06",1355
"2020-01-07",1400
"2020-01-08",1305
"2020-01-09",1360
"2020-01-10",1370
"2020-01-13",1375
"2020-01-14",1350
"2020-01-15",1365
"2020-01-16",1360
"2020-01-17",1370
"2020-01-20",1420
"2020-01-21",1385
"2020-01-22",1470
"2020-01-23",1440
"2020-01-28",1565
"2020-01-29",1490
"2020-01-30",1570
"2020-01-31",1465
"2020-02-03",1350
"2020-02-04",1380
"2020-02-05",1410
"2020-02-06",1420
"2020-02-07",1405
"2020-02-10",1380
"2020-02-11",1350
"2020-02-12",1340
"2020-02-13",1315
"2020-02-14",1345
"2020-02-17",1320
"2020-02-18",1335
"2020-02-19",1370
"2020-02-20",1355
"2020-02-21",1350
"2020-02-24",1300
"2020-02-25",1290
"2020-02-26",1285
"2020-02-27",1275
"2020-02-28",1225
"2020-03-02",1230
"2020-03-03",1255
"2020-03-04",1295
"2020-03-05",1315
"2020-03-06",1305
"2020-03-09",1280
"2020-03-10",1260
"2020-03-11",1635
"2020-03-12",2125
"2020-03-13",1605
"2020-03-16",1700
