"","Price"
"2018-09-20",3960
"2018-09-21",3960
"2018-09-27",3960
"2018-09-28",3960
"2018-10-01",3960
"2018-10-02",3960
"2018-10-04",3960
"2018-10-05",3960
"2018-10-08",3960
"2018-10-10",4180
"2018-10-11",4490
"2018-10-12",4520
"2018-10-15",4380
"2018-10-16",4390
"2018-10-17",4270
"2018-10-18",4410
"2018-10-19",4280
"2018-10-22",4210
"2018-10-23",3960
"2018-10-24",3700
"2018-10-25",3350
"2018-10-26",3420
"2018-10-29",3230
"2018-10-30",3330
"2018-10-31",3320
"2018-11-01",3480
"2018-11-02",3850
"2018-11-05",3860
"2018-11-06",3900
"2018-11-07",4160
"2018-11-08",4230
"2018-11-09",4460
"2018-11-12",4700
"2018-11-13",4700
"2018-11-14",4650
"2018-11-15",3610
"2018-11-16",3420
"2018-11-19",3520
"2018-11-20",3440
"2018-11-21",3150
"2018-11-22",3160
"2018-11-23",3140
"2018-11-26",3150
"2018-11-27",3160
"2018-11-28",3150
"2018-11-29",3060
"2018-11-30",3010
"2018-12-03",3130
"2018-12-04",3220
"2018-12-05",3200
"2018-12-06",3060
"2018-12-07",2990
"2018-12-10",3050
"2018-12-11",3150
"2018-12-12",2940
"2018-12-13",2790
"2018-12-14",2610
"2018-12-17",2460
"2018-12-18",2480
"2018-12-19",2470
"2018-12-20",2420
"2018-12-21",2350
"2018-12-24",2830
"2018-12-26",2950
"2018-12-27",2850
"2018-12-28",2920
"2019-01-02",2920
"2019-01-03",2780
"2019-01-04",2830
"2019-01-07",2830
"2019-01-08",2910
"2019-01-09",2920
"2019-01-10",2930
"2019-01-11",2890
"2019-01-14",2830
"2019-01-15",2770
"2019-01-16",2670
"2019-01-17",2660
"2019-01-18",2620
"2019-01-21",2620
"2019-01-22",2650
"2019-01-23",2640
"2019-01-24",2650
"2019-01-25",2650
"2019-01-28",2800
"2019-01-29",2690
"2019-01-30",2560
"2019-01-31",2540
"2019-02-01",2530
"2019-02-07",2530
"2019-02-08",2550
"2019-02-11",2580
"2019-02-12",2520
"2019-02-13",2520
"2019-02-14",2520
"2019-02-15",2470
"2019-02-18",2670
"2019-02-19",2590
"2019-02-20",2540
"2019-02-21",2500
"2019-02-22",2500
"2019-02-25",2500
"2019-02-26",2490
"2019-02-27",2480
"2019-02-28",2380
"2019-03-04",2410
"2019-03-05",2410
"2019-03-06",2410
"2019-03-07",2350
"2019-03-08",2430
"2019-03-11",2430
"2019-03-12",2420
"2019-03-13",2380
"2019-03-14",2420
"2019-03-15",2380
"2019-03-18",2370
"2019-03-19",2370
"2019-03-20",2320
"2019-03-21",2380
"2019-03-22",2330
"2019-03-25",2310
"2019-03-26",2340
"2019-03-27",2490
"2019-03-28",2470
"2019-03-29",2500
"2019-04-01",2460
"2019-04-02",2410
"2019-04-03",2440
"2019-04-04",2420
"2019-04-05",2450
"2019-04-08",2430
"2019-04-09",2380
"2019-04-10",2370
"2019-04-11",2410
"2019-04-12",2380
"2019-04-15",2460
"2019-04-16",2530
"2019-04-17",2610
"2019-04-18",2500
"2019-04-19",2500
"2019-04-22",2500
"2019-04-23",2540
"2019-04-24",2510
"2019-04-25",2420
"2019-04-26",2400
"2019-04-29",2400
"2019-04-30",2400
"2019-05-02",2400
"2019-05-03",2400
"2019-05-07",2400
"2019-05-08",2400
"2019-05-09",2400
"2019-05-10",2400
"2019-05-13",2400
"2019-05-14",2400
"2019-05-15",2400
"2019-05-16",2400
"2019-05-17",2400
"2019-05-20",2400
"2019-05-21",2400
"2019-05-22",2400
"2019-05-23",3120
"2019-05-24",3200
"2019-05-27",3780
"2019-05-28",3500
"2019-05-29",3290
"2019-05-30",3110
"2019-05-31",3000
"2019-06-03",3080
"2019-06-04",2920
"2019-06-05",2965
"2019-06-07",3015
"2019-06-10",2980
"2019-06-11",3000
"2019-06-12",2800
"2019-06-13",2770
"2019-06-14",2715
"2019-06-17",2705
"2019-06-18",2630
"2019-06-19",2730
"2019-06-20",2715
"2019-06-21",2785
"2019-06-24",2740
"2019-06-25",2665
"2019-06-26",2670
"2019-06-27",2415
"2019-06-28",2445
"2019-07-01",2440
"2019-07-02",2510
"2019-07-03",2465
"2019-07-04",2345
"2019-07-05",2360
"2019-07-08",2185
"2019-07-09",2185
"2019-07-10",2260
"2019-07-11",2250
"2019-07-12",2270
"2019-07-15",2210
"2019-07-16",2135
"2019-07-17",2075
"2019-07-18",2045
"2019-07-19",2065
"2019-07-22",2240
"2019-07-23",2160
"2019-07-24",2040
"2019-07-25",2030
"2019-07-26",2000
"2019-07-29",1955
"2019-07-30",1955
"2019-07-31",1885
"2019-08-01",1775
