"","Price"
"2018-09-20",7540
"2018-09-21",7510
"2018-09-27",7520
"2018-09-28",7580
"2018-10-01",7600
"2018-10-02",7660
"2018-10-04",7630
"2018-10-05",7630
"2018-10-08",7640
"2018-10-10",7530
"2018-10-11",7030
"2018-10-12",7240
"2018-10-15",7240
"2018-10-16",7310
"2018-10-17",7480
"2018-10-18",7590
"2018-10-19",7590
"2018-10-22",7600
"2018-10-23",7520
"2018-10-24",7510
"2018-10-25",7340
"2018-10-26",7160
"2018-10-29",6990
"2018-10-30",6830
"2018-10-31",7040
"2018-11-01",7030
"2018-11-02",7370
"2018-11-05",7270
"2018-11-06",7280
"2018-11-07",7350
"2018-11-08",7370
"2018-11-09",7300
"2018-11-12",7210
"2018-11-13",7160
"2018-11-14",7110
"2018-11-15",7110
"2018-11-16",7150
"2018-11-19",7110
"2018-11-20",7240
"2018-11-21",7300
"2018-11-22",7330
"2018-11-23",7310
"2018-11-26",7680
"2018-11-27",7750
"2018-11-28",7820
"2018-11-29",7820
"2018-11-30",7880
"2018-12-03",7930
"2018-12-04",7930
"2018-12-05",7930
"2018-12-06",7930
"2018-12-07",8000
"2018-12-10",7960
"2018-12-11",7850
"2018-12-12",7930
"2018-12-13",7960
"2018-12-14",7900
"2018-12-17",7990
"2018-12-18",8150
"2018-12-19",8100
"2018-12-20",8020
"2018-12-21",7910
"2018-12-24",7760
"2018-12-26",7710
"2018-12-27",7780
"2018-12-28",7810
"2019-01-02",7850
"2019-01-03",7880
"2019-01-04",7880
"2019-01-07",8050
"2019-01-08",8090
"2019-01-09",8150
"2019-01-10",8130
"2019-01-11",8250
"2019-01-14",8350
"2019-01-15",8360
"2019-01-16",8400
"2019-01-17",8400
"2019-01-18",8430
"2019-01-21",8420
"2019-01-22",8500
"2019-01-23",8510
"2019-01-24",8590
"2019-01-25",8840
"2019-01-28",9090
"2019-01-29",9150
"2019-01-30",9630
"2019-01-31",9600
"2019-02-01",9970
"2019-02-07",9580
"2019-02-08",9620
"2019-02-11",9470
"2019-02-12",9450
"2019-02-13",9240
"2019-02-14",9350
"2019-02-15",9310
"2019-02-18",9320
"2019-02-19",9340
"2019-02-20",9160
"2019-02-21",9110
"2019-02-22",9220
"2019-02-25",9170
"2019-02-26",8960
"2019-02-27",9060
"2019-02-28",8970
"2019-03-04",9150
"2019-03-05",9180
"2019-03-06",9180
"2019-03-07",9090
"2019-03-08",9000
"2019-03-11",8940
"2019-03-12",9020
"2019-03-13",9030
"2019-03-14",9090
"2019-03-15",9290
"2019-03-18",9320
"2019-03-19",9320
"2019-03-20",9320
"2019-03-21",9100
"2019-03-22",9100
"2019-03-25",9060
"2019-03-26",9220
"2019-03-27",9140
"2019-03-28",9360
"2019-03-29",9360
"2019-04-01",9360
"2019-04-02",9530
"2019-04-03",9400
"2019-04-04",9440
"2019-04-05",9390
"2019-04-08",9450
"2019-04-09",9480
"2019-04-10",9470
"2019-04-11",9800
"2019-04-12",9740
"2019-04-15",9640
"2019-04-16",9700
"2019-04-17",9710
"2019-04-18",9640
"2019-04-19",9650
"2019-04-22",9580
"2019-04-23",9520
"2019-04-24",9340
"2019-04-25",9730
"2019-04-26",9600
"2019-04-29",9600
"2019-04-30",9600
"2019-05-02",9660
"2019-05-03",9890
"2019-05-07",9950
"2019-05-08",10250
"2019-05-09",9990
"2019-05-10",9770
"2019-05-13",9800
"2019-05-14",9800
"2019-05-15",9920
"2019-05-16",9840
"2019-05-17",9720
"2019-05-20",9550
"2019-05-21",9550
"2019-05-22",9400
"2019-05-23",9300
"2019-05-24",9250
"2019-05-27",9320
"2019-05-28",9580
"2019-05-29",9430
"2019-05-30",9510
"2019-05-31",9590
"2019-06-03",9530
"2019-06-04",9380
"2019-06-05",9480
"2019-06-07",9380
"2019-06-10",9430
"2019-06-11",9530
"2019-06-12",9630
"2019-06-13",9400
"2019-06-14",9430
"2019-06-17",9320
"2019-06-18",9370
"2019-06-19",9360
"2019-06-20",9360
"2019-06-21",9210
"2019-06-24",9100
"2019-06-25",8990
"2019-06-26",9010
"2019-06-27",8980
"2019-06-28",9030
"2019-07-01",9060
"2019-07-02",9040
"2019-07-03",8960
"2019-07-04",8850
"2019-07-05",8830
"2019-07-08",8470
"2019-07-09",8340
"2019-07-10",8250
"2019-07-11",8450
"2019-07-12",8420
"2019-07-15",8320
"2019-07-16",8430
"2019-07-17",8240
"2019-07-18",8200
"2019-07-19",8260
"2019-07-22",8300
"2019-07-23",8360
"2019-07-24",8280
"2019-07-25",8120
"2019-07-26",8040
"2019-07-29",7810
"2019-07-30",7960
"2019-07-31",8180
"2019-08-01",8260
"2019-08-02",8330
"2019-08-05",8330
"2019-08-06",7980
"2019-08-07",8110
"2019-08-08",8380
"2019-08-09",8630
"2019-08-12",8570
"2019-08-13",8630
"2019-08-14",8610
"2019-08-16",8400
"2019-08-19",8400
"2019-08-20",8420
"2019-08-21",8370
"2019-08-22",8270
"2019-08-23",8150
"2019-08-26",8190
"2019-08-27",8170
"2019-08-28",8250
"2019-08-29",8050
"2019-08-30",8070
"2019-09-02",8020
"2019-09-03",8100
"2019-09-04",8170
"2019-09-05",8270
"2019-09-06",8290
"2019-09-09",8580
"2019-09-10",8560
"2019-09-11",8670
"2019-09-16",8480
"2019-09-17",8570
"2019-09-18",8640
"2019-09-19",8850
"2019-09-20",8880
"2019-09-23",8890
"2019-09-24",8700
"2019-09-25",8500
"2019-09-26",8540
"2019-09-27",8480
"2019-09-30",8370
"2019-10-01",8480
"2019-10-02",8350
"2019-10-04",8300
"2019-10-07",8200
"2019-10-08",8390
"2019-10-10",8320
"2019-10-11",8340
"2019-10-14",8380
"2019-10-15",8440
"2019-10-16",8390
"2019-10-17",8400
"2019-10-18",8360
"2019-10-21",8250
"2019-10-22",8290
"2019-10-23",8180
"2019-10-24",8160
"2019-10-25",8210
"2019-10-28",8250
"2019-10-29",8260
"2019-10-30",8140
"2019-10-31",8370
"2019-11-01",8380
"2019-11-04",8500
"2019-11-05",8500
"2019-11-06",8520
"2019-11-07",8500
"2019-11-08",8320
"2019-11-11",8380
"2019-11-12",8300
"2019-11-13",8300
"2019-11-14",8200
"2019-11-15",8120
"2019-11-18",8310
"2019-11-19",8380
"2019-11-20",8310
"2019-11-21",8260
"2019-11-22",8340
"2019-11-25",8390
"2019-11-26",8420
"2019-11-27",8400
"2019-11-28",8400
"2019-11-29",8400
"2019-12-02",8390
"2019-12-03",8360
"2019-12-04",8330
"2019-12-05",8390
"2019-12-06",8360
"2019-12-09",8350
"2019-12-10",8280
"2019-12-11",8180
"2019-12-12",8180
"2019-12-13",8260
"2019-12-16",8350
"2019-12-17",8360
"2019-12-18",8500
"2019-12-19",8490
"2019-12-20",8540
"2019-12-23",8560
"2019-12-24",8620
"2019-12-26",8520
"2019-12-27",8540
"2019-12-30",8500
"2020-01-02",8710
"2020-01-03",8750
"2020-01-06",8580
"2020-01-07",8510
"2020-01-08",8410
"2020-01-09",8570
"2020-01-10",8700
"2020-01-13",8860
"2020-01-14",9000
"2020-01-15",8970
"2020-01-16",8830
"2020-01-17",8830
"2020-01-20",8800
"2020-01-21",8830
"2020-01-22",8880
"2020-01-23",8770
"2020-01-28",8500
"2020-01-29",8490
"2020-01-30",8300
"2020-01-31",7830
"2020-02-03",7790
"2020-02-04",7820
"2020-02-05",7850
"2020-02-06",8100
"2020-02-07",8440
"2020-02-10",8360
"2020-02-11",8370
"2020-02-12",8370
"2020-02-13",8360
"2020-02-14",8400
"2020-02-17",8420
"2020-02-18",8220
"2020-02-19",8200
"2020-02-20",8150
"2020-02-21",7980
"2020-02-24",7810
"2020-02-25",7870
"2020-02-26",7770
"2020-02-27",7800
"2020-02-28",7400
"2020-03-02",7420
"2020-03-03",7460
"2020-03-04",7470
"2020-03-05",7560
"2020-03-06",7430
"2020-03-09",7090
"2020-03-10",7120
"2020-03-11",6990
"2020-03-12",6550
"2020-03-13",6100
"2020-03-16",6000
"2020-03-17",5940
"2020-03-18",5810
"2020-03-19",4990
"2020-03-20",5260
"2020-03-23",4755
"2020-03-24",4950
"2020-03-25",5090
"2020-03-26",5550
"2020-03-27",5690
"2020-03-30",5750
"2020-03-31",5870
"2020-04-01",5770
"2020-04-02",5820
"2020-04-03",5920
"2020-04-06",6150
"2020-04-07",6320
"2020-04-08",6440
"2020-04-09",6610
"2020-04-10",6630
"2020-04-13",6470
"2020-04-14",6600
"2020-04-16",6550
"2020-04-17",6620
"2020-04-20",6640
"2020-04-21",6390
"2020-04-22",6440
"2020-04-23",6500
"2020-04-24",6520
"2020-04-27",6560
"2020-04-28",6680
"2020-04-29",6740
"2020-05-04",6540
"2020-05-06",6620
"2020-05-07",6570
"2020-05-08",6670
"2020-05-11",6830
"2020-05-12",6820
"2020-05-13",6850
"2020-05-14",6720
"2020-05-15",6680
"2020-05-18",6680
"2020-05-19",6690
"2020-05-20",6750
"2020-05-21",6860
"2020-05-22",6700
"2020-05-25",6710
"2020-05-26",6740
"2020-05-27",6790
"2020-05-28",6690
"2020-05-29",6730
"2020-06-01",6800
"2020-06-02",6890
"2020-06-03",6920
"2020-06-04",6990
"2020-06-05",7010
"2020-06-08",7000
"2020-06-09",6900
"2020-06-10",6820
