"","Price"
"2018-09-20",7420
"2018-09-21",7680
"2018-09-27",7290
"2018-09-28",7060
"2018-10-01",6980
"2018-10-02",6760
"2018-10-04",6980
"2018-10-05",6800
"2018-10-08",6710
"2018-10-10",5810
"2018-10-11",5400
"2018-10-12",5520
"2018-10-15",5610
"2018-10-16",5530
"2018-10-17",5780
"2018-10-18",5850
"2018-10-19",5800
"2018-10-22",5460
"2018-10-23",5530
"2018-10-24",5200
"2018-10-25",4985
"2018-10-26",4880
"2018-10-29",4385
"2018-10-30",4745
"2018-10-31",4625
"2018-11-01",4810
"2018-11-02",5190
"2018-11-05",5160
"2018-11-06",5120
"2018-11-07",4815
"2018-11-08",5010
"2018-11-09",4990
"2018-11-12",4880
"2018-11-13",4790
"2018-11-14",4785
"2018-11-15",4935
"2018-11-16",5050
"2018-11-19",5140
"2018-11-20",5040
"2018-11-21",5090
"2018-11-22",5070
"2018-11-23",5280
"2018-11-26",5360
"2018-11-27",5420
"2018-11-28",5240
"2018-11-29",5440
"2018-11-30",5360
"2018-12-03",5540
"2018-12-04",6100
"2018-12-05",6260
"2018-12-06",6050
"2018-12-07",6330
"2018-12-10",6000
"2018-12-11",5700
"2018-12-12",5700
"2018-12-13",6040
"2018-12-14",5940
"2018-12-17",5550
"2018-12-18",5430
"2018-12-19",5440
"2018-12-20",5550
"2018-12-21",5670
"2018-12-24",5700
"2018-12-26",5300
"2018-12-27",5330
"2018-12-28",5530
"2019-01-02",5320
"2019-01-03",5480
"2019-01-04",5400
"2019-01-07",5550
"2019-01-08",6560
"2019-01-09",6690
"2019-01-10",6500
"2019-01-11",6970
"2019-01-14",7270
"2019-01-15",7250
"2019-01-16",7610
"2019-01-17",7600
"2019-01-18",7690
"2019-01-21",7430
"2019-01-22",7460
"2019-01-23",7700
"2019-01-24",7750
"2019-01-25",7770
"2019-01-28",7860
"2019-01-29",7450
"2019-01-30",8320
"2019-01-31",8340
"2019-02-01",9040
"2019-02-07",9170
"2019-02-08",9470
"2019-02-11",8990
"2019-02-12",8760
"2019-02-13",8780
"2019-02-14",8710
"2019-02-15",8700
"2019-02-18",8670
"2019-02-19",8410
"2019-02-20",8160
"2019-02-21",7980
"2019-02-22",7930
"2019-02-25",7850
"2019-02-26",8090
"2019-02-27",8040
"2019-02-28",6360
"2019-03-04",6200
"2019-03-05",6270
"2019-03-06",6140
"2019-03-07",5810
"2019-03-08",5780
"2019-03-11",5720
"2019-03-12",5870
"2019-03-13",5730
"2019-03-14",5890
"2019-03-15",5540
"2019-03-18",5750
"2019-03-19",5800
"2019-03-20",5700
"2019-03-21",5560
"2019-03-22",5530
"2019-03-25",5580
"2019-03-26",5580
"2019-03-27",5540
"2019-03-28",5490
"2019-03-29",5910
"2019-04-01",5910
"2019-04-02",5900
"2019-04-03",6000
"2019-04-04",5890
"2019-04-05",6070
"2019-04-08",5950
"2019-04-09",5950
"2019-04-10",5990
"2019-04-11",6140
"2019-04-12",5880
"2019-04-15",5880
"2019-04-16",5840
"2019-04-17",5720
"2019-04-18",5670
"2019-04-19",5630
"2019-04-22",5760
"2019-04-23",5690
"2019-04-24",5670
"2019-04-25",5640
"2019-04-26",5690
"2019-04-29",5570
"2019-04-30",5530
"2019-05-02",5660
"2019-05-03",5670
"2019-05-07",5620
"2019-05-08",5530
"2019-05-09",5300
"2019-05-10",5200
"2019-05-13",5150
"2019-05-14",5250
"2019-05-15",5320
"2019-05-16",5340
"2019-05-17",5440
"2019-05-20",5260
"2019-05-21",5220
"2019-05-22",5340
"2019-05-23",5120
"2019-05-24",4950
"2019-05-27",4965
"2019-05-28",5250
"2019-05-29",5160
"2019-05-30",5140
"2019-05-31",5170
"2019-06-03",5230
"2019-06-04",5270
"2019-06-05",5370
"2019-06-07",5460
"2019-06-10",5610
"2019-06-11",5720
"2019-06-12",5770
"2019-06-13",5880
"2019-06-14",6000
"2019-06-17",5830
"2019-06-18",5990
"2019-06-19",6240
"2019-06-20",6250
"2019-06-21",6220
"2019-06-24",6440
"2019-06-25",6210
"2019-06-26",6190
"2019-06-27",6160
"2019-06-28",5990
"2019-07-01",6310
"2019-07-02",6210
"2019-07-03",5970
"2019-07-04",5810
"2019-07-05",5880
"2019-07-08",5260
"2019-07-09",5210
"2019-07-10",5290
"2019-07-11",5600
"2019-07-12",5530
"2019-07-15",5490
"2019-07-16",5430
"2019-07-17",5250
"2019-07-18",5250
"2019-07-19",5340
"2019-07-22",5340
"2019-07-23",5260
"2019-07-24",5070
"2019-07-25",4960
"2019-07-26",4755
"2019-07-29",4485
"2019-07-30",4705
"2019-07-31",4700
"2019-08-01",4635
"2019-08-02",4620
"2019-08-05",4130
