"","Price"
"2018-09-20",15545
"2018-09-21",15822
"2018-09-27",16300
"2018-09-28",15922
"2018-10-01",15620
"2018-10-02",15267
"2018-10-04",15041
"2018-10-05",14764
"2018-10-08",14260
"2018-10-10",12622
"2018-10-11",11463
"2018-10-12",12118
"2018-10-15",11841
"2018-10-16",12597
"2018-10-17",13025
"2018-10-18",12547
"2018-10-19",12924
"2018-10-22",13025
"2018-10-23",12622
"2018-10-24",11917
"2018-10-25",11514
"2018-10-26",11136
"2018-10-29",10632
"2018-10-30",11060
"2018-10-31",11438
"2018-11-01",11413
"2018-11-02",11866
"2018-11-05",11640
"2018-11-06",11488
"2018-11-07",11262
"2018-11-08",11690
"2018-11-09",11438
"2018-11-12",11488
"2018-11-13",11564
"2018-11-14",11715
"2018-11-15",11514
"2018-11-16",12244
"2018-11-19",12874
"2018-11-20",12698
"2018-11-21",13151
"2018-11-22",13126
"2018-11-23",13126
"2018-11-26",13050
"2018-11-27",12572
"2018-11-28",12521
"2018-11-29",12521
"2018-11-30",12244
"2018-12-03",12471
"2018-12-04",12521
"2018-12-05",12143
"2018-12-06",11816
"2018-12-07",11791
"2018-12-10",11337
"2018-12-11",12143
"2018-12-12",12143
"2018-12-13",12143
"2018-12-14",12043
"2018-12-17",11740
"2018-12-18",11816
"2018-12-19",11891
"2018-12-20",11917
"2018-12-21",11967
"2018-12-24",11967
"2018-12-26",11791
"2018-12-27",12395
"2018-12-28",12471
"2019-01-02",12345
"2019-01-03",12068
"2019-01-04",12521
"2019-01-07",12572
"2019-01-08",12597
"2019-01-09",12672
"2019-01-10",12798
"2019-01-11",12950
"2019-01-14",13076
"2019-01-15",12975
"2019-01-16",12748
"2019-01-17",12748
"2019-01-18",13050
"2019-01-21",12824
"2019-01-22",12824
"2019-01-23",12723
"2019-01-24",12748
"2019-01-25",12748
"2019-01-28",12748
"2019-01-29",14411
"2019-01-30",14612
"2019-01-31",14915
"2019-02-01",16527
"2019-02-07",17081
"2019-02-08",16426
"2019-02-11",15872
"2019-02-12",16250
"2019-02-13",15750
"2019-02-14",15600
"2019-02-15",15100
"2019-02-18",15150
"2019-02-19",15000
"2019-02-20",15000
"2019-02-21",15000
"2019-02-22",15150
"2019-02-25",16100
"2019-02-26",15700
"2019-02-27",15950
"2019-02-28",16500
"2019-03-04",16850
"2019-03-05",17150
"2019-03-06",16650
"2019-03-07",16300
"2019-03-08",16800
"2019-03-11",16600
"2019-03-12",16350
"2019-03-13",15500
"2019-03-14",15700
"2019-03-15",15400
"2019-03-18",15000
"2019-03-19",14900
"2019-03-20",14500
"2019-03-21",15150
"2019-03-22",15700
"2019-03-25",15600
"2019-03-26",16250
"2019-03-27",16350
"2019-03-28",16350
"2019-03-29",15800
"2019-04-01",16000
"2019-04-02",16000
"2019-04-03",15900
"2019-04-04",15750
"2019-04-05",15550
"2019-04-08",15950
"2019-04-09",16200
"2019-04-10",16050
"2019-04-11",15700
"2019-04-12",15700
"2019-04-15",15700
"2019-04-16",15500
"2019-04-17",16500
"2019-04-18",16350
"2019-04-19",16550
"2019-04-22",16900
"2019-04-23",16700
"2019-04-24",16800
"2019-04-25",16800
"2019-04-26",16400
"2019-04-29",16850
"2019-04-30",18800
"2019-05-02",18750
"2019-05-03",19400
"2019-05-07",19300
"2019-05-08",20150
"2019-05-09",19450
"2019-05-10",20400
"2019-05-13",20850
"2019-05-14",21500
"2019-05-15",21650
"2019-05-16",20750
"2019-05-17",19800
"2019-05-20",21100
"2019-05-21",19750
"2019-05-22",20450
"2019-05-23",20100
"2019-05-24",19900
"2019-05-27",20250
"2019-05-28",20650
"2019-05-29",20200
"2019-05-30",20000
"2019-05-31",21550
"2019-06-03",20800
"2019-06-04",20800
"2019-06-05",22350
"2019-06-07",22200
"2019-06-10",21850
"2019-06-11",21400
"2019-06-12",21300
"2019-06-13",20750
"2019-06-14",20200
"2019-06-17",21100
"2019-06-18",22650
"2019-06-19",22950
"2019-06-20",24000
"2019-06-21",23600
"2019-06-24",23750
"2019-06-25",22300
"2019-06-26",22900
"2019-06-27",21800
"2019-06-28",21150
"2019-07-01",20700
"2019-07-02",21200
"2019-07-03",20850
"2019-07-04",20950
"2019-07-05",21350
"2019-07-08",20900
"2019-07-09",21600
"2019-07-10",21450
"2019-07-11",21050
"2019-07-12",21000
"2019-07-15",20200
"2019-07-16",19250
"2019-07-17",18850
"2019-07-18",18950
"2019-07-19",18900
"2019-07-22",19250
"2019-07-23",18450
"2019-07-24",18700
"2019-07-25",18650
"2019-07-26",18000
"2019-07-29",17000
"2019-07-30",17600
"2019-07-31",18300
"2019-08-01",17400
"2019-08-02",18500
"2019-08-05",16200
"2019-08-06",15900
"2019-08-07",16600
"2019-08-08",17450
"2019-08-09",17650
"2019-08-12",18950
"2019-08-13",18950
"2019-08-14",19100
"2019-08-16",19050
"2019-08-19",18150
"2019-08-20",19750
"2019-08-21",19500
"2019-08-22",20050
"2019-08-23",21200
"2019-08-26",21700
"2019-08-27",21600
"2019-08-28",21200
"2019-08-29",21000
"2019-08-30",20900
"2019-09-02",21250
"2019-09-03",21050
"2019-09-04",20950
"2019-09-05",21800
"2019-09-06",21850
"2019-09-09",22500
"2019-09-10",22400
"2019-09-11",21750
"2019-09-16",21800
"2019-09-17",21350
"2019-09-18",21600
"2019-09-19",21400
"2019-09-20",20900
"2019-09-23",20450
"2019-09-24",20650
"2019-09-25",19850
"2019-09-26",19850
"2019-09-27",19600
"2019-09-30",19200
"2019-10-01",20400
"2019-10-02",20100
"2019-10-04",19700
"2019-10-07",20350
"2019-10-08",21300
"2019-10-10",21450
"2019-10-11",21300
"2019-10-14",21000
"2019-10-15",21300
"2019-10-16",21000
"2019-10-17",21100
"2019-10-18",20850
"2019-10-21",20150
"2019-10-22",19850
"2019-10-23",20150
"2019-10-24",19700
"2019-10-25",20000
"2019-10-28",19850
"2019-10-29",19900
"2019-10-30",20000
"2019-10-31",19600
"2019-11-01",19650
"2019-11-04",19650
"2019-11-05",19800
"2019-11-06",19400
"2019-11-07",19000
"2019-11-08",19550
"2019-11-11",19300
"2019-11-12",18600
"2019-11-13",18700
"2019-11-14",18200
"2019-11-15",18800
"2019-11-18",18600
"2019-11-19",18650
"2019-11-20",18150
"2019-11-21",17950
"2019-11-22",17500
"2019-11-25",18100
"2019-11-26",18550
"2019-11-27",18550
"2019-11-28",18500
"2019-11-29",18100
"2019-12-02",18350
"2019-12-03",18200
"2019-12-04",17800
"2019-12-05",18150
"2019-12-06",18300
"2019-12-09",18250
"2019-12-10",18200
"2019-12-11",18250
"2019-12-12",18350
"2019-12-13",18450
"2019-12-16",18650
"2019-12-17",18950
"2019-12-18",19250
"2019-12-19",18850
"2019-12-20",18900
"2019-12-23",18400
"2019-12-24",18400
"2019-12-26",19000
"2019-12-27",19200
"2019-12-30",19450
"2020-01-02",20650
"2020-01-03",20800
"2020-01-06",20700
"2020-01-07",20700
"2020-01-08",19950
"2020-01-09",20700
"2020-01-10",20050
"2020-01-13",20350
"2020-01-14",20300
"2020-01-15",21250
"2020-01-16",20950
"2020-01-17",21000
"2020-01-20",20500
"2020-01-21",20450
"2020-01-22",20450
"2020-01-23",19950
"2020-01-28",19650
"2020-01-29",20100
"2020-01-30",19650
"2020-01-31",18950
"2020-02-03",19250
"2020-02-04",19600
"2020-02-05",19500
"2020-02-06",19750
"2020-02-07",19700
"2020-02-10",20650
"2020-02-11",21900
"2020-02-12",23000
"2020-02-13",23050
"2020-02-14",23200
"2020-02-17",23900
"2020-02-18",24800
"2020-02-19",24900
"2020-02-20",26150
"2020-02-21",26850
"2020-02-24",25800
"2020-02-25",26000
"2020-02-26",25800
"2020-02-27",23900
"2020-02-28",22400
"2020-03-02",23500
"2020-03-03",22800
"2020-03-04",22850
"2020-03-05",22650
"2020-03-06",21700
"2020-03-09",20850
"2020-03-10",21450
"2020-03-11",20000
"2020-03-12",18800
"2020-03-13",16700
"2020-03-16",15300
